gene,Hs,Ht,Gst_est,Gprime_st,D_het,D_mean,n_snps,sequence_length,tops
lacF_4,0.2538192989805893,0.3046874272680724,0.16695184551454406,0.3834637122431409,0.13634265324200565,0.0342833730708361,7,1085,0
epsL_2,0.22252889425564945,0.26976117915396863,0.17508925875268705,0.38329608695751705,0.12150235436235024,0.06160846657869792,17,693,0
mtgA_3,0.217921146953405,0.26451612903225796,0.1761517615176149,0.3830037973026053,0.11915673693858823,0.07794969305711028,2,2304,0
purD_1,0.204079504724666,0.24870641902899965,0.17943611780735774,0.3822924745845472,0.11213912587813384,0.03580657382145703,10,1272,0
bshB1,0.255550900712191,0.3063468789275242,0.16581196581196628,0.38210467079347304,0.13646595385481192,0.0319526942813229,14,687,0
yiaO_2,0.2856087759313566,0.3391006842619746,0.15774638864866597,0.3814519816570291,0.14975522242831515,NA,3,993,0
flgI,0.23223436713172785,0.2802585977072782,0.17135685031047734,0.3810777362611932,0.1251012770554423,0.119977605218958,22,1116,0
ghrA_2,0.307294139552204,0.3623772285062607,0.15200482983191935,0.3809642485801938,0.15903745615331896,NA,14,924,0
murA,0.22977686060123337,0.27743987062983494,0.17179581983079284,0.3806922904067966,0.12376416025570763,0.08121055012500636,27,1293,0
gno_1,0.35983056370153144,0.4176930596285435,0.1385287463920742,0.38012896537906143,0.18077244131359807,NA,10,750,0
yceI,0.231707758589479,0.27943412620831987,0.17079648884138282,0.37975287917895567,0.12424013948447324,0.11814306434971436,18,606,0
secD_1,0.2289373397367787,0.27630441866066,0.17143076883636316,0.37958799531290655,0.12286181490804232,0.07629556064717477,23,2589,0
secDF,0.2289373397367787,0.27630441866066,0.17143076883636316,0.37958799531290655,0.12286181490804232,0.07629556064717477,23,2589,0
hcaB_5,0.2311284891930053,0.27852720755946575,0.1701762595538922,0.37828917797840056,0.12329425060036768,0.11618879626445788,30,2100,0
putA,0.21996504635800823,0.26579060398708504,0.17241225589488296,0.3770541422760673,0.11749616453754227,0.04891572481871383,22,3702,0
hyuC_1,0.3067611599869664,0.3610194688823721,0.15029191933436753,0.3769421215493602,0.15653568658785927,NA,8,1245,0
bshA,0.2269373047361662,0.2735993713223316,0.17054888087148454,0.3769420593963426,0.12072000595046276,0.0666812147125132,17,1170,0
lptD,0.23059377898087577,0.2776900518836004,0.16960014441736665,0.37693208491143576,0.12242238655243222,0.11444137796032236,13,2346,0
echA8_1,0.2264581296839361,0.2729512870641904,0.17033499962694967,0.3763048972565116,0.12020850884583022,0.06472704246090981,16,822,0
folD_1,0.23025958509829475,0.27716682958618455,0.16923830516776925,0.3760809530528743,0.12187808663750568,0.11337568385095814,12,918,0
ydiK_1,0.23025958509829475,0.27716682958618455,0.16923830516776925,0.3760809530528743,0.12187808663750568,0.11337568385095814,12,1176,0
argC,0.22591506462474203,0.2722167915716304,0.1700913697482349,0.375581232195941,0.11962957766241096,0.06264632736767273,15,933,0
fixN_1,0.3071446813382297,0.3610798481766224,0.14937185531331648,0.37514197237472285,0.155689551297858,NA,74,1621,0
fixN_3,0.3071446813382297,0.3610798481766224,0.14937185531331648,0.37514197237472285,0.155689551297858,NA,74,1621,0
gyrB_1,0.22986462869160815,0.2765484759619658,0.16880891173950338,0.3750721181583915,0.12123543213200538,0.11214153750944247,11,2061,0
rnj,0.22986462869160815,0.2765484759619658,0.16880891173950338,0.3750721181583915,0.12123543213200538,0.11214153750944247,22,1668,0
exoI,0.31965352449223416,0.3744100955794504,0.1462475818192697,0.3750680907399152,0.1609667222758803,NA,24,1920,0
fitB_1,0.33339850114043657,0.38892147279244055,0.14276139410187683,0.3748166976244016,0.16658519894417853,0.02570094105492149,4,414,0
mltG,0.22913000977517103,0.2756761159986968,0.16884344896873762,0.3747802740780267,0.1207625327584754,0.1071303489291304,12,1200,0
thiE_2,0.395367161349566,0.45323913623033857,0.12768529955754243,0.3745339971721388,0.1914284874435376,0.10105807445962486,22,606,0
thiE_1,0.395367161349566,0.45323913623033857,0.12768529955754243,0.3745339971721388,0.1914284874435376,0.10105807445962486,22,606,0
aruI,0.22461594703923576,0.2705735561754446,0.16985255242906708,0.3745019483444087,0.11854153812094034,0.05199366243962301,41,1614,0
lsrB_4,0.22386645612452064,0.26962553575456816,0.16971344906923286,0.37387835076979,0.11791547985816464,0.0473486375149034,13,990,0
dinF,0.22457828909441813,0.2704088026668673,0.1694860267877836,0.37379277328205857,0.11820797103791604,0.05805269861989876,13,1368,0
hisD,0.22457828909441813,0.2704088026668673,0.1694860267877836,0.37379277328205857,0.11820797103791604,0.05805269861989876,13,1305,0
ycaD_3,0.22863236470274592,0.27492224295743367,0.16837443837476196,0.37364802915157663,0.1200202760305065,0.10550485838737043,11,1236,0
fbcH_2,0.2117084826762246,0.2558542413381124,0.1725426103198696,0.37334545821966314,0.11200363746589902,0.01463321949824853,3,906,0
fliC,0.22335722819593787,0.268854540023895,0.16922649631995593,0.3727163164859082,0.11716406430274624,0.04969061082033362,24,966,0
edd,0.22374280438796568,0.2692788096013904,0.16910355954421744,0.3726697339072758,0.11732195326710546,0.05550878692843573,12,1821,0
yheS_1,0.22374280438796568,0.2692788096013904,0.16910355954421744,0.3726697339072758,0.11732195326710546,0.05550878692843573,12,1890,0
hupB,0.1974150103182361,0.2394482458998588,0.1755420484441623,0.3721190952046532,0.10474463420575424,0.02086967596789301,3,273,0
nagL_1,0.4113000977517106,0.4689833822091886,0.12299643579215053,0.37209186967809654,0.19596838469713088,NA,10,612,0
fliG,0.22191415622500665,0.2670176841731095,0.16891588318495754,0.37144088900184297,0.11593458050663592,0.04246216242951971,11,1038,0
hppA,0.22191415622500665,0.2670176841731095,0.16891588318495754,0.37144088900184297,0.11593458050663592,0.04246216242951971,11,2137,0
aspC_2,0.22275541337124913,0.26794336325128126,0.16864739373169024,0.3713371747792325,0.1162772971530931,0.05277563512403934,11,1167,0
fadJ,0.22275541337124913,0.26794336325128126,0.16864739373169024,0.3713371747792325,0.1162772971530931,0.05277563512403935,11,2214,0
fliP,0.22275541337124913,0.26794336325128126,0.16864739373169024,0.3713371747792325,0.1162772971530931,0.05277563512403934,11,738,0
dmdC_2,0.22451338512459057,0.26985903174358195,0.16803457096102864,0.3710211215681378,0.11694759328960612,0.05690546896334089,19,1797,0
ndhI,0.29242967307483436,0.34436298468556537,0.15080979640756345,0.3704131424713607,0.1467933564608726,NA,6,567,0
dnaE1,0.2447552447552447,0.2922494172494174,0.16251246261216395,0.3701956673654796,0.12577160493827202,0.04852449322764113,26,3510,0
scrK,0.2242870127420212,0.26945344789147857,0.1676224056618789,0.3701336603841365,0.11645140893957052,0.0656456600976455,19,927,0
ycjP_2,0.2820562949595207,0.3329084893601023,0.1527512695705861,0.369138057931776,0.14166067351398928,0.00495473535112101,13,831,0
degQ_1,0.2238705844018937,0.2687980372989862,0.16714204221334902,0.36902674536339697,0.11577309658459524,0.06349029349694597,17,1398,0
pcm_4,0.257070707070707,0.30561868686868693,0.15885147696756907,0.3690166753309081,0.13069340584636335,0.03108932371430227,8,672,0
surA,0.22715635618861424,0.272308336824466,0.16581196581196625,0.3680660121664768,0.11684635306872287,0.1043523497849536,7,949,0
chaA,0.22012237066000503,0.26438217298432365,0.1674084217733657,0.3677545146464889,0.11350447982916333,0.04665035814395692,9,1086,0
pnp,0.19788204626914305,0.2392188009123494,0.17279893756491274,0.3673747152917353,0.10306901734573692,0.0123798900079806,4,2154,0
sugB_1,0.2676915785420184,0.3169265973518173,0.15535148902363508,0.367229244369806,0.13446525362025724,NA,22,876,0
abgB,0.2085659462003548,0.251196553347091,0.16971015954916926,0.3666442194667277,0.10773002991738422,0.029027751543435,9,1461,0
atpB_1,0.2320811804682772,0.27754852674207525,0.16381764589963274,0.3665982838812176,0.11841706471401243,NA,14,1405,0
fliI,0.2320811804682772,0.27754852674207525,0.16381764589963274,0.3665982838812176,0.11841706471401243,NA,14,1405,0
mprF,0.22243944824589984,0.2667752796785056,0.1661916782021013,0.3665515933989193,0.11403827350188613,0.05946422403686445,15,2607,0
noc_1,0.1974801781253394,0.2385549038774846,0.17218143531956093,0.36607132613814697,0.10236438934603743,0.02515304413100861,18,1062,0
kefG,0.17882046269143043,0.21718800912349295,0.17665591478508727,0.3656542096382963,0.09344496468534236,0.01470623250133422,2,813,0
phnH,0.1781095411593945,0.21632749785242456,0.17666712310009602,0.3653576242615465,0.09300012253930276,0.01162784334919393,11,603,0
fabH,0.21831215379602475,0.2619338546757903,0.16653708598973763,0.365265830459662,0.11160900375156348,0.04320305537874003,8,972,0
araA_2,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,928,0
araA_1,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,928,0
cyaA,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,1249,0
fucU_2,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,429,0
rlmB_2,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,877,0
rlmB_1,0.22591506462474203,0.27036493971977854,0.16440694988450374,0.3648016243118554,0.11484495580188048,0.10113277130221526,6,877,0
kduI1,0.31070310397098616,0.36283947469080713,0.14368990795240474,0.364537029685899,0.15127406207738517,NA,23,843,0
cydB,0.21660910177039208,0.25978603236667763,0.16620189393147602,0.3638427288600266,0.11023087118796372,0.03630059636190738,15,1005,0
clsC,0.22540394456902996,0.26956471738255433,0.16382252559727006,0.3634474055378228,0.11402271546284648,0.09986408217807972,17,1566,0
ynfE,0.22056796250344635,0.26413013509787714,0.16492693110647225,0.3632826317651229,0.11177927131234558,0.05491080800753233,13,2181,0
dmsA,0.22056796250344635,0.26413013509787714,0.16492693110647225,0.3632826317651229,0.11177927131234558,0.05491080800753233,13,2181,0
fabF_1,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,1389,0
lgoR,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,879,0
lrp_2,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,462,0
melD_4,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,879,0
mmpA,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,1125,0
mshA_11,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,1023,0
rpsB,0.20699467796241988,0.2488677093515803,0.16825417607716064,0.36323057966913047,0.10560592779269164,0.05712373823563682,6,768,0
bepF_1,0.29447702834799605,0.34515518084066477,0.1468271528453848,0.3629336590523768,0.14366124004156589,NA,8,1155,0
rpoA,0.21466275659824044,0.25733137829912034,0.16581196581196628,0.3622106049290523,0.1086631814787158,0.0306957951945092,7,1011,0
mauC,0.21598473211376432,0.2587860168505331,0.16539257127439566,0.3620338919494911,0.1091848245561958,0.03945448795797084,7,318,0
proS,0.21598473211376432,0.2587860168505331,0.16539257127439566,0.3620338919494911,0.1091848245561958,0.03945448795797084,7,1329,0
pyrE_2,0.21598473211376432,0.2587860168505331,0.16539257127439566,0.3620338919494911,0.1091848245561958,0.03945448795797084,7,699,0
COQ5_3,0.25141319542984475,0.29810803140667874,0.15663729607181542,0.36181437175261977,0.12475463284086756,NA,31,1179,0
iolC,0.27626805691321815,0.3251710654936461,0.15039163618751783,0.36126860577524583,0.13514121919740676,NA,3,1953,0
ilvE_1,0.19976725783177396,0.24035981939207743,0.16888247654275562,0.3610999429553168,0.1014518887350652,0.03137229507001431,7,882,0
aacA4_2,0.22417725643532097,0.26764418377321614,0.16240564889213577,0.3601727965440698,0.1120537589248218,0.09694530245644088,5,489,0
aacA4,0.22417725643532097,0.26764418377321614,0.16240564889213577,0.3601727965440698,0.1120537589248218,0.09694530245644088,5,489,0
sgrR_5,0.2595950286272867,0.3067816412977704,0.15381172247097785,0.36009339733622514,0.12746163112060038,NA,35,1509,0
map_1,0.4097751710654936,0.4648875855327468,0.11854998107573912,0.3591357301194995,0.18675057966213976,0.16383495609551324,5,750,0
icl,0.2171746793447673,0.2595974406824848,0.1634174868064475,0.35886249406242415,0.108383722954207,0.04046092158434249,11,1290,0
nadK,0.2113391984359726,0.25289182144020866,0.16430987276534118,0.35787784959916286,0.10537514460419806,0.02723660311811891,6,774,0
pyrG,0.2113391984359726,0.25289182144020866,0.16430987276534118,0.35787784959916286,0.10537514460419806,0.0272366031181189,6,1629,0
ydhP_2,0.2113391984359726,0.25289182144020866,0.16430987276534118,0.35787784959916286,0.10537514460419806,0.0272366031181189,12,1236,0
puuB_2,0.3805799934832193,0.4347344411860541,0.12456903013041531,0.35765864855817536,0.17485533929510796,NA,2,1314,0
uxaC,0.2471721826560536,0.2926337103756459,0.15535300994965542,0.3572229145602612,0.12077536635132646,NA,14,1410,0
lon,0.22301871764237355,0.26583034647550785,0.1610486891385771,0.35704766786263514,0.11019989748846767,0.09434113143343274,9,2421,0
lpxL,0.19241881177365044,0.23139459107201044,0.16843859278556195,0.35700928656361075,0.09652473303386516,0.02255647740908961,6,924,0
rbsC_7,0.26833359057467715,0.3157457426557597,0.1501592758853868,0.3568708353995199,0.12960046127666783,NA,19,993,0
ugpB_1,0.35016835016835013,0.40286195286195287,0.13079816130380287,0.3559964615190196,0.16217616580310892,NA,6,1294,0
ugpB_2,0.35016835016835013,0.40286195286195287,0.13079816130380287,0.3559964615190196,0.16217616580310892,NA,6,1294,0
rcsC_10,0.21105936020547025,0.2522617062465261,0.16333175040364753,0.3559202540863022,0.10444980005539203,0.03080415576615183,17,3507,0
ada,0.21543173672205929,0.2571603128054742,0.16226678070258835,0.355895956727232,0.10637334706625053,0.03786232529451771,10,1128,0
tetR,0.2443358314326056,0.2888345823829696,0.15406309931184947,0.3533216431425542,0.11777388104751817,NA,12,696,0
oiaK,0.3229455848810687,0.3736950146627566,0.1358044067767054,0.3531967791981298,0.14991241072631734,NA,5,1331,0
gatB,0.2215705441511893,0.26356304985337253,0.15932622469479257,0.35309562768750785,0.10789033068229414,0.0912762714657947,4,1593,0
nudK,0.2215705441511893,0.26356304985337253,0.15932622469479257,0.35309562768750785,0.10789033068229414,0.0912762714657947,4,597,0
fliF,0.23389227260195,0.2772025465573854,0.15624053419895073,0.35276515275442266,0.11306575408795608,0.00505911265845147,13,1818,0
alaC,0.22626262626262628,0.26868686868686875,0.15789473684210542,0.35248041775456945,0.10966057441253275,0.06190539852400188,4,1290,0
kdsD_2,0.2143296766952681,0.2553129864957823,0.16052183777651774,0.35210358969632816,0.10432698953965289,0.04374502895904054,9,1011,0
fabF_2,0.20668621700879763,0.2466764418377323,0.1621161085793546,0.35169131629351325,0.10081817733747388,0.02352505960047229,5,1266,0
glnQ_1,0.28378950798305635,0.33147808732486156,0.14386646105830975,0.35121540046359806,0.13316917267578096,NA,8,786,0
gatA,0.21179537308569563,0.25219398283914424,0.1601886345528547,0.3503435356172921,0.10250792338431888,0.03428145848046271,9,1503,0
rpoC,0.2088656551489651,0.24887727201892712,0.16076846449409463,0.35013459244976525,0.10114999337437672,0.0293001664580035,23,4206,0
yiaM_1,0.3918409905506679,0.4448093841642228,0.11908110642287864,0.34994045195283935,0.17419258052763556,NA,5,477,0
dxs_3,0.30349371854748197,0.35236414322435833,0.13869295618356786,0.3497459781540417,0.14033017641983156,NA,18,2080,0
gsiC_1,0.37535208718004415,0.4277995003801455,0.12259811699989424,0.349666634016594,0.16792632176846306,NA,9,948,0
cytR_5,0.3685746352413019,0.4207070707070707,0.12391623315993062,0.3492225112982525,0.16512619978670456,NA,9,1161,0
ccpA_3,0.3685746352413019,0.4207070707070707,0.12391623315993062,0.3492225112982525,0.16512619978670456,NA,9,1161,0
nemA_2,0.21705892673634608,0.2578884377271475,0.1583223790513635,0.3491513929021946,0.1042977878797582,0.00584024547685998,26,1080,0
paoB_1,0.32909742587161933,0.37913204626914304,0.13197148827140953,0.34754829613772403,0.1491561437591066,NA,16,952,0
paoB_5,0.32909742587161933,0.37913204626914304,0.13197148827140953,0.34754829613772403,0.1491561437591066,NA,16,952,0
aruC,0.21179537308569563,0.2517310198761813,0.1586441226437995,0.34742809897832716,0.10133319553534552,0.04040706335024287,8,1200,0
lolE_2,0.2046124325694218,0.24366424097606904,0.16026893503213158,0.3473296700933341,0.0981956721621896,0.02454312292186003,9,1314,0
maiA_1,0.30310943536749985,0.35135630498533726,0.13731607753517003,0.34650190114497226,0.13846325970356632,NA,28,786,0
virB9_1,0.3656980360792677,0.41719245238306824,0.12343084351036664,0.34642664937810513,0.16236562152670792,0.03590453608187192,11,855,0
rafR_2,0.20349113252339057,0.24222175673788576,0.1598973797238477,0.34614746874073254,0.09725095550334868,0.05573216613658288,7,1073,0
lolD_1,0.3485826001955034,0.39929130009775177,0.12699675622743145,0.34597172202214255,0.1556872749099642,NA,6,681,0
deoR_3,0.33043988269794716,0.3802199413489736,0.1309243762292238,0.3458018937109892,0.14869481429572534,0.03880497219681705,20,792,0
deoR_2,0.33043988269794716,0.3802199413489736,0.1309243762292238,0.3458018937109892,0.14869481429572534,0.03880497219681705,20,792,0
aspC_1,0.19689366786140977,0.2347431302270013,0.16123778501628713,0.34578218180407055,0.09425766141029487,0.0161340167149433,15,1236,0
naiP,0.3237837431385818,0.3730029826804021,0.13195401063050602,0.3447769317656425,0.14557248230104908,NA,26,1314,0
crp,0.2515607689801238,0.29522482893450647,0.14790104244270466,0.3443025478579821,0.11668030788520511,NA,10,705,0
rfnT,0.20663625502335176,0.2454477571413056,0.1581253076825218,0.3441941438535844,0.09784037237319489,0.02934399303118352,12,1206,0
nanR_1,0.27652683921968635,0.322321390624336,0.14207729532298707,0.34390362566633326,0.12659640712934592,0.01704848056222976,23,765,0
arnB,0.245504902396398,0.2884090168547648,0.1487613491639624,0.34326843248802397,0.1137293392485575,NA,22,1326,0
btuD_19,0.2388412426148275,0.28095101963026503,0.1498829834141713,0.3424943639929375,0.1106465020782216,NA,53,1107,0
btuD_3,0.2388412426148275,0.28095101963026503,0.1498829834141713,0.3424943639929375,0.1106465020782216,NA,53,1107,0
mshA_13,0.19970674486803516,0.23735337243401772,0.15861003861003917,0.34211665944901665,0.09408208134847967,0.01953250535380709,4,1245,0
puuB_4,0.19970674486803516,0.23735337243401772,0.15861003861003917,0.34211665944901665,0.09408208134847967,0.01953250535380709,4,1287,0
ctaA,0.202020202020202,0.23989898989899,0.15789473684210564,0.34177215189873483,0.09493670886075976,0.02594669977796697,4,1104,0
puuA_2,0.202020202020202,0.23989898989899,0.15789473684210564,0.34177215189873483,0.09493670886075976,0.02594669977796697,4,1437,0
pyrC_2,0.202020202020202,0.23989898989899,0.15789473684210564,0.34177215189873483,0.09493670886075976,0.02594669977796697,4,1044,0
rnpA,0.202020202020202,0.23989898989899,0.15789473684210564,0.34177215189873483,0.09493670886075976,0.02594669977796697,4,399,0
rpsC,0.202020202020202,0.23989898989899,0.15789473684210564,0.34177215189873483,0.09493670886075976,0.02594669977796697,4,714,0
divK_2,0.21722602367763655,0.2567611599869665,0.15397631133671774,0.34091855140835353,0.1010129041209937,0.08317040190252924,3,372,0
phoU,0.21722602367763655,0.2567611599869665,0.15397631133671774,0.34091855140835353,0.1010129041209937,0.08317040190252924,3,801,0
virB3_2,0.21722602367763655,0.2567611599869665,0.15397631133671774,0.34091855140835353,0.1010129041209937,0.08317040190252924,3,327,0
ycbX,0.22035407841859456,0.2601770392092973,0.15306101150097065,0.3405217649735775,0.10215652949207328,0.06456280228360779,6,852,0
hcaT,0.19099753293301677,0.22724479821254015,0.1595075687744527,0.3400852977497629,0.08960977686739786,0.02442730578403866,7,1224,0
barA,0.1537587860168505,0.18481590094493325,0.16804352206326856,0.3400153887669773,0.0734001474163634,0.009788728358188,7,2281,0
rcsC_11,0.1537587860168505,0.18481590094493325,0.16804352206326856,0.3400153887669773,0.0734001474163634,0.009788728358188,7,2281,0
dctD_3,0.20928175766885443,0.24749802169157015,0.15441038179424516,0.3383175369400135,0.09666215341143249,0.03222914623692544,7,1344,0
glpR_1,0.14951667209731723,0.17938796567828832,0.16651782335578644,0.33568623852215723,0.0702454536166737,0.00943783778745708,6,837,0
glgC,0.2217008797653959,0.26085043988269807,0.15008431703204084,0.3353428786737007,0.10060286360211032,0.1006028636021103,1,1263,0
acsA_1,0.2005163295485876,0.23701030152643063,0.15397631133671777,0.33379314669091203,0.09129385208640337,0.02691220887350587,13,1953,0
dppB_5,0.2008634734441186,0.23723729227761484,0.15332251723279508,0.3327087201376543,0.09103280259321928,0.05473218198305396,8,1005,0
hom,0.2008634734441186,0.23723729227761484,0.15332251723279508,0.3327087201376543,0.09103280259321928,0.05473218198305396,8,1323,0
ispDF,0.2008634734441186,0.23723729227761484,0.15332251723279508,0.3327087201376543,0.09103280259321928,0.05473218198305396,8,1305,0
pepA_1,0.21892038666232216,0.2573437912147591,0.149307680480901,0.3326446421816806,0.098385373005058,0.02749170999758183,21,1518,0
norR_2,0.24827562552520108,0.28963488878599236,0.14279793236978136,0.33244808566737327,0.1100383722150487,0.04519671749618879,38,1411,0
dctD_1,0.24827562552520108,0.28963488878599236,0.14279793236978136,0.33244808566737327,0.1100383722150487,0.04519671749618879,38,1411,0
aroE_1,0.24092538286086673,0.2815738025415445,0.1443615113116937,0.33237909719590775,0.10709993131868142,NA,16,861,0
mhqD,0.26199758495773673,0.30452820424357435,0.13966069051462918,0.3321014936584299,0.11525875368145512,NA,17,603,0
cyoB,0.20853698273053112,0.24568263277940705,0.1511936339522549,0.331882608951362,0.09386578839028428,0.04455807925787189,11,2010,0
queA,0.1947322689258173,0.2302365048332791,0.15420767411827857,0.3318270061466368,0.08817995441118961,0.02922070810872108,12,1083,0
oppF_4,0.28176995764092533,0.32577386770935157,0.13507501500300076,0.3313728240267816,0.12253430648456992,NA,25,894,0
oppF_1,0.28176995764092533,0.32577386770935157,0.13507501500300076,0.3313728240267816,0.12253430648456992,NA,25,894,0
rhaS_5,0.22931620350975188,0.26862635572312993,0.1463376596371451,0.33128159810688784,0.1020136984646607,NA,7,885,0
rhaS_3,0.22931620350975188,0.26862635572312993,0.1463376596371451,0.33128159810688784,0.1020136984646607,NA,7,885,0
pgi,0.22178777017486692,0.2602766011368163,0.14787664658997687,0.3310825696539084,0.0989160269830196,NA,18,1626,0
ibpA_1,0.26149048084531956,0.3037611134385329,0.13915748502076436,0.33082376594014645,0.1144755253570666,0.05863639165496073,14,480,0
ibpA_3,0.26149048084531956,0.3037611134385329,0.13915748502076436,0.33082376594014645,0.1144755253570666,0.05863639165496073,14,480,0
lipA,0.2137504072987944,0.2513196480938417,0.1494878776092315,0.33080429723612537,0.09556568586821408,0.07765352988923573,5,969,0
trmJ,0.21750407298794391,0.2554187031606387,0.14844108792162086,0.33036445706965595,0.09690690740709912,0.05869902264010747,5,831,0
livF_1,0.21480494090464763,0.25235196540181887,0.14878831808337722,0.3298991992742866,0.09563744463810134,NA,11,696,0
ybhR,0.206429890300858,0.2430297599652439,0.15059830396746512,0.32986865185054187,0.09224104894339231,NA,6,1113,0
COQ5_1,0.2892581731291408,0.3335179754534593,0.13270589767805394,0.3296789237410177,0.12454537119105112,0.07130295839953357,3,810,0
noc_3,0.1767269468882372,0.20954402899967417,0.15661186943908575,0.32894487462110206,0.07972344530747542,NA,16,1005,0
noc_2,0.1767269468882372,0.20954402899967417,0.15661186943908575,0.32894487462110206,0.07972344530747542,NA,16,1005,0
sigJ,0.2887042467687629,0.3327780493103074,0.13244203646511185,0.32884379217351195,0.12392539205057353,NA,12,858,0
malL_2,0.20527859237536655,0.24152818507657223,0.15008431703204084,0.32841328413284204,0.09122591225912284,0.03795097277032178,8,1656,0
glnA_2,0.18993157380254153,0.22413245356793743,0.15259226953061117,0.3268625168841989,0.08443948352841803,0.02604759111280891,8,1410,0
gcvT_1,0.19108830237862492,0.22540526230042357,0.15224560230568387,0.32668453613710347,0.08484723369116436,0.03118841768647779,8,1140,0
cfa_2,0.18807429130009773,0.22181492342782677,0.15211164157179635,0.32522325401229174,0.08311260935869687,0.01522577059957266,3,1242,0
gbsA_1,0.30623381523211746,0.35077772632950904,0.12698614465488753,0.32482887580751346,0.12841188306776558,NA,19,1515,0
betB_7,0.30623381523211746,0.35077772632950904,0.12698614465488753,0.32482887580751346,0.12841188306776558,NA,19,1515,0
acsE,0.19115890083632017,0.22520908004778983,0.15119363395225513,0.324752057396076,0.0841949778434272,0.02049044391131455,3,963,0
hslO,0.19115890083632017,0.22520908004778983,0.15119363395225513,0.324752057396076,0.0841949778434272,0.02049044391131455,3,993,0
fgd,0.31885304659498204,0.3638709677419355,0.12371946414499622,0.3232729036449996,0.13218269837928875,0.03977410846861506,25,1050,0
mshA_8,0.1912848919300532,0.22508689040947116,0.15017311056155422,0.32289655049022703,0.08359432918246995,0.01967700217686796,30,1239,0
lacE,0.2352557836428804,0.27380073132761307,0.14077737301078344,0.32273476694661957,0.10080480992283306,0.00299591689965422,9,1275,0
cysS,0.19881973860468485,0.23336048658629305,0.148014552450102,0.32185241902893824,0.08622466040651802,0.05397888430417665,9,1401,0
lspA,0.1487292277614858,0.17644794721407628,0.15709289844534494,0.31897055773563987,0.06512315553769317,0.01005798022559516,8,501,0
mglA_8,0.3495456355671409,0.3951431881539409,0.11539501110932976,0.31810573524196606,0.1402021573844221,NA,9,1536,0
malK_4,0.35009076944560813,0.3956803053577247,0.115218107383182,0.3179349086266011,0.14029508666380175,NA,28,1113,0
malK_1,0.35009076944560813,0.3956803053577247,0.115218107383182,0.3179349086266011,0.14029508666380175,NA,28,1113,0
spuC_3,0.29850579527998883,0.3413163897034865,0.1254278895329015,0.317747651733688,0.12205544717389288,NA,7,1377,0
spuC_1,0.29850579527998883,0.3413163897034865,0.1254278895329015,0.317747651733688,0.12205544717389288,NA,7,1377,0
cyoC_2,0.252180794116278,0.2911697621375042,0.1339045913799722,0.31582924028801573,0.1042737809204878,0.03868345155534226,7,633,0
cyoC_1,0.252180794116278,0.2911697621375042,0.1339045913799722,0.31582924028801573,0.1042737809204878,0.03868345155534226,7,633,0
bepE,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,3312,0
coaA_1,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,621,0
lacF_7,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,948,0
nodD2_1,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,903,0
nodD2_4,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,903,0
pabB,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,1158,0
rpsM,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,369,0
xseB,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,252,0
yijE,0.20853698273053112,0.2431573802541545,0.1423785594639868,0.31494442157266406,0.08748456154796228,0.070626334417585,2,945,0
virB3_1,0.3774519387422613,0.4234481915933529,0.10862309431058552,0.31477146805396544,0.14776771694755603,NA,8,343,0
fabG_10,0.3960899315738025,0.4424894102313458,0.10486008836524326,0.3143117808057924,0.1536635372828319,0.02910335053213982,6,771,0
