gene,g4,g5,g6,g8,g9,g11,g13,g16,g17,g19
group_149,1,1,1,1,1,1,1,1,1,1
group_1490,0,0,0,0,0,1,0,0,0,0
group_1491,0,0,0,0,0,1,1,1,1,0
group_1492,0,0,0,0,0,0,1,0,0,0
group_1493,0,0,0,0,0,0,0,1,1,1
group_1494,1,1,0,1,1,0,0,1,1,1
group_1495,1,1,1,1,0,0,0,0,0,0
group_1496,1,1,1,1,1,1,1,1,1,1
group_1497,0,0,1,0,0,1,1,0,0,0
group_1498,0,0,1,0,0,1,1,0,0,1
group_1499,0,0,1,0,0,0,0,0,0,0
group_15,1,1,0,1,0,0,0,0,0,0
group_150,1,1,1,1,1,1,1,1,1,1
group_1500,0,0,0,1,0,0,0,0,0,0
group_1501,0,0,0,0,0,1,0,0,0,0
group_1502,0,0,0,0,0,0,1,0,0,0
group_1503,0,0,0,0,0,0,0,1,1,0
group_1504,1,1,0,1,1,0,0,1,1,0
group_1505,1,1,1,1,0,0,0,0,0,0
group_1506,1,1,1,1,0,0,0,0,0,0
group_1507,1,1,1,1,0,0,0,0,0,0
group_1508,1,1,1,1,1,1,1,1,1,1
group_1509,1,1,1,1,1,1,1,1,1,1
group_151,1,1,0,1,0,0,0,0,0,0
group_1510,0,0,1,0,0,0,0,0,0,0
group_1511,0,0,0,0,0,1,1,0,0,1
group_1512,0,0,0,0,0,0,1,0,0,0
group_1513,0,0,0,0,0,0,0,1,1,0
group_1514,0,0,0,0,0,0,0,1,1,0
group_1515,0,0,0,0,0,0,0,1,1,1
group_1516,0,0,0,0,0,0,0,0,0,1
group_1517,1,1,1,1,1,1,1,1,1,1
group_1518,1,1,0,1,0,1,1,0,0,0
group_1519,1,1,1,1,1,1,1,1,1,1
group_152,1,1,1,1,1,1,1,1,1,1
group_1520,1,1,1,1,1,1,1,1,1,1
group_1521,1,1,0,0,0,0,0,0,0,0
group_1522,1,1,1,1,1,1,1,1,1,1
group_1523,0,0,1,0,0,1,1,0,0,0
group_1524,0,0,0,0,0,0,1,0,0,0
group_1525,1,1,1,1,1,1,1,1,1,1
group_1526,0,0,1,0,0,1,1,0,0,1
group_1527,0,0,0,0,1,1,0,0,0,0
group_1528,0,0,0,0,0,1,0,0,0,0
group_1529,0,0,0,0,0,0,0,1,1,0
group_153,1,1,1,1,1,1,1,1,1,1
group_1530,0,0,0,0,0,0,0,0,0,1
group_1531,1,1,1,1,1,1,1,1,1,1
group_1532,1,1,1,1,1,1,1,1,1,1
group_1533,1,1,1,1,0,0,0,0,0,0
group_1534,0,0,1,0,0,1,0,0,0,0
group_1535,0,0,1,0,0,1,0,0,0,0
group_1536,0,0,0,1,0,0,0,0,0,0
group_1537,0,0,0,0,1,1,0,1,0,0
group_1538,0,0,0,0,0,0,0,0,0,1
group_1539,1,1,1,1,1,1,1,1,1,1
group_154,1,1,1,1,1,1,1,1,1,1
group_1540,1,1,1,1,1,1,1,1,1,1
group_1541,1,1,1,1,1,1,1,1,1,1
group_1542,1,1,0,1,0,0,0,1,1,0
group_1543,0,0,0,0,0,1,0,0,0,0
group_1544,1,1,1,1,1,1,1,1,1,1
group_1545,0,0,0,1,0,0,0,0,0,0
group_1546,0,0,0,0,0,1,0,0,0,0
group_1547,0,0,0,0,0,1,1,0,0,0
group_1548,0,0,0,0,0,0,0,1,0,0
group_1549,0,0,0,0,0,0,0,0,0,1
group_155,1,1,1,1,1,1,1,1,1,1
group_1550,1,1,1,1,1,1,1,1,1,1
group_1551,1,1,1,1,1,1,1,1,1,1
group_1552,1,1,1,1,1,1,1,1,1,1
group_1553,1,1,1,1,1,1,1,1,1,1
group_1554,1,1,1,1,1,1,1,1,1,1
group_1555,0,0,1,0,0,0,0,0,0,0
group_1556,0,0,1,0,0,0,0,0,0,0
group_1557,0,0,0,0,0,0,1,0,0,0
group_1558,0,0,0,0,0,0,0,1,1,0
group_1559,1,1,1,1,1,1,1,1,1,1
group_156,0,0,1,0,0,0,0,0,0,0
group_1560,0,0,0,0,0,0,1,0,0,0
group_1561,0,0,0,0,0,0,1,0,0,0
group_1562,1,1,1,1,1,1,1,1,1,1
group_1563,1,1,1,1,0,0,0,0,0,0
group_1564,1,1,1,1,1,1,1,1,1,1
group_1565,1,1,1,1,1,1,1,1,1,1
group_1566,0,0,0,0,0,1,1,0,0,1
group_1567,0,0,0,0,0,0,1,0,0,0
group_1568,0,0,0,0,0,0,0,0,0,1
group_1569,1,1,1,1,1,1,1,1,1,1
group_157,1,1,1,1,1,1,1,1,1,1
group_1570,1,1,1,1,1,1,1,1,1,1
group_1571,1,1,1,1,1,1,1,1,1,1
group_1572,1,1,1,1,1,1,1,1,1,1
group_1573,0,0,1,0,0,1,1,0,0,0
group_1574,0,0,0,0,0,1,0,0,0,0
group_1575,1,1,0,1,1,0,0,1,1,0
group_1576,1,1,1,1,1,1,1,1,1,1
group_1577,1,1,1,1,0,0,0,0,0,0
group_1578,1,1,1,1,0,0,0,0,0,0
group_1579,1,1,1,1,1,1,1,1,1,1
group_158,1,1,1,1,1,1,1,1,1,1
group_1580,1,1,1,1,1,1,1,1,1,1
group_1581,0,0,0,1,0,0,0,0,0,0
group_1582,0,0,0,0,0,0,1,0,0,0
group_1583,1,1,0,1,1,1,1,1,1,0
group_1584,1,1,1,1,0,0,0,0,0,0
group_1585,1,1,1,1,0,0,0,0,0,0
group_1586,1,1,1,1,1,1,1,1,1,1
group_1587,0,0,0,0,1,0,0,0,0,0
group_1588,0,0,0,0,0,0,1,0,0,0
group_1589,0,0,0,0,0,0,0,1,1,0
group_159,0,0,0,0,0,0,1,0,0,0
group_1590,0,0,0,0,0,0,0,0,0,1
group_1591,1,1,1,1,1,1,1,1,1,1
group_1592,1,1,1,1,1,1,1,1,1,1
group_1593,1,1,0,1,1,0,0,0,0,1
group_1594,1,1,0,1,1,0,0,1,1,0
group_1595,1,1,1,1,1,1,1,1,1,1
group_1596,0,0,1,0,0,1,1,0,0,0
group_1597,1,1,1,1,1,1,1,1,1,1
group_1598,0,0,1,0,0,0,0,0,0,0
group_1599,0,0,0,0,0,0,0,0,0,1
group_16,1,1,0,1,1,0,0,1,1,1
group_160,0,0,0,0,1,0,0,0,0,0
group_1600,1,1,1,1,1,1,1,1,1,1
group_1601,1,1,1,1,1,1,1,1,1,1
group_1602,1,1,1,1,1,1,1,1,1,1
group_1603,1,1,1,1,1,1,1,1,1,1
group_1604,1,1,0,0,0,0,0,0,0,0
group_1605,0,0,1,0,0,1,1,0,0,0
group_1606,0,0,0,0,1,0,0,0,0,1
group_1607,0,0,0,0,0,1,0,0,0,0
group_1608,0,0,0,0,0,0,1,0,0,0
group_1609,0,0,0,0,0,0,0,1,1,0
group_161,0,0,0,0,0,0,1,0,0,0
group_1610,0,0,0,0,0,0,0,1,1,0
group_1611,0,0,0,0,0,0,0,1,1,0
group_1612,0,0,0,0,0,0,0,1,1,0
group_1613,0,0,0,0,0,0,0,0,0,1
group_1614,1,1,0,0,0,0,0,1,1,0
group_1615,1,1,0,0,0,0,0,0,0,0
group_1616,1,1,0,0,0,0,0,0,0,0
group_1617,1,1,1,1,1,1,1,1,1,1
group_1618,0,0,0,0,1,0,0,1,1,0
group_1619,0,0,0,0,0,1,1,0,0,0
group_162,1,1,1,1,0,0,0,0,0,0
group_1620,0,0,0,0,0,1,1,0,0,0
group_1621,0,0,0,0,0,1,1,0,0,0
group_1622,0,0,0,0,0,0,1,0,0,0
group_1623,0,0,0,0,0,0,0,1,1,0
group_1624,0,0,0,0,0,0,0,0,0,1
group_1625,1,1,1,1,1,1,1,1,1,1
group_1626,1,1,1,1,1,1,1,1,1,1
group_1627,0,0,1,0,0,1,1,0,0,1
group_1628,0,0,0,0,0,0,1,0,0,0
group_1629,1,1,1,1,1,1,1,1,1,1
group_163,1,1,0,1,0,0,0,0,0,0
group_1630,1,1,1,1,1,1,1,1,1,1
group_1631,1,1,0,0,1,0,0,1,1,0
group_1632,1,1,1,1,1,1,1,1,1,1
group_1633,1,1,0,0,0,0,0,0,0,0
group_1634,1,1,1,1,1,1,1,1,1,1
group_1635,0,0,0,1,0,0,0,0,0,0
group_1636,0,0,0,0,1,0,0,0,0,0
group_1637,0,0,0,0,0,1,0,0,0,0
group_1638,0,0,0,0,0,0,1,0,0,0
group_1639,0,0,0,0,0,0,0,0,0,1
group_164,1,1,0,0,0,0,0,0,0,0
group_1640,1,1,1,1,1,1,1,1,1,1
group_1641,1,1,1,1,1,1,1,1,1,1
group_1642,0,0,1,0,0,0,0,0,0,0
group_1643,0,0,0,0,0,0,0,1,1,0
group_1644,1,1,1,1,1,1,1,1,1,1
group_1645,1,1,1,1,1,1,1,1,1,1
group_1646,1,1,1,1,1,1,1,1,1,1
group_1647,1,0,0,1,0,1,0,0,0,1
group_1648,1,1,1,1,1,1,1,1,1,1
group_1649,1,1,1,1,1,1,1,1,1,1
group_165,0,0,1,0,0,1,0,0,0,0
group_1650,1,1,1,1,1,1,1,1,1,1
group_1651,1,1,1,1,1,1,1,1,1,1
group_1652,0,0,1,0,0,1,1,0,0,0
group_1653,0,0,1,0,0,0,0,0,0,1
group_1654,0,0,0,0,1,0,0,0,0,0
group_1655,0,0,0,0,0,1,1,0,0,0
group_1656,0,0,0,0,0,0,0,0,0,1
group_1657,0,0,0,0,0,0,0,0,0,1
group_1658,1,1,1,1,1,1,1,1,1,1
group_1659,1,1,1,1,1,1,1,1,1,1
group_166,0,0,0,0,0,0,0,0,0,1
group_1660,1,1,1,1,1,1,1,1,1,1
group_1661,1,1,1,1,1,1,1,1,1,1
group_1662,1,1,1,1,1,1,1,1,1,1
group_1663,1,1,1,1,0,0,0,0,0,0
group_1664,1,1,0,1,0,0,0,0,0,0
group_1665,1,1,0,1,1,0,0,1,1,0
group_1666,1,1,1,1,1,1,1,1,1,1
group_1667,1,1,1,1,1,1,1,1,1,1
group_1668,1,1,1,1,1,1,1,1,1,1
group_1669,1,1,1,1,1,1,1,1,1,1
group_167,1,1,1,1,1,1,1,1,1,1
group_1670,0,0,1,1,1,1,1,1,1,1
group_1671,1,1,1,1,1,1,1,1,1,1
group_1672,0,0,0,1,0,0,0,0,0,0
group_1673,0,0,0,0,0,1,1,0,0,1
group_1674,1,1,1,1,1,1,1,1,1,1
group_1675,1,1,0,1,1,0,0,1,1,0
group_1676,1,1,1,1,1,1,1,1,1,1
group_1677,1,1,1,1,1,1,1,1,1,1
group_1678,0,0,1,0,0,0,0,0,0,0
group_1679,0,0,0,0,1,0,0,0,0,0
group_168,0,0,0,1,0,0,0,0,0,0
group_1680,0,0,0,0,0,0,0,1,1,0
group_1681,1,1,1,1,1,1,1,1,1,1
group_1682,1,1,0,1,0,0,0,0,0,0
group_1683,0,0,1,0,0,1,1,0,0,0
group_1684,0,0,1,0,0,0,0,0,0,0
group_1685,0,0,0,1,0,0,0,0,0,0
group_1686,0,0,0,0,1,0,0,0,0,0
group_1687,0,0,0,0,0,0,1,0,0,0
group_1688,0,0,0,0,0,0,0,1,1,0
group_1689,0,0,0,0,0,0,0,0,0,1
group_169,1,1,1,1,0,0,0,0,0,0
group_1690,1,1,0,0,0,0,0,0,0,0
group_1691,1,1,1,1,0,0,0,0,0,0
group_1692,1,1,1,1,1,1,1,1,1,1
group_1693,0,0,1,0,0,0,0,0,0,0
group_1694,0,0,0,0,0,1,1,0,0,1
group_1695,1,1,1,1,1,1,1,0,0,0
group_1696,1,1,1,1,1,1,1,1,1,1
group_1697,1,1,1,1,1,1,1,1,1,1
group_1698,1,1,0,1,0,0,0,0,0,0
group_1699,1,1,1,1,1,1,1,1,1,1
group_17,0,0,0,0,1,0,0,0,0,0
group_170,1,1,0,1,1,0,0,0,0,1
group_1700,1,1,1,1,1,1,1,1,1,1
group_1701,1,1,1,1,1,1,1,1,1,1
group_1702,0,0,1,0,0,0,0,0,0,0
group_1703,0,0,0,0,0,1,1,0,0,1
group_1704,0,0,0,0,0,0,0,1,1,0
group_1705,1,1,1,1,1,1,1,1,1,1
group_1706,1,1,1,1,1,1,1,1,1,1
group_1707,1,1,1,1,1,1,1,1,1,1
group_1708,1,1,1,1,1,1,1,1,1,1
group_1709,1,1,1,1,1,1,1,1,1,1
group_171,0,0,0,0,0,0,0,0,0,1
group_1710,0,0,1,0,0,0,0,0,0,0
group_1711,0,0,0,1,1,1,1,0,0,0
group_1712,0,0,0,0,0,0,1,0,0,0
group_1713,0,0,0,0,0,0,0,1,0,0
group_1714,0,0,0,0,0,0,0,1,1,0
group_1715,0,0,0,0,0,0,0,1,1,0
group_1716,1,1,1,1,1,1,1,1,1,1
group_1717,1,1,1,1,1,1,1,1,1,1
group_1718,1,1,1,1,1,1,1,1,1,1
group_1719,1,1,1,1,1,1,1,1,1,1
group_172,1,1,1,1,1,1,1,1,1,1
group_1720,1,1,0,1,1,1,1,0,0,0
group_1721,0,0,0,0,1,0,0,0,0,0
group_1722,0,0,0,0,0,1,0,0,0,0
group_1723,0,0,0,0,0,0,0,0,0,1
group_1724,0,0,0,0,0,0,0,0,0,1
group_1725,1,1,0,0,0,0,0,1,1,0
group_1726,1,1,1,1,1,1,1,1,1,1
group_1727,1,1,1,1,1,1,1,1,1,1
group_1728,1,1,1,1,1,1,1,1,1,1
group_1729,1,1,1,1,1,1,1,1,1,1
group_173,1,1,1,1,1,1,1,1,1,1
group_1730,0,0,1,1,1,1,1,1,1,1
group_1731,0,0,1,0,0,0,0,0,0,0
group_1732,0,0,1,0,0,0,0,0,0,0
group_1733,0,0,0,0,1,0,0,0,0,0
group_1734,0,0,0,0,0,0,0,1,0,0
group_1735,0,0,0,0,0,0,0,0,0,1
group_1736,1,1,1,1,1,1,1,1,1,0
group_1737,1,1,1,1,1,1,1,1,1,1
group_1738,1,1,1,1,1,1,1,1,1,1
group_1739,1,1,1,1,1,1,1,1,1,1
group_174,1,1,1,1,1,1,1,1,1,1
group_1740,1,1,1,1,1,1,1,1,1,1
group_1741,1,1,0,0,0,0,0,0,0,0
group_1742,0,0,1,0,0,1,1,0,0,0
group_1743,0,0,1,0,0,1,1,0,0,1
group_1744,0,0,1,0,0,0,0,0,0,0
group_1745,0,0,0,0,0,1,1,0,0,0
group_1746,0,0,0,0,0,1,0,0,0,0
group_1747,0,0,0,0,0,0,0,1,1,0
group_1748,1,1,1,1,1,1,1,1,1,1
group_1749,1,1,1,1,1,1,1,1,1,1
group_175,0,0,1,0,0,0,0,0,0,0
group_1750,0,0,0,0,0,1,1,0,0,0
group_1751,0,0,0,0,0,0,1,0,0,0
group_1752,0,0,0,0,0,0,1,0,0,0
group_1753,1,1,1,1,1,1,1,1,1,1
group_1754,1,1,0,0,0,0,0,0,0,0
group_1755,1,1,1,1,1,1,1,1,1,1
group_1756,1,1,1,1,1,1,1,1,1,1
group_1757,1,1,1,1,1,1,1,1,1,1
group_1758,1,1,1,1,1,1,1,1,1,1
group_1759,0,0,0,1,1,0,0,0,0,0
group_176,0,0,0,0,0,0,0,1,1,0
group_1760,0,0,0,0,0,0,1,0,0,0
group_1761,0,0,0,0,0,0,1,0,0,0
group_1762,0,0,0,0,0,0,0,1,1,0
group_1763,0,0,0,0,0,0,0,0,0,1
group_1764,0,0,0,0,0,0,0,0,0,1
group_1765,1,1,1,1,1,1,1,1,1,1
group_1766,1,1,0,1,0,1,1,0,0,0
group_1767,0,0,0,0,0,1,0,0,0,0
group_1768,0,0,0,0,0,0,1,0,0,0
group_1769,0,0,0,0,0,0,0,1,1,0
group_177,0,0,0,0,0,1,0,0,0,0
group_1770,0,0,0,0,0,0,0,1,1,0
group_1771,1,1,1,1,1,1,1,1,1,1
group_1772,1,1,1,1,0,1,1,1,1,1
group_1773,1,1,0,1,0,0,0,0,0,0
group_1774,0,0,1,1,0,0,0,0,0,0
group_1775,0,0,0,1,1,1,1,1,1,1
group_1776,0,0,0,0,0,1,0,0,0,0
group_1777,0,0,0,0,0,0,1,0,0,0
group_1778,0,0,0,0,0,0,0,1,1,0
group_1779,1,1,1,1,1,1,1,1,1,1
group_178,0,0,0,0,0,1,1,0,0,1
group_1780,1,1,0,1,1,0,0,1,1,1
group_1781,1,1,0,1,1,0,0,0,0,0
group_1782,1,1,1,1,1,1,1,1,1,1
group_1783,1,1,1,1,1,1,1,1,1,1
group_1784,1,1,1,1,1,1,1,1,1,1
group_1785,0,0,0,1,1,1,1,1,1,1
group_1786,0,0,0,0,0,1,0,0,0,0
group_1787,0,0,0,0,0,0,0,1,1,0
group_1788,0,0,0,0,0,0,0,1,1,0
group_1789,0,0,0,0,0,0,0,1,1,1
group_179,1,1,1,1,1,1,1,1,1,1
group_1790,0,0,0,0,0,0,0,1,1,1
group_1791,0,0,0,0,0,0,0,0,0,1
group_1792,1,1,1,1,1,1,1,1,1,1
group_1793,1,1,1,1,1,1,1,1,1,1
group_1794,1,1,0,1,1,0,0,1,1,1
group_1795,1,1,1,1,0,0,0,0,0,0
group_1796,1,1,1,1,1,1,1,1,1,1
group_1797,1,1,1,1,1,1,1,1,1,1
group_1798,0,0,1,0,0,0,0,0,0,0
group_1799,0,0,0,0,0,1,1,0,0,1
group_18,0,0,1,0,0,1,1,0,0,0
group_180,1,1,1,1,1,1,1,1,1,1
group_1800,0,0,0,0,0,0,0,0,0,1
group_1801,0,0,0,0,0,0,0,0,0,1
group_1802,1,1,0,1,1,1,1,1,1,0
group_1803,1,1,1,1,1,1,1,1,1,1
group_1804,1,1,1,1,1,1,1,1,1,1
group_1805,1,1,1,1,1,1,1,1,1,1
group_1806,1,1,1,1,1,1,1,1,1,1
group_1807,1,1,1,1,1,1,1,1,1,1
group_1808,0,0,0,0,1,0,0,0,0,0
group_1809,0,0,0,0,0,1,0,0,0,0
group_181,0,0,0,0,0,1,0,0,0,0
group_1810,0,0,0,0,0,0,1,0,0,0
group_1811,0,0,0,0,0,0,1,0,0,0
group_1812,0,0,0,0,0,0,0,1,1,0
group_1813,0,0,0,0,0,0,0,1,1,0
group_1814,1,1,1,1,1,1,1,1,1,1
group_1815,1,1,0,1,0,0,0,0,0,0
group_1816,1,1,1,1,1,1,1,1,1,1
group_1817,1,1,1,1,1,1,1,1,1,1
group_1818,0,0,1,0,0,1,1,0,0,1
group_1819,0,0,1,0,1,0,0,0,0,1
group_182,0,0,0,0,0,0,0,0,0,1
group_1820,0,0,0,0,0,1,0,0,0,0
group_1821,0,0,0,0,0,0,0,1,1,0
group_1822,0,0,0,0,0,0,0,1,1,1
group_1823,0,0,0,0,0,0,0,0,0,1
group_1824,0,0,0,0,0,0,0,0,0,1
group_1825,1,1,1,1,1,1,1,1,1,1
group_1826,1,1,1,1,1,1,1,1,1,1
group_1827,1,1,1,1,1,1,1,1,1,1
group_1828,1,1,1,1,1,1,1,1,1,1
group_1829,0,0,0,0,0,1,1,0,0,0
group_183,0,0,0,0,0,0,1,0,0,0
group_1830,0,0,0,0,0,1,0,0,0,0
group_1831,0,0,0,0,0,0,0,1,1,1
group_1832,0,0,0,0,0,0,0,1,1,1
group_1833,0,0,0,0,0,0,0,0,0,1
group_1834,1,1,1,1,1,1,1,1,1,1
group_1835,1,1,1,1,1,1,1,1,1,1
group_1836,1,1,1,1,1,1,1,1,1,1
group_1837,1,1,0,1,1,0,0,1,1,1
group_1838,1,1,1,1,1,1,1,1,1,1
group_1839,1,1,1,1,1,1,1,1,1,1
group_184,1,1,1,1,1,1,1,1,1,1
group_1840,1,1,1,1,1,1,1,1,1,1
group_1841,1,1,1,1,1,1,1,1,1,1
group_1842,1,1,1,1,1,1,1,1,1,1
group_1843,1,1,1,1,1,1,1,1,1,1
group_1844,1,1,1,1,0,0,0,0,0,0
group_1845,0,0,0,1,0,0,0,0,0,0
group_1846,0,0,0,0,0,0,1,0,0,0
group_1847,1,1,1,1,1,1,1,1,1,1
group_1848,1,1,1,1,1,1,1,1,1,1
group_1849,1,1,1,1,1,1,1,1,1,1
group_185,0,0,0,0,0,0,1,0,0,0
group_1850,1,1,1,1,1,1,1,1,1,1
group_1851,1,1,1,1,1,1,1,1,1,1
group_1852,0,0,1,0,0,0,0,0,0,0
group_1853,0,0,0,0,1,0,0,0,0,0
group_1854,0,0,0,0,0,1,1,0,0,0
group_1855,0,0,0,0,0,1,1,0,0,0
group_1856,0,0,0,0,0,0,1,0,0,0
group_1857,0,0,0,0,0,0,1,0,0,0
group_1858,0,0,0,0,0,0,1,0,0,0
group_1859,0,0,0,0,0,0,0,0,0,1
group_186,0,0,0,0,1,0,0,0,0,0
group_1860,1,1,1,1,1,1,1,1,1,0
group_1861,1,1,0,0,0,0,0,0,0,0
group_1862,1,1,1,1,1,1,1,1,1,1
group_1863,0,0,1,0,0,1,1,0,0,1
group_1864,0,0,1,0,0,1,1,0,0,0
group_1865,0,0,1,0,0,0,0,0,0,0
group_1866,0,0,0,0,1,0,0,0,1,0
group_1867,0,0,0,0,0,1,0,0,0,0
group_1868,0,0,0,0,0,0,1,1,1,0
group_1869,0,0,0,0,0,0,1,0,0,0
group_187,0,0,0,0,0,0,0,1,1,0
group_1870,0,0,0,0,0,0,0,1,1,0
group_1871,1,1,1,1,1,1,1,1,1,1
group_1872,1,1,1,1,1,1,1,1,1,1
group_1873,1,1,0,1,0,0,0,0,0,0
group_1874,1,1,1,1,1,1,1,1,1,1
group_1875,1,1,1,1,1,1,1,1,1,1
group_1876,0,1,0,0,0,1,0,1,0,0
group_1877,0,0,1,0,0,0,0,0,0,0
group_1878,0,0,0,0,0,1,0,0,0,0
group_1879,0,0,0,0,0,0,1,0,0,0
group_188,1,1,0,0,1,0,0,1,1,0
group_1880,0,0,0,0,0,0,1,0,0,0
group_1881,0,0,0,0,0,0,1,0,0,0
group_1882,0,0,0,0,0,0,1,0,0,0
group_1883,1,1,0,0,1,0,0,1,1,0
group_1884,1,1,1,1,1,1,1,1,1,1
group_1885,1,1,0,1,0,0,0,0,0,0
group_1886,0,1,1,0,1,1,0,0,0,1
group_1887,0,0,0,0,0,0,1,0,0,0
group_1888,0,0,0,0,0,0,0,1,1,0
group_1889,0,0,0,0,0,0,0,1,1,0
group_189,0,0,0,0,0,0,0,0,0,1
group_1890,1,1,1,1,1,1,1,1,1,1
group_1891,1,1,1,1,0,0,0,0,0,0
group_1892,1,1,1,1,0,0,0,0,0,0
group_1893,1,1,1,1,1,1,1,1,1,1
group_1894,1,1,1,1,1,1,1,1,1,1
group_1895,1,1,1,1,1,1,1,1,1,1
group_1896,1,1,1,1,1,1,1,1,1,1
group_1897,0,0,1,0,0,1,1,0,0,0
group_1898,0,0,1,0,0,1,0,0,0,0
group_1899,0,0,0,1,0,0,0,0,0,0
group_19,0,0,0,0,0,1,1,0,0,0
group_190,0,0,0,0,1,0,0,0,0,0
group_1900,0,0,0,0,0,1,1,0,0,0
group_1901,0,0,0,0,0,1,0,0,0,0
group_1902,0,0,0,0,0,0,1,0,0,0
group_1903,0,0,0,0,0,0,0,1,1,1
group_1904,0,0,0,0,0,0,0,1,1,0
group_1905,1,1,1,1,1,1,1,1,1,1
group_1906,1,1,1,1,1,1,1,1,1,1
group_1907,1,1,1,1,1,1,1,1,1,1
group_1908,1,1,0,0,1,0,0,1,1,0
group_1909,1,1,1,1,1,1,1,1,1,1
group_191,0,0,0,0,0,1,0,0,0,0
group_1910,1,1,1,1,1,1,1,1,1,1
group_1911,1,1,1,1,1,1,1,1,1,1
group_1912,1,1,1,1,1,1,1,1,1,1
group_1913,0,0,1,0,0,1,1,0,0,0
group_1914,0,0,0,0,0,0,1,0,0,0
group_1915,0,0,0,0,0,0,1,0,0,0
group_1916,1,1,1,1,1,1,1,1,1,0
group_1917,1,1,1,1,1,1,1,1,1,1
group_1918,1,1,0,0,0,0,0,0,0,0
group_1919,1,1,1,1,1,1,1,1,1,1
group_192,0,0,0,0,0,1,1,0,0,0
group_1920,1,1,1,1,0,0,0,0,0,0
group_1921,0,0,1,0,0,1,0,0,0,0
group_1922,0,0,0,0,0,0,1,0,0,0
group_1923,0,0,0,0,0,0,0,0,0,1
group_1924,1,1,0,1,1,0,0,1,1,0
group_1925,1,1,1,1,0,0,0,0,0,0
group_1926,1,1,0,1,0,1,1,0,0,0
group_1927,1,1,1,1,1,1,1,1,1,1
group_1928,1,1,1,1,1,1,1,1,1,1
group_1929,1,1,1,1,1,1,1,1,1,1
group_193,0,0,0,0,0,0,1,0,0,0
group_1930,1,1,1,1,1,1,1,1,1,1
group_1931,1,1,1,1,1,1,1,1,1,1
group_1932,0,0,0,0,0,0,0,1,1,0
group_1933,1,1,1,1,1,1,1,1,1,1
group_1934,1,1,1,1,1,1,1,1,1,1
group_1935,1,1,0,0,0,0,0,0,0,0
group_1936,1,1,1,1,1,1,1,1,1,1
group_1937,1,1,1,1,1,1,1,1,1,1
group_1938,1,1,1,1,1,1,1,1,1,1
group_1939,1,1,1,1,0,0,0,0,0,0
group_194,0,0,0,0,0,0,0,1,1,0
group_1940,1,1,1,1,1,1,1,1,1,1
group_1941,1,1,1,1,1,1,1,1,1,1
group_1942,1,1,1,1,1,1,1,1,1,1
group_1943,0,0,1,0,0,0,0,0,0,0
group_1944,0,0,0,0,0,0,1,0,0,0
group_1945,0,0,0,0,0,0,1,0,0,0
group_1946,0,0,0,0,0,0,0,1,1,0
group_1947,1,1,1,1,1,1,1,1,1,1
group_1948,1,1,1,1,1,1,1,1,1,1
group_1949,1,1,1,1,0,0,0,0,0,0
group_195,1,1,1,1,1,1,1,1,1,1
group_1950,1,1,1,1,1,1,1,1,1,1
group_1951,1,1,1,1,1,1,1,1,1,1
group_1952,0,0,0,1,0,0,0,0,0,0
group_1953,0,0,0,0,0,1,1,0,0,0
group_1954,0,0,0,0,0,0,0,1,1,0
group_1955,0,0,0,0,0,0,0,1,1,1
group_1956,1,1,1,1,1,1,1,1,1,1
group_1957,1,1,1,1,1,1,1,1,1,1
group_1958,1,1,1,1,1,1,1,1,1,1
group_1959,1,1,0,1,0,0,0,0,0,0
group_196,1,1,1,1,1,1,1,1,1,1
group_1960,1,1,0,0,0,0,0,0,0,0
group_1961,1,1,1,1,0,0,0,0,0,0
group_1962,0,0,1,0,0,0,0,0,0,0
group_1963,0,0,1,0,0,0,0,0,0,0
group_1964,0,0,1,0,0,0,0,0,0,0
group_1965,0,0,0,0,1,0,0,0,0,0
group_1966,0,0,0,0,0,1,0,0,0,0
group_1967,0,0,0,0,0,1,1,0,0,0
group_1968,0,0,0,0,0,0,1,0,0,0
group_1969,0,0,0,0,0,0,0,1,1,0
group_197,0,0,0,0,0,0,1,0,0,0
group_1970,1,1,1,1,1,1,1,1,1,1
group_1971,1,1,1,1,0,0,0,0,0,0
group_1972,1,1,0,1,1,0,0,1,1,1
group_1973,1,1,0,1,0,1,1,0,0,0
group_1974,1,1,1,1,1,1,1,1,1,1
group_1975,1,1,1,1,1,1,1,1,1,1
group_1976,1,1,1,1,1,1,1,1,1,1
group_1977,0,0,0,0,1,0,0,0,0,0
group_1978,0,0,0,0,0,0,0,1,1,0
group_1979,0,0,0,0,0,0,0,1,1,0
group_198,0,0,0,0,0,0,1,0,0,0
group_1980,0,0,0,0,0,0,0,0,0,1
group_1981,0,0,0,0,0,0,0,0,0,1
group_1982,1,1,1,1,1,1,1,1,1,1
group_1983,1,1,1,1,1,1,1,1,1,1
group_1984,1,1,0,1,0,0,0,0,0,0
group_1985,1,1,1,1,1,1,1,1,1,1
group_1986,0,0,0,0,1,0,0,1,1,0
group_1987,0,0,0,0,0,1,0,0,0,0
group_1988,1,1,1,1,1,1,1,1,1,1
group_1989,0,0,0,0,0,0,1,0,0,0
group_199,0,0,1,0,0,0,0,0,0,0
group_1990,0,0,0,0,0,0,1,0,0,0
group_1991,0,0,0,0,0,0,0,0,1,0
group_1992,1,1,1,1,1,1,1,1,1,1
group_1993,1,1,0,1,0,1,0,0,0,0
