replicon_type,gene,n
chromosome,siaT_3,10
chromosome,siaT_4,10
chromosome,sigR_2,10
chromosome,slyA_2,10
chromosome,slyA_3,10
chromosome,slyX,10
chromosome,smc,10
chromosome,smpB,10
chromosome,sodB,10
chromosome,sodC,10
chromosome,soxA_1,10
chromosome,soxA_2,10
chromosome,soxB_1,10
chromosome,soxB_2,10
chromosome,soxD_1,10
chromosome,soxD_2,10
chromosome,soxR,10
chromosome,sphX,10
chromosome,spuD,10
chromosome,srlR,10
chromosome,sseA,10
chromosome,sspA,10
chromosome,ssuB_2,10
chromosome,ssuC_4,10
chromosome,sucA,10
chromosome,sucB_2,10
chromosome,sucC,10
chromosome,sucD,10
chromosome,sufB,10
chromosome,sufC,10
chromosome,sufD,10
chromosome,sufE,10
chromosome,sugA_4,10
chromosome,sugA_6,10
chromosome,sugB_3,10
chromosome,sugB_4,10
chromosome,sugB_5,10
chromosome,sugC_3~~~sugC_1,10
chromosome,suhB_4,10
chromosome,surA,10
chromosome,surE,10
chromosome,sutR_3,10
chromosome,sxy,10
chromosome,tadA,10
chromosome,tadA_2~~~ribD,10
chromosome,tag,10
chromosome,takP,10
chromosome,tal,10
chromosome,tam_1,10
chromosome,tam_2,10
chromosome,tas,10
chromosome,tatA,10
chromosome,tatB,10
chromosome,tcyA,10
chromosome,tcyB_5,10
chromosome,tcyC,10
chromosome,tdh_3~~~adhD,10
chromosome,tetA,10
chromosome,tgt,10
chromosome,thcD,10
chromosome,thiB,10
chromosome,thiE_2,10
chromosome,thiQ,10
chromosome,thpR,10
chromosome,thrB,10
chromosome,thrS,10
chromosome,thyA,10
chromosome,tig,10
chromosome,tilS,10
chromosome,tktA_2,10
chromosome,tldD,10
chromosome,tlpA,10
chromosome,tlyA,10
chromosome,tme,10
chromosome,tmk,10
chromosome,tmpC,10
chromosome,tolB,10
chromosome,tolQ_1,10
chromosome,tolQ_2,10
chromosome,tpiA,10
chromosome,tqsA_2,10
chromosome,trkA,10
chromosome,trkI_2,10
chromosome,trmB,10
chromosome,trmD,10
chromosome,trmFO,10
chromosome,trmJ,10
chromosome,trmL,10
chromosome,trpA,10
chromosome,trpB,10
chromosome,trpC,10
chromosome,trpD,10
chromosome,trpS,10
chromosome,truA,10
chromosome,truB,10
chromosome,trxB_2,10
chromosome,tsaD,10
chromosome,tsf,10
chromosome,ttcA,10
chromosome,ttgG,10
chromosome,ttr,10
chromosome,ttuD_3,10
chromosome,ttuE,10
chromosome,tufA_1,10
chromosome,tusA,10
chromosome,typA,10
chromosome,tyrB,10
chromosome,tyrC,10
chromosome,tyrS,10
chromosome,uacT_2,10
chromosome,ubiA,10
chromosome,ubiB,10
chromosome,ubiE,10
chromosome,ubiG,10
chromosome,ubiK,10
chromosome,ubiL_2,10
chromosome,ucpA_1~~~ucpA_2,10
chromosome,udh,10
chromosome,ugpC_11,10
chromosome,ugpC_12,10
chromosome,ugpC_13,10
chromosome,ugpC_4~~~ugpC_6~~~ugpC_12~~~ugpC_15,10
chromosome,ugpC_9,10
chromosome,ulaR_2~~~ulaR,10
chromosome,ung,10
chromosome,upp,10
chromosome,uppP,10
chromosome,ureA,10
chromosome,ureB1,10
chromosome,ureD,10
chromosome,ureE1,10
chromosome,ureF,10
chromosome,ureG,10
chromosome,uspF,10
chromosome,uvrC,10
chromosome,uxaA,10
chromosome,vapB,10
chromosome,vapC~~~vapC_2,10
chromosome,waaA,10
chromosome,walR,10
chromosome,wcaJ,10
chromosome,xdh,10
chromosome,xerC_12,10
chromosome,xerD_3,10
chromosome,xfp,10
chromosome,xlnD,10
chromosome,xpkA,10
chromosome,xseA,10
chromosome,xseB,10
chromosome,xthA_2,10
chromosome,xthA_3,10
chromosome,xylA,10
chromosome,xylB_2,10
chromosome,xylB_3,10
chromosome,xylB_4,10
chromosome,xylB_5,10
chromosome,xylB_6,10
chromosome,xylB_7,10
chromosome,xylB_8,10
chromosome,xynB,10
chromosome,xynR_2,10
chromosome,yabJ_4,10
chromosome,yacG,10
chromosome,yadG,10
chromosome,yadH,10
chromosome,yajC,10
chromosome,yajO_2,10
chromosome,yajO_4,10
chromosome,yajO_5,10
chromosome,ybaA~~~ybaA_2,10
chromosome,ybaB,10
chromosome,ybaK,10
chromosome,ybeY,10
chromosome,ybgC,10
chromosome,ybhL,10
chromosome,ybhN_2,10
chromosome,ycaD_1,10
chromosome,ycaD_2,10
chromosome,ycaD_3,10
chromosome,ycaD_4,10
chromosome,ycaD_5,10
chromosome,ycaD_6,10
chromosome,ycbX,10
chromosome,yccU,10
chromosome,yceF,10
chromosome,yceI,10
chromosome,yceJ,10
chromosome,ycf3,10
chromosome,ychF,10
chromosome,yciB,10
chromosome,yciC_1,10
chromosome,yciC_2,10
chromosome,yciC_3,10
chromosome,yciF,10
chromosome,yciI,10
chromosome,ycjG,10
chromosome,ycjO_7,10
chromosome,ycnE,10
chromosome,ydcO,10
chromosome,ydcS,10
chromosome,ydcV_5,10
chromosome,ydcV_6,10
chromosome,ydcV_7,10
chromosome,yddG,10
chromosome,ydfG,10
chromosome,ydiK_3,10
chromosome,ydjA,10
chromosome,ydjH_3,10
chromosome,ydjP,10
chromosome,yedA,10
chromosome,yedA_1,10
chromosome,yedK,10
chromosome,yeeZ,10
chromosome,yegS,10
chromosome,yejB,10
chromosome,yejE,10
chromosome,yejF_3,10
chromosome,yesO_2,10
chromosome,yfcA_2,10
chromosome,yfcG_2,10
chromosome,yffB,10
chromosome,yfhA_2,10
chromosome,yfiC,10
chromosome,yfiH,10
chromosome,yfiY,10
chromosome,yfiZ,10
chromosome,yfiZ_2~~~hmuU_2,10
chromosome,ygaZ_1,10
chromosome,ygeA,10
chromosome,ygfZ,10
chromosome,yhdE,10
chromosome,yhdN_2,10
chromosome,yhdW_1,10
chromosome,yhdW_2,10
chromosome,yhdW_3,10
chromosome,yhdY_1,10
chromosome,yhfQ,10
chromosome,yhgF,10
chromosome,yhhQ,10
chromosome,yhjE_2,10
chromosome,yhjQ,10
chromosome,yiaD,10
chromosome,yiaM,10
chromosome,yidC,10
chromosome,yidD,10
chromosome,yieH_1,10
chromosome,yieH_2,10
chromosome,yigZ,10
chromosome,yijE,10
chromosome,yitJ,10
chromosome,yjiA_2,10
chromosome,yjiA_3,10
chromosome,yjlD,10
chromosome,yjmC_3,10
chromosome,yliI_2,10
chromosome,ymdB,10
chromosome,ynfE~~~dmsA,10
chromosome,ynjB,10
chromosome,ynjF,10
chromosome,yofA,10
chromosome,yqeY,10
chromosome,yqfL,10
chromosome,yqjF_2,10
chromosome,yqjG,10
chromosome,yrdA,10
chromosome,yrrK,10
chromosome,yteT_2,10
chromosome,yvgN,10
chromosome,ywnA,10
chromosome,yxeN,10
chromosome,yyaP,10
chromosome,zapE,10
chromosome,zntR,10
chromosome,znuB,10
chromosome,znuC,10
chromosome,zur,10
chromosome,zwf,10
pAcce,group_2897,10
pAcce,group_345,10
pAcce,group_4884,10
pAcce,group_514,10
pAcce,group_5646,10
pAcce,group_5656,10
pAcce,group_5965,10
pAcce,group_5967,10
pAcce,group_6017,10
pAcce,group_6419,10
pAcce,group_6521,10
pAcce,noc_7,10
pSymA,COQ3_2,10
pSymA,aaeA_2,10
pSymA,abgT,10
pSymA,abo_2,10
pSymA,acr3,10
pSymA,adeC,10
pSymA,adeP_2,10
pSymA,adh1_2,10
pSymA,aldHT_2,10
pSymA,ald_1,10
pSymA,alsT_2~~~alsT_1,10
pSymA,alsT_3,10
pSymA,amiD_2,10
pSymA,ampR,10
pSymA,ant1,10
pSymA,apsD_2,10
pSymA,aqdA1,10
pSymA,araG_2,10
pSymA,arcB,10
pSymA,arcC2,10
pSymA,arg,10
pSymA,aroE_2,10
pSymA,aroQ_2~~~aroQ_1,10
pSymA,arsC_1,10
pSymA,arsC_2,10
pSymA,arsH,10
pSymA,atzA~~~triA,10
pSymA,atzC,10
pSymA,bacC_3,10
pSymA,bcp_1,10
pSymA,betB_2,10
pSymA,bhbA_2,10
pSymA,btuD_10,10
pSymA,btuD_6~~~btuD_8,10
pSymA,btuD_9,10
pSymA,cah_1,10
pSymA,caiC,10
pSymA,carD,10
pSymA,carE,10
pSymA,ccoP,10
pSymA,ccpA_3,10
pSymA,cdhR_1,10
pSymA,cheB_2,10
pSymA,cheB_4,10
pSymA,cheB_5~~~cheB1,10
pSymA,codA_1~~~codA_2,10
pSymA,comC,10
pSymA,comR_2,10
pSymA,copA_1,10
pSymA,crp_1,10
pSymA,crt_1,10
pSymA,cspA_3,10
pSymA,cspA_4,10
pSymA,ctaE_1,10
pSymA,cya_3,10
pSymA,cycB_1~~~cycB_3,10
pSymA,cysN_2~~~cysN_1,10
pSymA,dadA_3,10
pSymA,dat_1,10
pSymA,davD_1,10
pSymA,davD_2,10
pSymA,dctM_2~~~dctM_3,10
pSymA,ddpC_8~~~dppC_2,10
pSymA,decR_2,10
pSymA,degU_2~~~degU_1,10
pSymA,deoR_2,10
pSymA,dgdA,10
pSymA,dinB_1,10
pSymA,dinG_1~~~dinG_2,10
pSymA,dipZ,10
pSymA,dmlR_3~~~dmlR_9~~~hdfR_1,10
pSymA,dmlR_4,10
pSymA,dppA_2,10
pSymA,dppA_5~~~dppA_3,10
pSymA,dppB_4,10
pSymA,dppB_6~~~dppB_1,10
pSymA,dppC_1,10
pSymA,dppC_1~~~dppC_3,10
pSymA,ecfG_1~~~ecfG_2,10
pSymA,echA8_2~~~echA8_4,10
pSymA,fabG_2,10
pSymA,fabG_3,10
pSymA,fdxB,10
pSymA,fixJ,10
pSymA,fixK_1,10
pSymA,fixK_4~~~fixK_3~~~fixK_2,10
pSymA,fixL_1,10
pSymA,fixN_2~~~fixN_4,10
pSymA,fixN_3,10
pSymA,fixP_1,10
pSymA,fixP_2,10
pSymA,fixT_1,10
pSymA,fixT_2,10
pSymA,fixX,10
pSymA,fliY_2,10
pSymA,fnr,10
pSymA,frcA_4,10
pSymA,frcA_5,10
pSymA,ftsI_2~~~ftsI_1,10
pSymA,gci_2,10
pSymA,gcvA_3,10
pSymA,gcvA_4,10
pSymA,gcvA_5,10
pSymA,glaR,10
pSymA,glaR~~~mcbR_1,10
pSymA,gltR,10
pSymA,glxR_2,10
pSymA,gnl,10
pSymA,gno_4,10
pSymA,gno_5~~~gno_4,10
pSymA,greB,10
pSymA,group_10,10
pSymA,group_1020,10
pSymA,group_1033,10
pSymA,group_1040,10
pSymA,group_105,10
pSymA,group_1050,10
pSymA,group_1051,10
pSymA,group_1070,10
pSymA,group_1080,10
pSymA,group_1081,10
pSymA,group_1082,10
pSymA,group_1108,10
pSymA,group_1120,10
pSymA,group_1121,10
pSymA,group_114,10
pSymA,group_1143,10
pSymA,group_1159,10
pSymA,group_1197,10
pSymA,group_1198,10
pSymA,group_1219,10
pSymA,group_1245,10
pSymA,group_1274,10
pSymA,group_1275,10
pSymA,group_1280,10
pSymA,group_1289,10
pSymA,group_1290,10
pSymA,group_1313,10
pSymA,group_1342,10
pSymA,group_1358,10
pSymA,group_1368,10
pSymA,group_1379,10
pSymA,group_1401,10
pSymA,group_141,10
pSymA,group_1417,10
pSymA,group_1424,10
pSymA,group_1447,10
pSymA,group_1478,10
pSymA,group_1479,10
pSymA,group_1486,10
pSymA,group_1517,10
pSymA,group_1562,10
pSymA,group_1592,10
pSymA,group_1600,10
pSymA,group_1601,10
pSymA,group_1602,10
pSymA,group_1630,10
pSymA,group_1644,10
pSymA,group_1645,10
pSymA,group_1658,10
pSymA,group_1662,10
pSymA,group_1681,10
pSymA,group_1696,10
pSymA,group_1706,10
pSymA,group_1748,10
pSymA,group_1793,10
pSymA,group_1814,10
pSymA,group_1825,10
pSymA,group_184,10
pSymA,group_1847,10
pSymA,group_1848,10
pSymA,group_1871,10
pSymA,group_1872,10
pSymA,group_1890,10
pSymA,group_1907,10
pSymA,group_1917,10
pSymA,group_1934,10
pSymA,group_1970,10
pSymA,group_1976,10
pSymA,group_1982,10
pSymA,group_1992,10
pSymA,group_2005,10
pSymA,group_2048,10
pSymA,group_2113,10
pSymA,group_213,10
pSymA,group_2155,10
pSymA,group_2156,10
pSymA,group_2166,10
pSymA,group_2180,10
pSymA,group_2192,10
pSymA,group_2218,10
pSymA,group_2263,10
pSymA,group_2265,10
pSymA,group_235,10
pSymA,group_2353,10
pSymA,group_2424,10
pSymA,group_2425,10
pSymA,group_2426,10
pSymA,group_2427,10
pSymA,group_2440,10
pSymA,group_2441,10
pSymA,group_2449,10
pSymA,group_2479,10
pSymA,group_2505,10
pSymA,group_2527,10
pSymA,group_2528,10
pSymA,group_2542,10
pSymA,group_2562,10
pSymA,group_2576,10
pSymA,group_2599,10
pSymA,group_2600,10
pSymA,group_2601,10
pSymA,group_262,10
pSymA,group_2670,10
pSymA,group_2671,10
pSymA,group_2684,10
pSymA,group_2695,10
pSymA,group_2724,10
pSymA,group_2725,10
pSymA,group_2744,10
pSymA,group_2778,10
pSymA,group_2779,10
pSymA,group_2780,10
pSymA,group_2812,10
pSymA,group_2813,10
pSymA,group_2814,10
pSymA,group_289,10
pSymA,group_2893,10
pSymA,group_2933,10
pSymA,group_2950,10
pSymA,group_296,10
pSymA,group_2991,10
pSymA,group_2993,10
pSymA,group_3009,10
pSymA,group_3010,10
pSymA,group_3035,10
pSymA,group_3053,10
pSymA,group_3054,10
pSymA,group_3069,10
pSymA,group_3082,10
pSymA,group_3094,10
pSymA,group_3129,10
pSymA,group_3176,10
pSymA,group_3177,10
pSymA,group_3194,10
pSymA,group_3208,10
pSymA,group_3225,10
pSymA,group_3259,10
pSymA,group_3260,10
pSymA,group_3285,10
pSymA,group_3323,10
pSymA,group_3340,10
pSymA,group_3360,10
pSymA,group_3361,10
pSymA,group_337,10
pSymA,group_3380,10
pSymA,group_3381,10
pSymA,group_3411,10
pSymA,group_3433,10
pSymA,group_3434,10
pSymA,group_3467,10
pSymA,group_3470,10
pSymA,group_3514,10
pSymA,group_3532,10
pSymA,group_3533,10
pSymA,group_3534,10
pSymA,group_3550,10
pSymA,group_3582,10
pSymA,group_3583,10
pSymA,group_3628,10
pSymA,group_3629,10
pSymA,group_3648,10
pSymA,group_3683,10
pSymA,group_3684,10
pSymA,group_3712,10
pSymA,group_3788,10
pSymA,group_3811,10
pSymA,group_3835,10
pSymA,group_3852,10
pSymA,group_3853,10
pSymA,group_3868,10
pSymA,group_3869,10
pSymA,group_388,10
pSymA,group_3885,10
pSymA,group_3899,10
pSymA,group_3900,10
pSymA,group_3901,10
pSymA,group_3902,10
pSymA,group_3903,10
pSymA,group_392,10
pSymA,group_3926,10
pSymA,group_396,10
pSymA,group_3979,10
pSymA,group_4007,10
pSymA,group_4008,10
pSymA,group_4031,10
pSymA,group_4052,10
pSymA,group_4053,10
pSymA,group_4066,10
pSymA,group_4094,10
pSymA,group_4109,10
pSymA,group_4111,10
pSymA,group_4137,10
pSymA,group_4164,10
pSymA,group_4188,10
pSymA,group_4207,10
pSymA,group_421,10
pSymA,group_4226,10
pSymA,group_424,10
pSymA,group_4267,10
pSymA,group_4268,10
pSymA,group_4285,10
pSymA,group_4298,10
pSymA,group_4318,10
pSymA,group_4319,10
pSymA,group_4320,10
pSymA,group_4321,10
pSymA,group_435,10
pSymA,group_4382,10
pSymA,group_4383,10
pSymA,group_4394,10
pSymA,group_4407,10
pSymA,group_4418,10
pSymA,group_4420,10
pSymA,group_4433,10
pSymA,group_4434,10
pSymA,group_4435,10
pSymA,group_4436,10
pSymA,group_4489,10
pSymA,group_4621,10
pSymA,group_4622,10
pSymA,group_4654,10
pSymA,group_4655,10
pSymA,group_4663,10
pSymA,group_4682,10
pSymA,group_4683,10
pSymA,group_4684,10
pSymA,group_4685,10
pSymA,group_4686,10
pSymA,group_4687,10
pSymA,group_4688,10
pSymA,group_4689,10
pSymA,group_4690,10
pSymA,group_4691,10
pSymA,group_4693,10
pSymA,group_4701,10
pSymA,group_4720,10
pSymA,group_4730,10
pSymA,group_4733,10
pSymA,group_4736,10
pSymA,group_4738,10
pSymA,group_4740,10
pSymA,group_4762,10
pSymA,group_4770,10
pSymA,group_4773,10
pSymA,group_4780,10
pSymA,group_4782,10
pSymA,group_4783,10
pSymA,group_4784,10
pSymA,group_4785,10
pSymA,group_48,10
pSymA,group_4984,10
pSymA,group_5026,10
pSymA,group_5030,10
pSymA,group_5040,10
pSymA,group_5044,10
pSymA,group_5053,10
pSymA,group_5056,10
pSymA,group_5068,10
pSymA,group_5079,10
pSymA,group_5080,10
pSymA,group_5089,10
pSymA,group_510,10
pSymA,group_5115,10
pSymA,group_5126,10
pSymA,group_5153,10
pSymA,group_5174,10
pSymA,group_5176,10
pSymA,group_5205,10
pSymA,group_5208,10
pSymA,group_5225,10
pSymA,group_5232,10
pSymA,group_5241,10
pSymA,group_5263,10
pSymA,group_5277,10
pSymA,group_5281,10
pSymA,group_5283,10
pSymA,group_5286,10
pSymA,group_5287,10
pSymA,group_5288,10
pSymA,group_5291,10
pSymA,group_5330,10
pSymA,group_5333,10
pSymA,group_5346,10
pSymA,group_5354,10
pSymA,group_5370,10
pSymA,group_5371,10
pSymA,group_5383,10
pSymA,group_5405,10
pSymA,group_5407,10
pSymA,group_5442,10
pSymA,group_5460,10
pSymA,group_5461,10
pSymA,group_5478,10
pSymA,group_5502,10
pSymA,group_5503,10
pSymA,group_5512,10
pSymA,group_5516,10
pSymA,group_5529,10
pSymA,group_5546,10
pSymA,group_5553,10
pSymA,group_5566,10
pSymA,group_5571,10
pSymA,group_5572,10
pSymA,group_5580,10
pSymA,group_5588,10
pSymA,group_5591,10
pSymA,group_5596,10
pSymA,group_5606,10
pSymA,group_5648,10
pSymA,group_5658,10
pSymA,group_5673,10
pSymA,group_568,10
pSymA,group_5696,10
pSymA,group_5704,10
pSymA,group_5711,10
pSymA,group_5740,10
pSymA,group_5749,10
pSymA,group_5757,10
pSymA,group_5759,10
pSymA,group_5760,10
pSymA,group_5762,10
pSymA,group_5784,10
pSymA,group_5812,10
pSymA,group_5829,10
pSymA,group_5831,10
pSymA,group_5857,10
pSymA,group_5874,10
pSymA,group_5892,10
pSymA,group_5910,10
pSymA,group_5911,10
pSymA,group_5920,10
pSymA,group_5921,10
pSymA,group_5959,10
pSymA,group_5960,10
pSymA,group_597,10
pSymA,group_6016,10
pSymA,group_6020,10
pSymA,group_6030,10
pSymA,group_6033,10
pSymA,group_6037,10
pSymA,group_6049,10
pSymA,group_6050,10
pSymA,group_6052,10
pSymA,group_6068,10
pSymA,group_6089,10
pSymA,group_609,10
pSymA,group_6091,10
pSymA,group_6101,10
pSymA,group_6102,10
pSymA,group_6108,10
pSymA,group_6109,10
pSymA,group_6111,10
pSymA,group_6126,10
pSymA,group_6139,10
pSymA,group_6159,10
pSymA,group_6168,10
pSymA,group_6173,10
pSymA,group_6222,10
pSymA,group_6231,10
pSymA,group_6233,10
pSymA,group_6274,10
pSymA,group_6283,10
pSymA,group_6338,10
pSymA,group_6350,10
pSymA,group_6354,10
pSymA,group_6356,10
pSymA,group_6367,10
pSymA,group_637,10
pSymA,group_6371,10
pSymA,group_6374,10
pSymA,group_6378,10
pSymA,group_6379,10
pSymA,group_6380,10
pSymA,group_6386,10
pSymA,group_6388,10
pSymA,group_6395,10
pSymA,group_6410,10
pSymA,group_6411,10
pSymA,group_6423,10
pSymA,group_643,10
pSymA,group_6489,10
pSymA,group_6498,10
pSymA,group_6531,10
pSymA,group_6535,10
pSymA,group_6592,10
pSymA,group_6595,10
pSymA,group_66,10
pSymA,group_6612,10
pSymA,group_6621,10
pSymA,group_6651,10
pSymA,group_6660,10
pSymA,group_6695,10
pSymA,group_674,10
pSymA,group_6759,10
pSymA,group_709,10
pSymA,group_710,10
pSymA,group_72,10
pSymA,group_742,10
pSymA,group_746,10
pSymA,group_748,10
pSymA,group_749,10
pSymA,group_754,10
pSymA,group_781,10
pSymA,group_804,10
pSymA,group_820,10
pSymA,group_834,10
pSymA,group_839,10
pSymA,group_840,10
pSymA,group_844,10
pSymA,group_861,10
pSymA,group_885,10
pSymA,group_886,10
pSymA,group_894,10
pSymA,group_920,10
pSymA,group_929,10
pSymA,group_941,10
pSymA,group_954,10
pSymA,group_965,10
pSymA,group_966,10
pSymA,group_974,10
pSymA,group_985,10
pSymA,group_986,10
pSymA,group_998,10
pSymA,gsiA_6,10
pSymA,gsiA_7,10
pSymA,gsiC_4,10
pSymA,gsiC_5,10
pSymA,gsiD_2,10
pSymA,gsiD_3,10
pSymA,gudX,10
pSymA,gutB_1~~~gutB_3,10
pSymA,hbpA_3,10
pSymA,hcaB_2,10
pSymA,hcaR_1,10
pSymA,hcnB_1,10
pSymA,hdfR_2,10
pSymA,hdfR_3~~~hdfR_2,10
pSymA,hdfR_9~~~pgrR_3,10
pSymA,hemN,10
pSymA,hipA_1,10
pSymA,hisC_1,10
pSymA,hisD_1,10
pSymA,hyuA_1,10
pSymA,iolG_4,10
pSymA,iorA_1~~~iorA_2,10
pSymA,ipdC_2,10
pSymA,kaiC_1,10
pSymA,kdpA,10
pSymA,kdpB_1~~~kdpB_4,10
pSymA,kdpC,10
pSymA,kduD_2,10
pSymA,kup_5~~~kup_3,10
pSymA,lasI_1,10
pSymA,lasR,10
pSymA,lfrA,10
pSymA,livF_3,10
pSymA,livH_2,10
pSymA,livK,10
pSymA,lnrL_2,10
pSymA,lptB_2~~~lptB_3,10
pSymA,lsrC,10
pSymA,lutR_7,10
pSymA,lutR_8,10
pSymA,lvr,10
pSymA,maa,10
pSymA,macA_2,10
pSymA,mcm,10
pSymA,mdtC_3~~~mdtC_1,10
pSymA,mdtL,10
pSymA,mdtN,10
pSymA,melR_2,10
pSymA,mglA_6~~~mglA_5,10
pSymA,mprF,10
pSymA,mshA_13,10
pSymA,msrB_1,10
pSymA,mtgB_1,10
pSymA,naiP,10
pSymA,nanR_1~~~lutR_6,10
pSymA,napC,10
pSymA,napD,10
pSymA,napF,10
pSymA,nfdA_2,10
pSymA,nifA,10
pSymA,nifD_2,10
pSymA,nifK_1,10
pSymA,nifK_2,10
pSymA,nirQ,10
pSymA,nodA,10
pSymA,nodD2_1,10
pSymA,nodD2_3,10
pSymA,nodF,10
pSymA,nodM_1,10
pSymA,norB,10
pSymA,norC,10
pSymA,nreC,10
pSymA,ohrB_1,10
pSymA,ompR_2,10
pSymA,ompR_3,10
pSymA,oppD_2,10
pSymA,osmX,10
pSymA,osmY,10
pSymA,otsB,10
pSymA,paaJ~~~pcaF,10
pSymA,pal_1,10
pSymA,paoA_2,10
pSymA,paoB_2,10
pSymA,pat_2,10
pSymA,pcaI,10
pSymA,pcaR,10
pSymA,pcrA~~~pcrA_1,10
pSymA,pel_1~~~pel,10
pSymA,pepT_1~~~pepT_3,10
pSymA,pepT_2,10
pSymA,petC,10
pSymA,pgrR_2,10
pSymA,pgrR_4,10
pSymA,pgrR_5,10
pSymA,pgrR_6,10
pSymA,pldht,10
pSymA,potA_4,10
pSymA,potB_1,10
pSymA,potB_2,10
pSymA,potE,10
pSymA,pucG,10
pSymA,rbsA_9,10
pSymA,rbsB_5,10
pSymA,rbsC_13,10
pSymA,rbsC_14,10
pSymA,rbsC_14~~~rbsC_16,10
pSymA,rbsC_15,10
pSymA,rbsC_17,10
pSymA,recD2_2~~~recD2_1,10
pSymA,rhaR_2~~~rhaR_5,10
pSymA,rhaS_1~~~rclR_2,10
pSymA,ros_4~~~ros_3,10
pSymA,rraA,10
pSymA,rspR_4,10
pSymA,rspR_5,10
pSymA,rspR_7~~~rspR_3,10
pSymA,rssB_1,10
pSymA,rutB_2,10
pSymA,sasA_4,10
pSymA,sctC_1,10
pSymA,serA_2~~~serA_1,10
pSymA,sgrR_1,10
pSymA,sgrR_2,10
pSymA,siaM_4,10
pSymA,sotB,10
pSymA,sugC_2,10
pSymA,syrM1_2,10
pSymA,syrM1_2~~~syrM1_1,10
pSymA,tgnB_1,10
pSymA,tgnC_1,10
pSymA,thiO,10
pSymA,thlA,10
pSymA,tqsA_2~~~tqsA_1,10
pSymA,traC_1~~~traC,10
pSymA,traM,10
pSymA,traR,10
pSymA,trkI_2~~~trkI_1,10
pSymA,ubiJ,10
pSymA,uctC_2,10
pSymA,ugpC_7,10
pSymA,vibB,10
pSymA,virB2,10
pSymA,virB3_1,10
pSymA,virB4_1,10
pSymA,virB4_2,10
pSymA,virB5,10
pSymA,virB9_1,10
pSymA,virD4,10
pSymA,xylG_2,10
pSymA,yahB,10
pSymA,ycjO_4,10
pSymA,ydiK_2,10
pSymA,ydiK_2~~~ydiK_1,10
pSymA,yecD,10
pSymA,ygiS,10
pSymA,yhbO_2,10
pSymA,yhbU,10
pSymA,yihS,10
pSymA,yjgH,10
pSymA,yjhB,10
pSymA,yjiE,10
pSymA,yjmC_1,10
pSymA,yjmC_2,10
pSymA,yphB,10
pSymA,yqjF_1,10
pSymB,COQ5_1,10
pSymB,COQ5_1~~~COQ5_2~~~COQ5_3,10
pSymB,COQ5_5~~~COQ5_2,10
pSymB,IMPDH_1,10
pSymB,IMPDH_2~~~hrp1,10
pSymB,Vejaci,10
pSymB,abaF,10
pSymB,accA1_1,10
pSymB,acdA_1,10
pSymB,ackA_1,10
pSymB,acpP_1,10
pSymB,actIII,10
pSymB,actP,10
pSymB,acxA,10
pSymB,acxC,10
pSymB,acyP,10
pSymB,ade2,10
pSymB,adeP_1,10
pSymB,adh1_1,10
pSymB,afr_1~~~iolG_16,10
pSymB,agpA_2,10
pSymB,ald2_1,10
pSymB,aldHT_1,10
pSymB,allA_1,10
pSymB,allA_1~~~allA_2,10
pSymB,amiC_1,10
pSymB,ampC,10
pSymB,apnO,10
pSymB,araC_1~~~araC_3,10
pSymB,araF,10
pSymB,araG_1,10
pSymB,araH_2~~~araH_1,10
pSymB,araH_2~~~rbsC_3,10
pSymB,araQ_1,10
pSymB,argH_1,10
pSymB,argO,10
pSymB,arnB,10
pSymB,arnC~~~arnC_1,10
pSymB,artI_1,10
pSymB,asnC,10
pSymB,bacC_1~~~bacC_2,10
pSymB,bdcA,10
pSymB,bdhA,10
pSymB,benM,10
pSymB,bepF_1,10
pSymB,bepG,10
pSymB,betB_1,10
pSymB,betI_1,10
pSymB,bhbA_1~~~bhbA_2,10
pSymB,braC,10
pSymB,bshA_2~~~bshA_1,10
pSymB,bshB1_1,10
pSymB,btuD_1,10
pSymB,btuD_10~~~potA_2,10
pSymB,btuD_12~~~ybhF,10
pSymB,btuD_13~~~phnC~~~btuD_16,10
pSymB,btuD_17~~~sugC_1,10
pSymB,btuD_4,10
pSymB,btuD_5,10
pSymB,caiD_2~~~caiD_1,10
pSymB,carB_3~~~accA1_1~~~carB_1~~~accA1_2,10
pSymB,catD,10
pSymB,cbbA,10
pSymB,cbbS,10
pSymB,ccpA_5~~~ccpA_2,10
pSymB,cecR,10
pSymB,chvE,10
pSymB,cmoB_2~~~cmoB_1,10
pSymB,cmpR_1,10
pSymB,cmpR_2,10
pSymB,cntI_1,10
pSymB,codA_1,10
pSymB,comR_1,10
pSymB,cpdA_1,10
pSymB,cpo_3~~~cpo_2,10
pSymB,cpo_4~~~cpo_1,10
pSymB,ctaC_1~~~ctaC_2,10
pSymB,cycB_1,10
pSymB,cyoB,10
pSymB,cyoC_1,10
pSymB,cysD_1,10
pSymB,cysNC_1,10
pSymB,cysQ_1,10
pSymB,cysQ_1~~~cysQ_2~~~cysQ_3~~~cysQ_4~~~suhB_4~~~suhB_2,10
pSymB,cysT,10
pSymB,cysW_1,10
pSymB,cytR_2~~~cytR_1,10
pSymB,cytR_2~~~cytR_3,10
pSymB,cytR_4,10
pSymB,dadA_3~~~dadA_1,10
pSymB,dapA_1,10
pSymB,dapA_1~~~dapA_5,10
pSymB,dapA_2,10
pSymB,dapA_3,10
pSymB,dapA_4,10
pSymB,dasB,10
pSymB,dasC_2,10
