genome_id,species,strain,replicon,qseqid,scomment,sseqid,pident,length,bitscore
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.899,57432,105700
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.901,57432,105700
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.644,57600,105200
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.837,57060,104800
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.882,55926,102900
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.889,55860,102800
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.878,55818,102700
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.951,54701,100900
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.951,54701,100900
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.767,54827,100500
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.768,54827,100500
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.44,53784,97616
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.426,53787,97587
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,97.658,56027,96158
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.488,52899,96148
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.963,51617,95210
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.957,51617,95194
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.954,51617,95181
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,98.949,52790,94335
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,98.949,52790,94335
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.245,51906,93609
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.599,50600,92294
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.597,50600,92289
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.121,51065,91755
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.119,51065,91748
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,98.987,49258,88136
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.936,49070,87698
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.947,45083,83116
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.949,45077,83111
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.953,44896,82786
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.304,47063,82437
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.926,44737,82422
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.911,45633,81445
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.909,45633,81440
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.299,44919,81157
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.292,44919,81139
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,97.947,46656,80766
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,97.932,46659,80727
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.3,45836,80215
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.292,45839,80197
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.398,43498,78865
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.541,43184,78633
g20,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.82,42685,78378
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.923,41728,76873
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.964,41140,75887
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.961,41140,75881
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.959,41140,75876
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.458,41721,75769
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.544,41474,75516
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.542,41474,75510
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.435,41440,75185
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.433,41440,75180
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.838,41669,74247
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.28,40968,73988
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.337,40431,73135
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.33,39866,72110
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.33,39866,72110
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.323,39866,72090
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.655,40583,71880
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.143,39918,71802
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.143,39918,71802
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.529,40389,71222
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.475,40390,71098
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.969,38414,70868
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.959,39570,70735
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.963,38347,70733
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.956,39570,70729
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.461,38800,70465
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.935,38214,70424
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.363,38747,70155
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.942,38027,70096
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.94,38027,70090
g20,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.742,39416,69987
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.45,37302,67738
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.448,37302,67732
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.932,36753,67726
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.932,36753,67726
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.924,36753,67704
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.09,37602,67509
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.088,37602,67503
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.485,36141,65684
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.241,36847,64395
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,98.239,36847,64390
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.017,35501,63607
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.648,34686,63354
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.926,34722,62039
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,96.872,36925,61686
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,96.872,36925,61686
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.763,33322,61079
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.733,33328,61008
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.727,33328,60997
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.073,34358,59729
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.95,32224,59417
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.183,32944,59282
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.159,32453,58379
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.146,32453,58353
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.323,31927,57745
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.317,31927,57734
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.394,32637,57302
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.037,31874,57134
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.361,32459,56961
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,98.695,32105,56951
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.605,30862,56294
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.601,30863,56290
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.194,32223,56233
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.138,32222,56126
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.847,30077,55258
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.847,30076,55256
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.976,30859,55204
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.223,30360,54726
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.219,30360,54721
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.479,30442,53603
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.866,30078,53592
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.972,28403,52405
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.947,28403,52364
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.462,28815,52335
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.611,28248,51548
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.862,28908,51542
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.837,27680,50863
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.704,28319,50235
g20,meliloti,USDA1021,plasmid psymB,contig_3,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.912,27182,50054
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.532,27337,49768
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.532,27337,49768
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.528,27337,49762
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.451,27317,49589
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.767,27744,49301
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.76,27745,49290
g20,medicae,WSM1115,plasmid pWSM1115_1,contig_2,"Sinorhizobium medicae WSM1115 plasmid pWSM1115_1, complete sequence",NZ_CP088110.1,93.961,32607,49157
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.202,28137,49103
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,98.492,27789,48979
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.548,27749,48965
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.382,26549,48080
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.87,26080,47965
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.946,25957,47853
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.946,25957,47853
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.859,25555,46985
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.224,26039,46930
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.224,26039,46930
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.776,25423,46617
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,96.891,27690,46300
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.012,25709,46058
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.725,25080,45929
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.916,25456,45430
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.253,24785,43314
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.608,23712,43249
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.548,23686,43131
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.863,23399,43022
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.893,23363,42994
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,96.537,25935,42823
g20,meliloti,USDA1021,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1021 plasmid psymB, complete sequence",NZ_CP021802.1,99.143,23342,41995
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.96,22708,41879
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.732,22741,41643
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.732,22741,41643
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.075,22913,41109
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.066,22915,41100
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.87,22914,40843
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,98.062,23426,40697
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.896,22098,40671
g20,medicae,WSM419,plasmid pSMED02,contig_1,"Sinorhizobium medicae WSM419 plasmid pSMED02, complete sequence",NC_009621.1,94.918,24835,38660
g20,medicae,SU277,plasmid pSU277_2,contig_1,"Sinorhizobium medicae strain SU277 plasmid pSU277_2, complete sequence",NZ_CP104149.1,94.862,24833,38568
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.951,20543,37879
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.946,20543,37874
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.942,20546,37874
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.208,20952,37754
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.208,20952,37754
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.208,20952,37754
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.308,20801,37608
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,99.252,20732,37412
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,99.243,20732,37401
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,97.002,22047,36976
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,97.825,20461,35251
g20,meliloti,USDA1106,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1106 plasmid psymA, complete sequence",NZ_CP021798.1,98.889,19716,35183
g20,meliloti,1021,plasmid pSymA,contig_1,"Sinorhizobium meliloti 1021 plasmid pSymA, complete sequence",NC_003037.1,98.884,19716,35177
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.942,18895,34827
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.9,18906,34797
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.894,18906,34791
g20,meliloti,USDA1021,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1021 chromosome, complete genome",NZ_CP021800.1,99.91,18893,34782
g20,meliloti,USDA1106,plasmid psymB,contig_2,"Sinorhizobium meliloti strain USDA1106 plasmid psymB, complete sequence",NZ_CP021799.1,99.585,19025,34684
g20,meliloti,1021,plasmid pSymB,contig_2,"Sinorhizobium meliloti 1021 plasmid pSymB, complete sequence",NC_003078.1,99.58,19026,34681
g20,meliloti,USDA1106,chromosome,contig_3,"Sinorhizobium meliloti strain USDA1106 chromosome, complete genome",NZ_CP021797.1,99.027,19210,34393
g20,meliloti,1021,chromosome,contig_3,"Sinorhizobium meliloti 1021, complete sequence",NC_003047.1,99.027,19210,34393
g20,meliloti,USDA1021,plasmid psymA,contig_1,"Sinorhizobium meliloti strain USDA1021 plasmid psymA, complete sequence",NZ_CP021801.1,99.807,18630,34199
