gene,pi1,pi2,dxy
group_1156,1.5,1.3333333333333335,1.1666666666666665
group_1157,8.5,0,4.25
group_1159,0,1,0.5
group_1163,1.5,1.6666666666666665,1.3333333333333333
group_1164,0.5,0,0.25
group_1167,0,0.5333333333333333,0.3333333333333333
group_1168,0,0.6,0.5
group_1174,0.5,0.5333333333333333,1.0833333333333335
group_1175,0,1.2,1
group_1180,6,4.333333333333334,4.166666666666666
group_1182,0,0.33333333333333337,0.1666666666666667
group_1186,10.5,6.666666666666666,6.916666666666666
group_1189,0,1.2,1
group_1190,0,2.4,2
group_1197,0,0.33333333333333337,0.16666666666666666
group_1198,1,1.7333333333333334,1.3333333333333333
group_1199,0,0.6,0.5
group_120,0.5,3.6,3.25
group_1206,5,3.2,3.5
group_1207,0.5,1.6666666666666667,1.4166666666666665
group_1214,3,2,2
group_1215,0.5,0.6,0.75
group_1216,0,0.6,0.5
group_1218,0,1.2,1
group_1219,3,3.7333333333333334,2.9166666666666665
group_122,0,0.6,0.5
group_1221,0,0.5333333333333333,0.3333333333333333
group_1228,0,2.066666666666667,1.8333333333333335
group_1229,0,0.6,0.5
group_1237,3,1,1.8333333333333335
group_1238,0.5,0,0.25
group_1239,0,0.6,0.5
group_124,20.5,0.3333333333333333,11.083333333333334
group_1243,1.5,1,1
group_1244,0.5,0.33333333333333337,0.33333333333333337
group_1252,6,0.33333333333333337,3.0833333333333335
group_1253,0.5,0,0.75
group_1254,0,0.6,0.5
group_1262,0,1.2,1
group_1265,0,0.6,0.5
group_1266,0,2.4,2
group_1267,0,0.6,0.5
group_1274,0,5.866666666666667,3.6666666666666674
group_1275,1,1.5333333333333334,1.8333333333333335
group_1280,1,0.6666666666666666,1.3333333333333333
group_1281,0,0.33333333333333337,0.1666666666666667
group_1282,0,0.5333333333333333,0.3333333333333333
group_1289,0,0.33333333333333337,0.1666666666666667
group_129,0,0.6,0.5
group_1290,0,1.8666666666666667,1.3333333333333335
group_1292,0,0.9333333333333332,0.6666666666666667
group_130,1,5.333333333333333,4.833333333333334
group_1302,2,1.5999999999999999,1.75
group_1303,2,0,1
group_1306,0,0.5333333333333333,0.33333333333333337
group_1308,0,0.33333333333333337,0.16666666666666669
group_1309,0,12,10
group_1310,0,0.6,0.5
group_1312,0,2.666666666666667,1.3333333333333337
group_1313,0.5,0.3333333333333333,0.6666666666666666
group_1316,0,0.6,0.5
group_1318,0,1.2,1
group_1332,0,3.533333333333333,2.833333333333334
group_134,0,0.3333333333333333,0.1666666666666667
group_1342,0,0.6666666666666667,0.33333333333333337
group_1343,0,0.6,0.5
group_1348,0.5,3.333333333333333,1.9166666666666665
group_1358,2,1.6,1.5
group_1359,0,2.933333333333333,2.333333333333333
group_1362,0,0.33333333333333337,0.1666666666666667
group_1368,0,0.9333333333333333,0.6666666666666665
group_1370,0.5,1.4666666666666666,1.25
group_1373,9.5,6.333333333333334,6.333333333333334
group_1374,0.5,1.3333333333333335,0.9166666666666667
group_1377,0,2.1333333333333333,1.6666666666666665
group_1379,0,2.066666666666667,1.5
group_1381,0,0.3333333333333333,0.1666666666666667
group_1382,0,0.9333333333333332,0.6666666666666667
group_1388,0,0.3333333333333333,0.1666666666666667
group_139,2.5,6.333333333333334,4.25
group_1397,0,0.6,0.5
group_1398,0,1.2,1
group_1400,0,5.533333333333333,3.1666666666666674
group_1401,0.5,0.33333333333333337,0.4166666666666667
group_141,1.6666666666666667,4.733333333333333,4.25
group_1410,0,1.2,1
group_1415,6.5,4.333333333333334,5
group_1417,0,2.1333333333333333,1.3333333333333335
group_1423,4.5,3,3
group_1424,1,1.0666666666666667,0.8333333333333333
group_1426,0,0.33333333333333337,0.16666666666666669
group_1428,0.5,1.2,1.25
group_1438,0,0.6,0.5
group_1448,0,3.6,3
group_1456,3.5,0,1.75
group_1457,0,0.33333333333333337,0.16666666666666669
group_1459,0.5,4.8,6.25
group_1460,0,1.2,1
group_1461,3.5,1.8,3
group_1465,0.5,2.2666666666666666,1.9166666666666665
group_1473,0,0.33333333333333337,0.16666666666666666
group_1476,8,0,4
group_1477,1,3.333333333333333,2.083333333333334
group_1483,0,1.5333333333333334,1.1666666666666665
group_1486,0.5,0.5333333333333334,0.5833333333333333
group_149,0.5,0,0.25
group_1496,0,0.6,0.5
group_150,8.5,0,4.25
group_1509,0,0.5333333333333333,0.3333333333333333
group_1517,0.5,0.5333333333333333,0.41666666666666663
group_1519,0,0.6,0.5
group_152,1,6.6,5.75
group_1522,0,0.6,0.5
group_153,16.5,6.933333333333332,17.666666666666668
group_1531,0.5,0,0.25
group_1539,0,0.6,0.5
group_1540,0,0.33333333333333337,0.1666666666666667
group_1541,0,0.6,0.5
group_1544,0,1.2666666666666666,0.8333333333333333
group_155,0,1.8,1.5
group_1550,2,0,1
group_1551,0,1.1333333333333333,0.8333333333333333
group_1553,0,1.1333333333333333,0.8333333333333333
group_1559,0,1.2,1
group_1562,2.5,1.2,3.166666666666667
group_1564,0,0.6,0.5
group_1565,0,0.6,0.5
group_1569,2.5,2,2.25
group_1570,0.5,2.466666666666667,2
group_1576,0.5,2.933333333333333,2.583333333333333
group_1580,0,2.4,2
group_1586,0,1.2,1
group_1591,1,0.6666666666666666,1.75
group_1592,1,0.33333333333333337,0.6666666666666667
group_1595,0,0.6,0.5
group_1600,1.5,2.3333333333333335,1.9166666666666665
group_1601,1,1.0666666666666667,0.8333333333333333
group_1602,1,1.4666666666666668,1.0833333333333335
group_1603,0.5,0.6,0.75
group_1625,0,0.3333333333333333,0.1666666666666667
group_1626,0,0.3333333333333333,0.1666666666666667
group_1629,0.5,1.6666666666666665,1
group_1630,1.5,0.8666666666666667,1.8333333333333333
group_1632,0,2.1333333333333333,1.6666666666666665
group_1641,0,2.3333333333333335,1.8333333333333335
group_1645,7,10.066666666666666,8.083333333333334
group_1646,0.5,0.5333333333333333,0.5833333333333333
group_1648,0,0.33333333333333337,0.1666666666666667
group_1650,0,0.6,0.5
group_1651,0,0.33333333333333337,0.16666666666666669
group_1659,1.5,1.3333333333333335,1.1666666666666665
group_1660,5.5,1.7333333333333334,3.583333333333333
group_1661,4,5.733333333333333,6.291666666666667
group_1662,1,0.8666666666666666,1.25
group_1666,0,0.6,0.5
group_1667,0.6666666666666666,0.5333333333333333,0.5
group_1668,0,1.1333333333333333,0.8333333333333333
group_167,0.5,0.8666666666666667,0.75
group_1671,3,2.2666666666666666,2.166666666666667
group_1674,0.5,0,0.25
group_1696,2.5,2.1333333333333333,1.9166666666666665
group_1697,0,2.466666666666667,1.8333333333333335
group_1699,0,1.4666666666666666,1
group_1701,0,1.2,1
group_1705,1.5,3,2.083333333333334
group_1706,0,0.33333333333333337,0.1666666666666667
group_1717,0,0.3333333333333333,0.1666666666666667
group_1718,0.5,0,0.25
group_1719,0,0.9333333333333333,0.6666666666666667
group_172,0,0.6,0.5
group_1729,0,1.2,1
group_1737,0,0.9333333333333332,0.6666666666666667
group_174,12,12.266666666666667,19.166666666666664
group_1749,0,0.33333333333333337,0.16666666666666669
group_1753,0.5,3.6,3.25
group_1757,0,1.8,1.5
group_1771,1,1,0.9166666666666667
group_1779,5.5,0.33333333333333337,2.8333333333333335
group_1783,0,0.6,0.5
group_1784,0,0.33333333333333337,0.1666666666666667
group_179,12.5,9.666666666666668,10.416666666666666
group_1792,4,2.933333333333333,3.25
group_1793,0,1,0.5
group_1797,0,1.2,1
group_180,2,9.533333333333335,5.666666666666666
group_1803,2.5,0.5333333333333333,1.5833333333333335
group_1804,0,1.2,1
group_1806,0,2.3333333333333335,1.8333333333333335
group_1807,0,0.6,0.5
group_1814,1,1.1333333333333333,0.9166666666666667
group_1825,0,0.6,0.5
group_1827,0.5,0.9333333333333332,0.9166666666666667
group_1828,0,1.2,1
group_1835,0,2.666666666666667,1.3333333333333337
group_1836,0,3,1.5
group_1839,0,0.6,0.5
group_184,12.666666666666666,12.4,14.416666666666668
group_1843,0,1.2,1
group_1847,2,2.3333333333333335,1.9166666666666665
group_1848,0.5,0.6,0.5
group_1849,0.5,0.6,0.75
group_1851,0,0.6,0.5
group_1871,0,0.6,0.5
group_1872,1,2.2,1.5
group_1874,0,1.2,1
group_1875,0,0.33333333333333337,0.1666666666666667
group_1890,0,0.33333333333333337,0.16666666666666666
group_1905,1.5,2,1.5
group_1906,6.5,2.333333333333333,4.083333333333334
group_1907,0.5,0,0.75
group_1917,1,0.8666666666666667,1.0833333333333333
group_1919,0,0.33333333333333337,0.16666666666666666
group_1929,0,0.9333333333333333,0.6666666666666667
group_1931,0,1.2,1
group_1933,1,3.666666666666667,2.3333333333333335
group_1934,0.5,0.5333333333333333,0.5833333333333334
group_1947,1,0.6666666666666667,1.0833333333333335
group_195,11.5,0,5.75
group_1950,0.5,0.33333333333333337,0.9166666666666667
group_1957,1,0,0.5
group_1958,0,0.6,0.5
group_1970,2.5,2.466666666666667,2.333333333333333
group_1975,0,0.6,0.5
group_1982,1.5,2.1333333333333333,2.416666666666667
group_1983,0,1.2,1
group_1992,0,1.2,1
group_1998,0,0.3333333333333333,0.1666666666666667
group_20,0.5,1.5333333333333332,1.6666666666666665
group_2003,2,2.1999999999999997,1.8333333333333333
group_2005,0,1.1333333333333333,0.8333333333333333
group_2008,0,1.2,1
group_2009,0,0.33333333333333337,0.1666666666666667
group_2018,0,0.5333333333333333,0.33333333333333337
group_2020,0,1.1333333333333333,0.8333333333333333
group_2021,0,1.8,1.5
group_2034,2.5,8.133333333333333,8.666666666666668
group_204,0.6666666666666666,0.3333333333333333,0.6666666666666667
group_2040,0,0.6,0.5
group_2048,0.5,0.5333333333333333,0.41666666666666663
group_205,0,1.8,1.5
group_2053,0,0.6,0.5
group_2063,0,1.5333333333333334,1.1666666666666665
group_2075,0,0.6,0.5
group_2079,1.5,1,1
group_2080,0,1.2,1
group_2081,0,1.2,1
group_2082,0,0.9333333333333333,0.6666666666666667
group_2083,0.5,0,0.25
group_2084,0,0.6,0.5
group_2086,1.1666666666666667,0.3333333333333333,1.1666666666666667
group_2094,0,0.6,0.5
group_21,3.5,0.8666666666666667,2.25
group_2103,0.5,0,0.25
group_2111,2.5,1.6666666666666665,1.6666666666666665
group_2113,2,2.6666666666666665,2.0833333333333335
group_2115,0,1.2,1
group_213,0.5,0,0.25
group_2141,0,0.33333333333333337,0.16666666666666669
group_2144,0,0.6,0.5
group_2150,0,0.3333333333333333,0.1666666666666667
group_2155,0.5,1.2,1.1666666666666665
group_2156,0.5,1.2,0.75
group_2157,0,10.2,8.5
group_2158,0,1.8,1.5
group_2164,0.5,4.666666666666666,2.583333333333333
group_2165,0.5,0.33333333333333337,0.4166666666666667
group_2166,0.5,0.3333333333333333,0.6666666666666666
group_2171,0,1.5333333333333332,1.1666666666666665
group_2172,0,0.6,0.5
group_2179,6,1.4666666666666668,4
group_2180,1,1.0666666666666667,1.1666666666666667
group_2182,0.5,0,0.25
group_2191,2,1.3333333333333335,1.6666666666666667
group_2198,0,0.6,0.5
group_2203,1.5,1.4666666666666668,1.9166666666666667
group_2204,0.5,0.33333333333333337,0.33333333333333337
group_2205,3.5,0,1.75
group_2206,1,1.6666666666666665,1.25
group_2218,0,1.0666666666666667,0.6666666666666667
group_222,0.5,0,0.25
group_2222,0,0.5333333333333333,0.33333333333333337
group_223,0,3,2.5
group_2235,6,0.33333333333333337,3.1666666666666665
group_2237,0,1.8,1.5
group_2250,1,0.6666666666666667,0.6666666666666667
group_2251,1,0.6666666666666667,0.75
group_2253,0,0.6,0.5
group_2262,2,1.3333333333333335,1.3333333333333335
group_2263,0,0.33333333333333337,0.1666666666666667
group_2265,2,2.466666666666667,1.8333333333333335
group_2268,0,0.6,0.5
group_2277,0,0.6,0.5
group_2279,0,0.6,0.5
group_228,0,2.3333333333333335,1.8333333333333335
group_2287,0,0.3333333333333333,0.1666666666666667
group_2289,0.5,0.33333333333333337,0.9166666666666667
group_229,0.5,3,3.25
group_2292,0,1.2,1
group_2295,0.5,0.33333333333333337,0.33333333333333337
group_2298,0,1.2,1
group_2300,0,0.6,0.5
group_2313,0,0.6,0.5
group_232,0,0.9333333333333332,0.6666666666666667
group_2325,3.5,0.8666666666666667,2.25
group_2326,0.5,1.5333333333333334,1.3333333333333333
group_2327,0,1.2,1
group_2330,0,0.6,0.5
group_2335,0.5,0,0.25
group_2338,0,0.6,0.5
group_2339,0,0.6,0.5
group_234,9,1.6666666666666665,5.083333333333334
group_235,5,6.866666666666666,6.333333333333333
group_2351,1,2.666666666666667,1.75
group_2353,0.5,0.6,0.5
group_2354,0.5,1.1333333333333333,0.9166666666666667
group_2371,2,2.333333333333333,2
group_2372,2,0.33333333333333337,1.0833333333333333
group_238,0,1.1333333333333333,0.8333333333333333
group_2383,0.5,0,0.25
group_2411,1.5,1,1
group_2412,0.5,0.8666666666666667,0.6666666666666667
group_2413,1,0,0.5
group_2414,2.5,2,2.333333333333333
group_2426,0.5,0.8666666666666667,0.5833333333333333
group_2427,0.5,0.6666666666666667,0.8333333333333333
group_2428,0,0.6,0.5
group_2432,0.5,0,0.25
group_2439,0.5,0.33333333333333337,0.33333333333333337
group_2440,0,0.5333333333333333,0.33333333333333337
group_2445,0,0.6,0.5
group_2446,0.5,0,0.25
group_2453,0.5,0.33333333333333337,0.33333333333333337
group_2454,1,0,0.5
group_246,3,8.333333333333332,5.5
group_2469,0,0.6,0.5
group_2470,0,0.33333333333333337,0.16666666666666666
group_2479,1,1.0666666666666667,0.8333333333333333
group_250,0,1.8,1.5
group_2503,0.5,0.33333333333333337,0.33333333333333337
group_2504,0.5,0.33333333333333337,0.33333333333333337
group_2505,0.5,0.5333333333333333,0.41666666666666663
group_2507,0,1.2,1
group_252,3,2.333333333333333,2.75
group_2527,0,1,0.5
group_2528,0,0.5333333333333333,0.33333333333333337
group_2532,0,0.6,0.5
group_2542,0,0.6,0.5
group_2544,0,0.6,0.5
group_2547,0,0.6,0.5
group_2548,0.5,0.5333333333333333,0.5833333333333333
group_255,0,0.9333333333333333,0.6666666666666667
group_2574,4.5,1.3333333333333335,2.583333333333333
group_258,0,1.2,1
group_2580,0,0.33333333333333337,0.16666666666666666
group_2582,1,0,0.5
group_2584,0,0.6,0.5
group_2591,0.5,1.8,1.5
group_2599,0,0.5333333333333333,0.33333333333333337
group_26,1,19.333333333333336,10.16666666666667
group_260,0,0.6,0.5
group_261,0,0.5333333333333333,0.33333333333333337
group_262,8.5,10.333333333333334,9.166666666666666
group_2622,0.5,0.6666666666666667,0.5
group_2623,0,0.33333333333333337,0.1666666666666667
group_2624,1,0,0.5
group_2625,0,0.6,0.5
group_2626,0.5,0,0.25
group_2627,0,0.6,0.5
group_2636,0,0.6,0.5
group_2637,0,0.6,0.5
group_2638,0,0.6,0.5
group_264,9.5,9.8,17.916666666666664
group_2640,0,1.8,1.5
group_2641,0,0.8666666666666667,0.5
group_2659,0,0.6,0.5
group_2668,0,0.6,0.5
group_267,1,1.8,2.25
group_269,4.5,3.333333333333333,3.25
group_2694,2.5,0,1.25
group_2696,0.5,0,0.25
group_271,0,2.4,2
group_2713,0,1.2,1
group_2723,0,1,0.5
group_2724,1.5,1.8,1.5
group_2725,0,3.2,2
group_2734,0,0.6,0.5
group_2742,2.5,1.6666666666666665,1.6666666666666665
group_2743,0.5,1.4,1.6666666666666665
group_2744,1.5,1.6666666666666667,1.3333333333333335
group_2747,0.5,0,0.25
group_2750,0,1.8,1.5
group_2752,0,0.33333333333333337,0.16666666666666666
group_2755,0.5,0.33333333333333337,0.33333333333333337
group_2761,2.5,2.7333333333333334,2.3333333333333335
group_2763,0,0.33333333333333337,0.1666666666666667
group_2764,0,0.6,0.5
group_2765,0,0.6,0.5
group_2767,0,1.2,1
group_277,0,0.33333333333333337,0.16666666666666666
group_2776,1.5,0.33333333333333337,0.8333333333333333
group_2777,0.5,0.8666666666666667,0.5833333333333333
group_278,0.5,2.066666666666667,1.75
group_2780,0.5,0.6666666666666667,0.8333333333333333
group_2787,0,0.33333333333333337,0.16666666666666669
group_2800,0,2,1
group_2803,0,0.5333333333333333,0.33333333333333337
group_2804,0,0.33333333333333337,0.1666666666666667
group_2810,3,2,2
group_2811,1,0,0.5
group_2813,0,0.6,0.5
group_2814,0.5,0.3333333333333333,0.6666666666666666
group_2816,0.5,0.33333333333333337,0.33333333333333337
group_2832,0,0.33333333333333337,0.1666666666666667
group_284,12,10.133333333333333,12.666666666666668
group_2843,0.5,0.6,0.75
group_2846,0,1.8,1.5
group_2847,0,0.3333333333333333,0.1666666666666667
group_2848,0,0.6,0.5
group_2849,0,0.5333333333333333,0.3333333333333333
group_286,0,0.6,0.5
group_2862,1.5,1.8,2.25
group_2865,0.6666666666666666,0,0.5
group_287,0,0.6,0.5
group_2879,0.5,0,0.25
group_288,4.5,3.333333333333333,3.166666666666667
group_2889,1,0.6666666666666667,0.75
group_289,12.5,12.733333333333333,11.166666666666668
group_2890,1,0.6666666666666667,0.6666666666666667
group_2891,0,2.2666666666666666,1.1666666666666667
group_2892,0.5,0,0.25
group_2899,0,0.6,0.5
group_2909,1,1.3333333333333335,1
group_2912,0.5,0.6,0.75
group_2930,4,0,2
group_2931,0,0.5333333333333333,0.33333333333333337
group_2933,1,1.0666666666666667,0.8333333333333333
group_2939,0,1.2,1
group_294,5.5,0.3333333333333333,3.1666666666666665
group_2940,0,0.6,0.5
group_296,3.5,2.8666666666666663,4.583333333333333
group_297,0.5,29.733333333333334,24.666666666666664
group_2974,0.5,0,0.25
group_298,0,2.1333333333333333,1.6666666666666665
group_2992,3,0,1.5
group_2993,0.5,0.6,0.75
group_2994,0,3,2.5
group_2997,0,0.33333333333333337,0.16666666666666669
group_3,0,1.8,1.5
group_3008,2,0,1
group_3009,0.5,1.3333333333333333,1.1666666666666667
group_3010,0,0.33333333333333337,0.1666666666666667
group_302,1.5,3.666666666666667,2.4166666666666665
group_3022,1,0.6666666666666667,0.6666666666666667
group_3023,0.5,1.3333333333333335,0.8333333333333334
group_3027,0,0.6,0.5
group_3028,0,0.6,0.5
group_303,1,0.6666666666666667,0.6666666666666667
group_3039,0,0.6,0.5
group_304,0,1.2,1
group_3053,0.5,0.5333333333333334,0.5833333333333333
group_306,0,0.9333333333333333,0.6666666666666667
group_3072,0,0.6,0.5
group_3083,0.5,0,0.25
group_309,5.5,4.866666666666666,4.666666666666666
group_3108,0.5,0,0.25
group_311,0,0.6,0.5
group_3112,0,1.8,1.5
group_3129,1,1.8,1.25
group_3156,0,1.1333333333333333,0.8333333333333333
group_3160,0.5,0.6,0.75
group_3161,0,1.2,1
group_3162,0,1.2,1
group_3177,0.5,0.5333333333333333,1.0833333333333335
group_318,0,3,2.5
group_3194,0,0.33333333333333337,0.1666666666666667
group_3195,0,1.5333333333333332,1.1666666666666665
group_320,4.5,3,3
group_3208,0,1,0.5
group_321,2.5,8.200000000000001,5.333333333333333
group_3212,0,0.6,0.5
group_322,0.5,1.2,1.25
group_3225,0,0.33333333333333337,0.16666666666666669
group_3246,0,1.2,1
group_3257,0.5,0,0.25
group_3258,2,2.2,3.833333333333333
group_3259,0,0.3333333333333333,0.1666666666666667
group_326,0,1.2,1
group_3260,2.5,1.6666666666666667,3.3333333333333335
group_3264,0,0.6,0.5
group_3268,0.6666666666666666,0,0.5
group_3289,0,0.5333333333333333,0.3333333333333333
group_329,1.5,0.6666666666666667,1
group_3303,1,1.0666666666666667,0.8333333333333333
group_3310,0.5,0,0.25
group_3323,0.5,0.6,0.5
group_3327,0,1.2,1
group_3337,3,1,1.75
group_3338,3,0.3333333333333333,1.6666666666666665
group_334,0,0.6,0.5
group_3340,1,1.1333333333333333,0.9166666666666667
group_3345,0,0.6,0.5
group_3359,1.5,1,1
group_3360,0.5,0.6,0.5
group_3361,0.5,0.5333333333333333,0.41666666666666663
group_337,0.5,0.5333333333333333,0.41666666666666663
group_3390,0,0.6,0.5
group_3408,0,0.33333333333333337,0.1666666666666667
group_341,0.5,2.3333333333333335,1.8333333333333335
group_3410,0.5,2,1.25
group_3434,0,0.33333333333333337,0.1666666666666667
group_3448,0,0.33333333333333337,0.1666666666666667
group_345,1.5,1.4,1.5
group_346,0,0.6,0.5
group_3466,0,0.33333333333333337,0.1666666666666667
group_3469,0,0.6,0.5
group_347,0,0.6,0.5
group_3470,0.5,0.9333333333333332,1.1666666666666665
group_3483,0,0.6,0.5
group_3499,0.5,0.33333333333333337,0.33333333333333337
group_3500,0.6666666666666666,0,0.5
group_3502,0,0.6,0.5
group_3503,0,0.33333333333333337,0.16666666666666666
group_3504,0,1.2,1
group_3512,2,1.6666666666666665,1.5
group_3514,1.5,1.6,1.25
group_353,13,9,9.083333333333332
group_3533,0,0.33333333333333337,0.16666666666666666
group_3534,0.5,1.0666666666666667,0.75
group_3535,0,0.6,0.5
group_3537,0.5,0.6,0.75
group_354,1,6.666666666666666,3.75
group_3557,0.5,0,0.25
group_3559,0.5,0,0.75
group_356,0.5,1.2,1.75
group_3562,0,1.2,1
group_3563,0,0.33333333333333337,0.16666666666666669
group_3565,0,0.6,0.5
group_357,0.5,2.4,2.25
group_3577,3,1,1.75
group_3578,0,1,0.5
group_3579,2.5,2,4.166666666666667
group_3580,1,0.6666666666666667,0.6666666666666667
group_3583,0,0.5333333333333333,0.33333333333333337
group_3585,0,0.5333333333333333,0.3333333333333333
group_3586,0,0.33333333333333337,0.1666666666666667
group_3591,0,0.5333333333333333,0.33333333333333337
group_3611,0.5,0.6,0.75
group_362,0,0.33333333333333337,0.16666666666666669
group_363,0,1.8,1.5
group_3647,0.5,0.33333333333333337,0.33333333333333337
group_3648,1,1.2,1
group_365,3,1.6666666666666665,2
group_3653,0,0.6,0.5
group_366,0.5,0.6,0.75
group_367,1.1666666666666667,3.4,2.9166666666666665
group_3683,0.5,0.6,0.5
group_3691,0,1.2,1
group_3702,0,0.33333333333333337,0.1666666666666667
group_3708,0.5,0.6,0.5
group_3737,0,0.6,0.5
group_375,0,0.6,0.5
group_3765,0,0.6666666666666667,0.3333333333333334
group_3787,1,0.33333333333333337,0.5833333333333333
group_38,0,1.8,1.5
group_3809,0.5,0.33333333333333337,0.33333333333333337
group_3810,0,1.2,1
group_3811,0.5,0.3333333333333333,0.6666666666666666
group_3812,0,0.6,0.5
group_3817,0.5,0.6,0.75
group_382,3,2.666666666666667,2.5
group_383,16.5,1,8.833333333333332
group_3832,1,0.9333333333333333,0.8333333333333333
group_385,0,1.8,1.5
group_3854,0,0.6,0.5
group_3855,0.5,1.2,1
group_386,9,9,13
group_3868,1,1.2,1
group_3869,0,0.33333333333333337,0.1666666666666667
group_3870,0.5,0,0.75
group_388,1.5,1,1.5
group_3881,0,0.33333333333333337,0.1666666666666667
group_3882,0.5,1.3333333333333335,0.8333333333333331
group_3883,0,0.33333333333333337,0.16666666666666666
group_3885,0,0.6666666666666667,0.3333333333333334
group_39,2.5,0.6666666666666667,1.5833333333333335
group_390,0,0.33333333333333337,0.16666666666666669
group_3906,0,0.33333333333333337,0.16666666666666666
group_392,0.5,1,1
group_3925,0,1,0.5
group_393,0,4.2,3.5
group_3952,0,0.6,0.5
group_396,0,1.3333333333333335,0.6666666666666669
group_3961,0,0.33333333333333337,0.16666666666666669
group_3978,1,0,0.5
group_398,1.5,1,1
group_3982,0,0.6,0.5
group_3983,0,0.6,0.5
group_399,13.5,4,9.416666666666668
group_4008,1,1.0666666666666667,0.8333333333333333
group_401,1,6.666666666666666,3.833333333333333
group_402,0,1.2666666666666666,0.8333333333333333
group_404,0.5,0,0.25
group_4048,2.5,1.3333333333333335,1.6666666666666665
group_4050,0.5,0.8666666666666667,1
group_4055,0,0.6,0.5
group_4057,0,0.6,0.5
group_408,0,0.5333333333333333,0.33333333333333337
group_409,0,1.2,1
group_41,0,5.2,4
group_4108,1.5,1,1
group_4109,0,0.33333333333333337,0.16666666666666669
group_4111,0,0.6,0.5
group_4136,0,0.6,0.5
group_4139,0,0.3333333333333333,0.1666666666666667
group_416,8.5,0,4.25
group_4161,0.5,0.5333333333333333,0.5833333333333333
group_417,0,0.33333333333333337,0.1666666666666667
group_4173,0.5,0.6,0.75
group_419,0,0.6,0.5
group_42,0.5,4.2,3.75
group_4207,0.5,0.5333333333333333,0.41666666666666663
group_4211,0,1.2,1
group_422,0.5,0.33333333333333337,0.4166666666666667
group_4225,3,0,1.5
group_423,10,5.333333333333333,7.333333333333333
group_424,1.5,0.8666666666666666,1.8333333333333335
group_4246,0,0.6,0.5
group_4260,1,0.33333333333333337,1.0833333333333333
group_4261,0,0.6,0.5
group_4267,0,0.6,0.5
group_4269,0,0.33333333333333337,0.16666666666666666
group_427,0,0.6,0.5
group_4271,0,0.6,0.5
group_4272,0,0.33333333333333337,0.1666666666666667
group_428,0.6666666666666666,0,0.5
group_4287,0,0.5333333333333333,0.33333333333333337
group_429,0,0.33333333333333337,0.1666666666666667
group_430,0.5,6,3.1666666666666674
group_4303,0,0.6,0.5
group_4318,0.5,0,0.25
group_432,14.5,9.333333333333332,9.666666666666668
group_4327,0.5,0,0.25
group_433,6,2.1333333333333337,5.5
group_435,0,8.866666666666667,4.5
group_436,0,2.7333333333333334,1.8333333333333335
group_437,0,0.6,0.5
group_439,0.5,0,0.25
group_4406,0.5,0,0.25
group_443,10,0,5
group_447,2.5,1.3333333333333335,1.5833333333333335
group_449,0.5,1.8,1.75
group_450,0,0.6,0.5
group_458,0,0.6,0.5
group_459,0,0.6,0.5
group_4616,0,0.8666666666666667,0.8333333333333335
group_4617,1,1.4,1.3333333333333335
group_462,0,6.333333333333334,3.1666666666666674
group_4621,4,9.066666666666666,7
group_4622,0.5,1.2,0.75
group_4634,0.5,0,0.25
group_465,0,0.6,0.5
group_4663,0,1.5333333333333334,0.8333333333333334
group_4684,1.5,0,0.75
group_4685,0.6666666666666666,0.9333333333333333,0.6666666666666667
group_4686,1,0,0.5
group_4690,0,0.9333333333333332,0.6666666666666667
group_4691,0,0.5333333333333333,0.33333333333333337
group_4692,0.5,0.33333333333333337,0.4166666666666667
group_471,10.5,0,5.25
group_4719,0,0.6,0.5
group_4741,3.5,0,1.75
group_4743,3.1666666666666665,1.8,3.75
group_475,2,0,1
group_476,1,4.7333333333333325,3
group_4762,0,0.8666666666666667,0.5
group_4765,0,0.33333333333333337,0.16666666666666669
group_4770,2.5,3,2.25
group_4779,0.5,0.6,0.75
group_478,0,0.6,0.5
group_4785,0,0.5333333333333333,0.33333333333333337
group_48,11,16.266666666666666,12.416666666666668
group_480,0,0.3333333333333333,0.1666666666666667
group_4832,43.5,49.06666666666666,63.83333333333333
group_485,5.5,4.333333333333334,4
group_486,10.5,4.333333333333334,7.083333333333334
group_488,2,2.1333333333333333,1.9166666666666665
group_489,2,9,5.416666666666666
group_4897,75.16666666666667,129.6,122.5
group_49,0.5,3.933333333333333,3.416666666666667
group_490,0,0.9333333333333332,0.6666666666666667
group_4916,0,0.8666666666666667,0.5
group_493,0,0.6,0.5
group_496,8.5,2.2,7.25
group_502,11.5,3.333333333333333,6.666666666666666
group_5025,0.5,3.666666666666667,2.0833333333333335
group_5026,1,1.5333333333333334,1.1666666666666667
group_5029,0,1,0.5
group_5030,4.5,5.533333333333333,4.416666666666667
group_5031,0.5,0.33333333333333337,0.4166666666666667
group_5033,0,0.6,0.5
group_5034,0.5,1.5333333333333334,1.4166666666666667
group_5036,0,0.6,0.5
group_5038,6.166666666666667,4.666666666666666,4.5
group_5039,0,2.4,2
group_5040,2,2.6666666666666665,2.0833333333333335
group_5042,2,0.6666666666666667,1.1666666666666665
group_5044,0.5,0,0.75
group_5045,0,0.33333333333333337,0.1666666666666667
group_5046,0.5,0.6,0.75
group_5047,0,1.2,1
group_5048,0,5.200000000000001,2.6666666666666674
group_5051,0,0.33333333333333337,0.16666666666666669
group_5052,0,0.6,0.5
group_5053,0,0.33333333333333337,0.1666666666666667
