gene,genome_id1,genome_id2,dxy
group_2527,g17,g8,0
group_2527,g17,g9,0
group_2527,g17,g19,2
group_2527,g19,g4,2
group_2527,g19,g5,2
group_2527,g19,g6,2
group_2527,g19,g8,2
group_2527,g19,g9,2
group_2528,g4,g5,0
group_2528,g4,g6,0
group_2528,g4,g8,0
group_2528,g4,g9,0
group_2528,g5,g6,0
group_2528,g5,g8,0
group_2528,g5,g9,0
group_2528,g6,g8,0
group_2528,g6,g9,0
group_2528,g8,g9,0
group_2528,g11,g4,0
group_2528,g11,g5,0
group_2528,g11,g6,0
group_2528,g11,g8,0
group_2528,g11,g9,0
group_2528,g11,g13,0
group_2528,g11,g16,1
group_2528,g11,g17,1
group_2528,g11,g19,0
group_2528,g13,g4,0
group_2528,g13,g5,0
group_2528,g13,g6,0
group_2528,g13,g8,0
group_2528,g13,g9,0
group_2528,g13,g16,1
group_2528,g13,g17,1
group_2528,g13,g19,0
group_2528,g16,g4,1
group_2528,g16,g5,1
group_2528,g16,g6,1
group_2528,g16,g8,1
group_2528,g16,g9,1
group_2528,g16,g17,0
group_2528,g16,g19,1
group_2528,g17,g4,1
group_2528,g17,g5,1
group_2528,g17,g6,1
group_2528,g17,g8,1
group_2528,g17,g9,1
group_2528,g17,g19,1
group_2528,g19,g4,0
group_2528,g19,g5,0
group_2528,g19,g6,0
group_2528,g19,g8,0
group_2528,g19,g9,0
group_2532,g4,g5,0
group_2532,g4,g6,0
group_2532,g4,g8,0
group_2532,g4,g9,0
group_2532,g5,g6,0
group_2532,g5,g8,0
group_2532,g5,g9,0
group_2532,g6,g8,0
group_2532,g6,g9,0
group_2532,g8,g9,0
group_2532,g11,g4,1
group_2532,g11,g5,1
group_2532,g11,g6,1
group_2532,g11,g8,1
group_2532,g11,g9,1
group_2532,g11,g13,0
group_2532,g11,g16,1
group_2532,g11,g17,1
group_2532,g11,g19,0
group_2532,g13,g4,1
group_2532,g13,g5,1
group_2532,g13,g6,1
group_2532,g13,g8,1
group_2532,g13,g9,1
group_2532,g13,g16,1
group_2532,g13,g17,1
group_2532,g13,g19,0
group_2532,g16,g4,0
group_2532,g16,g5,0
group_2532,g16,g6,0
group_2532,g16,g8,0
group_2532,g16,g9,0
group_2532,g16,g17,0
group_2532,g16,g19,1
group_2532,g17,g4,0
group_2532,g17,g5,0
group_2532,g17,g6,0
group_2532,g17,g8,0
group_2532,g17,g9,0
group_2532,g17,g19,1
group_2532,g19,g4,1
group_2532,g19,g5,1
group_2532,g19,g6,1
group_2532,g19,g8,1
group_2532,g19,g9,1
group_2542,g4,g5,0
group_2542,g4,g6,0
group_2542,g4,g8,0
group_2542,g4,g9,0
group_2542,g5,g6,0
group_2542,g5,g8,0
group_2542,g5,g9,0
group_2542,g6,g8,0
group_2542,g6,g9,0
group_2542,g8,g9,0
group_2542,g11,g4,0
group_2542,g11,g5,0
group_2542,g11,g6,0
group_2542,g11,g8,0
group_2542,g11,g9,0
group_2542,g11,g13,0
group_2542,g11,g16,1
group_2542,g11,g17,1
group_2542,g11,g19,1
group_2542,g13,g4,0
group_2542,g13,g5,0
group_2542,g13,g6,0
group_2542,g13,g8,0
group_2542,g13,g9,0
group_2542,g13,g16,1
group_2542,g13,g17,1
group_2542,g13,g19,1
group_2542,g16,g4,1
group_2542,g16,g5,1
group_2542,g16,g6,1
group_2542,g16,g8,1
group_2542,g16,g9,1
group_2542,g16,g17,0
group_2542,g16,g19,0
group_2542,g17,g4,1
group_2542,g17,g5,1
group_2542,g17,g6,1
group_2542,g17,g8,1
group_2542,g17,g9,1
group_2542,g17,g19,0
group_2542,g19,g4,1
group_2542,g19,g5,1
group_2542,g19,g6,1
group_2542,g19,g8,1
group_2542,g19,g9,1
group_2544,g4,g5,0
group_2544,g4,g6,0
group_2544,g4,g8,0
group_2544,g4,g9,0
group_2544,g5,g6,0
group_2544,g5,g8,0
group_2544,g5,g9,0
group_2544,g6,g8,0
group_2544,g6,g9,0
group_2544,g8,g9,0
group_2544,g11,g4,1
group_2544,g11,g5,1
group_2544,g11,g6,1
group_2544,g11,g8,1
group_2544,g11,g9,1
group_2544,g11,g13,0
group_2544,g11,g16,1
group_2544,g11,g17,1
group_2544,g11,g19,0
group_2544,g13,g4,1
group_2544,g13,g5,1
group_2544,g13,g6,1
group_2544,g13,g8,1
group_2544,g13,g9,1
group_2544,g13,g16,1
group_2544,g13,g17,1
group_2544,g13,g19,0
group_2544,g16,g4,0
group_2544,g16,g5,0
group_2544,g16,g6,0
group_2544,g16,g8,0
group_2544,g16,g9,0
group_2544,g16,g17,0
group_2544,g16,g19,1
group_2544,g17,g4,0
group_2544,g17,g5,0
group_2544,g17,g6,0
group_2544,g17,g8,0
group_2544,g17,g9,0
group_2544,g17,g19,1
group_2544,g19,g4,1
group_2544,g19,g5,1
group_2544,g19,g6,1
group_2544,g19,g8,1
group_2544,g19,g9,1
group_2547,g4,g5,0
group_2547,g4,g6,0
group_2547,g4,g8,0
group_2547,g4,g9,0
group_2547,g5,g6,0
group_2547,g5,g8,0
group_2547,g5,g9,0
group_2547,g6,g8,0
group_2547,g6,g9,0
group_2547,g8,g9,0
group_2547,g11,g4,1
group_2547,g11,g5,1
group_2547,g11,g6,1
group_2547,g11,g8,1
group_2547,g11,g9,1
group_2547,g11,g13,0
group_2547,g11,g16,1
group_2547,g11,g17,1
group_2547,g11,g19,0
group_2547,g13,g4,1
group_2547,g13,g5,1
group_2547,g13,g6,1
group_2547,g13,g8,1
group_2547,g13,g9,1
group_2547,g13,g16,1
group_2547,g13,g17,1
group_2547,g13,g19,0
group_2547,g16,g4,0
group_2547,g16,g5,0
group_2547,g16,g6,0
group_2547,g16,g8,0
group_2547,g16,g9,0
group_2547,g16,g17,0
group_2547,g16,g19,1
group_2547,g17,g4,0
group_2547,g17,g5,0
group_2547,g17,g6,0
group_2547,g17,g8,0
group_2547,g17,g9,0
group_2547,g17,g19,1
group_2547,g19,g4,1
group_2547,g19,g5,1
group_2547,g19,g6,1
group_2547,g19,g8,1
group_2547,g19,g9,1
group_2548,g4,g5,0
group_2548,g4,g6,1
group_2548,g4,g8,0
group_2548,g4,g9,0
group_2548,g5,g6,1
group_2548,g5,g8,0
group_2548,g5,g9,0
group_2548,g6,g8,1
group_2548,g6,g9,1
group_2548,g8,g9,0
group_2548,g11,g4,0
group_2548,g11,g5,0
group_2548,g11,g6,1
group_2548,g11,g8,0
group_2548,g11,g9,0
group_2548,g11,g13,0
group_2548,g11,g16,1
group_2548,g11,g17,1
group_2548,g11,g19,0
group_2548,g13,g4,0
group_2548,g13,g5,0
group_2548,g13,g6,1
group_2548,g13,g8,0
group_2548,g13,g9,0
group_2548,g13,g16,1
group_2548,g13,g17,1
group_2548,g13,g19,0
group_2548,g16,g4,1
group_2548,g16,g5,1
group_2548,g16,g6,2
group_2548,g16,g8,1
group_2548,g16,g9,1
group_2548,g16,g17,0
group_2548,g16,g19,1
group_2548,g17,g4,1
group_2548,g17,g5,1
group_2548,g17,g6,2
group_2548,g17,g8,1
group_2548,g17,g9,1
group_2548,g17,g19,1
group_2548,g19,g4,0
group_2548,g19,g5,0
group_2548,g19,g6,1
group_2548,g19,g8,0
group_2548,g19,g9,0
group_255,g4,g5,0
group_255,g4,g6,0
group_255,g4,g8,0
group_255,g4,g9,0
group_255,g5,g6,0
group_255,g5,g8,0
group_255,g5,g9,0
group_255,g6,g8,0
group_255,g6,g9,0
group_255,g8,g9,0
group_255,g11,g4,1
group_255,g11,g5,1
group_255,g11,g6,1
group_255,g11,g8,1
group_255,g11,g9,1
group_255,g11,g13,0
group_255,g11,g16,1
group_255,g11,g17,1
group_255,g11,g19,1
group_255,g13,g4,1
group_255,g13,g5,1
group_255,g13,g6,1
group_255,g13,g8,1
group_255,g13,g9,1
group_255,g13,g16,1
group_255,g13,g17,1
group_255,g13,g19,1
group_255,g16,g4,0
group_255,g16,g5,0
group_255,g16,g6,0
group_255,g16,g8,0
group_255,g16,g9,0
group_255,g16,g17,0
group_255,g16,g19,2
group_255,g17,g4,0
group_255,g17,g5,0
group_255,g17,g6,0
group_255,g17,g8,0
group_255,g17,g9,0
group_255,g17,g19,2
group_255,g19,g4,2
group_255,g19,g5,2
group_255,g19,g6,2
group_255,g19,g8,2
group_255,g19,g9,2
group_2574,g4,g5,0
group_2574,g4,g6,9
group_2574,g4,g8,0
group_2574,g4,g9,0
group_2574,g5,g6,9
group_2574,g5,g8,0
group_2574,g5,g9,0
group_2574,g6,g8,9
group_2574,g6,g9,9
group_2574,g8,g9,0
group_2574,g11,g4,0
group_2574,g11,g5,0
group_2574,g11,g6,9
group_2574,g11,g8,0
group_2574,g11,g9,0
group_2574,g11,g13,0
group_2574,g11,g16,0
group_2574,g11,g17,0
group_2574,g11,g19,4
group_2574,g13,g4,0
group_2574,g13,g5,0
group_2574,g13,g6,9
group_2574,g13,g8,0
group_2574,g13,g9,0
group_2574,g13,g16,0
group_2574,g13,g17,0
group_2574,g13,g19,4
group_2574,g16,g4,0
group_2574,g16,g5,0
group_2574,g16,g6,9
group_2574,g16,g8,0
group_2574,g16,g9,0
group_2574,g16,g17,0
group_2574,g16,g19,4
group_2574,g17,g4,0
group_2574,g17,g5,0
group_2574,g17,g6,9
group_2574,g17,g8,0
group_2574,g17,g9,0
group_2574,g17,g19,4
group_2574,g19,g4,4
group_2574,g19,g5,4
group_2574,g19,g6,5
group_2574,g19,g8,4
group_2574,g19,g9,4
group_258,g4,g5,0
group_258,g4,g6,0
group_258,g4,g8,0
group_258,g4,g9,0
group_258,g5,g6,0
group_258,g5,g8,0
group_258,g5,g9,0
group_258,g6,g8,0
group_258,g6,g9,0
group_258,g8,g9,0
group_258,g11,g4,2
group_258,g11,g5,2
group_258,g11,g6,2
group_258,g11,g8,2
group_258,g11,g9,2
group_258,g11,g13,0
group_258,g11,g16,2
group_258,g11,g17,2
group_258,g11,g19,0
group_258,g13,g4,2
group_258,g13,g5,2
group_258,g13,g6,2
group_258,g13,g8,2
group_258,g13,g9,2
group_258,g13,g16,2
group_258,g13,g17,2
group_258,g13,g19,0
group_258,g16,g4,0
group_258,g16,g5,0
group_258,g16,g6,0
group_258,g16,g8,0
group_258,g16,g9,0
group_258,g16,g17,0
group_258,g16,g19,2
group_258,g17,g4,0
group_258,g17,g5,0
group_258,g17,g6,0
group_258,g17,g8,0
group_258,g17,g9,0
group_258,g17,g19,2
group_258,g19,g4,2
group_258,g19,g5,2
group_258,g19,g6,2
group_258,g19,g8,2
group_258,g19,g9,2
group_2580,g4,g5,0
group_2580,g4,g6,0
group_2580,g4,g8,0
group_2580,g4,g9,0
group_2580,g5,g6,0
group_2580,g5,g8,0
group_2580,g5,g9,0
group_2580,g6,g8,0
group_2580,g6,g9,0
group_2580,g8,g9,0
group_2580,g11,g4,0
group_2580,g11,g5,0
group_2580,g11,g6,0
group_2580,g11,g8,0
group_2580,g11,g9,0
group_2580,g11,g13,1
group_2580,g11,g16,0
group_2580,g11,g17,0
group_2580,g11,g19,0
group_2580,g13,g4,1
group_2580,g13,g5,1
group_2580,g13,g6,1
group_2580,g13,g8,1
group_2580,g13,g9,1
group_2580,g13,g16,1
group_2580,g13,g17,1
group_2580,g13,g19,1
group_2580,g16,g4,0
group_2580,g16,g5,0
group_2580,g16,g6,0
group_2580,g16,g8,0
group_2580,g16,g9,0
group_2580,g16,g17,0
group_2580,g16,g19,0
group_2580,g17,g4,0
group_2580,g17,g5,0
group_2580,g17,g6,0
group_2580,g17,g8,0
group_2580,g17,g9,0
group_2580,g17,g19,0
group_2580,g19,g4,0
group_2580,g19,g5,0
group_2580,g19,g6,0
group_2580,g19,g8,0
group_2580,g19,g9,0
group_2582,g4,g5,2
group_2582,g4,g6,0
group_2582,g4,g8,0
group_2582,g4,g9,0
group_2582,g5,g6,2
group_2582,g5,g8,2
group_2582,g5,g9,2
group_2582,g6,g8,0
group_2582,g6,g9,0
group_2582,g8,g9,0
group_2582,g11,g4,0
group_2582,g11,g5,2
group_2582,g11,g6,0
group_2582,g11,g8,0
group_2582,g11,g9,0
group_2582,g11,g13,0
group_2582,g11,g16,0
group_2582,g11,g17,0
group_2582,g11,g19,0
group_2582,g13,g4,0
group_2582,g13,g5,2
group_2582,g13,g6,0
group_2582,g13,g8,0
group_2582,g13,g9,0
group_2582,g13,g16,0
group_2582,g13,g17,0
group_2582,g13,g19,0
group_2582,g16,g4,0
group_2582,g16,g5,2
group_2582,g16,g6,0
group_2582,g16,g8,0
group_2582,g16,g9,0
group_2582,g16,g17,0
group_2582,g16,g19,0
group_2582,g17,g4,0
group_2582,g17,g5,2
group_2582,g17,g6,0
group_2582,g17,g8,0
group_2582,g17,g9,0
group_2582,g17,g19,0
group_2582,g19,g4,0
group_2582,g19,g5,2
group_2582,g19,g6,0
group_2582,g19,g8,0
group_2582,g19,g9,0
group_2584,g4,g5,0
group_2584,g4,g6,0
group_2584,g4,g8,0
group_2584,g4,g9,0
group_2584,g5,g6,0
group_2584,g5,g8,0
group_2584,g5,g9,0
group_2584,g6,g8,0
group_2584,g6,g9,0
group_2584,g8,g9,0
group_2584,g11,g4,1
group_2584,g11,g5,1
group_2584,g11,g6,1
group_2584,g11,g8,1
group_2584,g11,g9,1
group_2584,g11,g13,0
group_2584,g11,g16,1
group_2584,g11,g17,1
group_2584,g11,g19,0
group_2584,g13,g4,1
group_2584,g13,g5,1
group_2584,g13,g6,1
group_2584,g13,g8,1
group_2584,g13,g9,1
group_2584,g13,g16,1
group_2584,g13,g17,1
group_2584,g13,g19,0
group_2584,g16,g4,0
group_2584,g16,g5,0
group_2584,g16,g6,0
group_2584,g16,g8,0
group_2584,g16,g9,0
group_2584,g16,g17,0
group_2584,g16,g19,1
group_2584,g17,g4,0
group_2584,g17,g5,0
group_2584,g17,g6,0
group_2584,g17,g8,0
group_2584,g17,g9,0
group_2584,g17,g19,1
group_2584,g19,g4,1
group_2584,g19,g5,1
group_2584,g19,g6,1
group_2584,g19,g8,1
group_2584,g19,g9,1
group_2591,g4,g5,0
group_2591,g4,g6,1
group_2591,g4,g8,0
group_2591,g4,g9,0
group_2591,g5,g6,1
group_2591,g5,g8,0
group_2591,g5,g9,0
group_2591,g6,g8,1
group_2591,g6,g9,1
group_2591,g8,g9,0
group_2591,g11,g4,3
group_2591,g11,g5,3
group_2591,g11,g6,2
group_2591,g11,g8,3
group_2591,g11,g9,3
group_2591,g11,g13,0
group_2591,g11,g16,3
group_2591,g11,g17,3
group_2591,g11,g19,0
group_2591,g13,g4,3
group_2591,g13,g5,3
group_2591,g13,g6,2
group_2591,g13,g8,3
group_2591,g13,g9,3
group_2591,g13,g16,3
group_2591,g13,g17,3
group_2591,g13,g19,0
group_2591,g16,g4,0
group_2591,g16,g5,0
group_2591,g16,g6,1
group_2591,g16,g8,0
group_2591,g16,g9,0
group_2591,g16,g17,0
group_2591,g16,g19,3
group_2591,g17,g4,0
group_2591,g17,g5,0
group_2591,g17,g6,1
group_2591,g17,g8,0
group_2591,g17,g9,0
group_2591,g17,g19,3
group_2591,g19,g4,3
group_2591,g19,g5,3
group_2591,g19,g6,2
group_2591,g19,g8,3
group_2591,g19,g9,3
group_2599,g4,g5,0
group_2599,g4,g6,0
group_2599,g4,g8,0
group_2599,g4,g9,0
group_2599,g5,g6,0
group_2599,g5,g8,0
group_2599,g5,g9,0
group_2599,g6,g8,0
group_2599,g6,g9,0
group_2599,g8,g9,0
group_2599,g11,g4,1
group_2599,g11,g5,1
group_2599,g11,g6,1
group_2599,g11,g8,1
group_2599,g11,g9,1
group_2599,g11,g13,1
group_2599,g11,g16,1
group_2599,g11,g17,1
group_2599,g11,g19,0
group_2599,g13,g4,0
group_2599,g13,g5,0
group_2599,g13,g6,0
group_2599,g13,g8,0
group_2599,g13,g9,0
group_2599,g13,g16,0
group_2599,g13,g17,0
group_2599,g13,g19,1
group_2599,g16,g4,0
group_2599,g16,g5,0
group_2599,g16,g6,0
group_2599,g16,g8,0
group_2599,g16,g9,0
group_2599,g16,g17,0
group_2599,g16,g19,1
group_2599,g17,g4,0
group_2599,g17,g5,0
group_2599,g17,g6,0
group_2599,g17,g8,0
group_2599,g17,g9,0
group_2599,g17,g19,1
group_2599,g19,g4,1
group_2599,g19,g5,1
group_2599,g19,g6,1
group_2599,g19,g8,1
group_2599,g19,g9,1
group_26,g4,g5,0
group_26,g4,g6,1
group_26,g4,g8,1
group_26,g4,g9,1
group_26,g5,g6,1
group_26,g5,g8,1
group_26,g5,g9,1
group_26,g6,g8,2
group_26,g6,g9,2
group_26,g8,g9,2
group_26,g11,g4,0
group_26,g11,g5,0
group_26,g11,g6,1
group_26,g11,g8,1
group_26,g11,g9,1
group_26,g11,g13,0
group_26,g11,g16,0
group_26,g11,g17,0
group_26,g11,g19,57
group_26,g13,g4,0
group_26,g13,g5,0
group_26,g13,g6,1
group_26,g13,g8,1
group_26,g13,g9,1
group_26,g13,g16,0
group_26,g13,g17,0
group_26,g13,g19,57
group_26,g16,g4,0
group_26,g16,g5,0
group_26,g16,g6,1
group_26,g16,g8,1
group_26,g16,g9,1
group_26,g16,g17,0
group_26,g16,g19,57
group_26,g17,g4,0
group_26,g17,g5,0
group_26,g17,g6,1
group_26,g17,g8,1
group_26,g17,g9,1
group_26,g17,g19,57
group_26,g19,g4,57
group_26,g19,g5,57
group_26,g19,g6,58
group_26,g19,g8,58
group_26,g19,g9,58
group_260,g4,g5,0
group_260,g4,g6,0
group_260,g4,g8,0
group_260,g4,g9,0
group_260,g5,g6,0
group_260,g5,g8,0
group_260,g5,g9,0
group_260,g6,g8,0
group_260,g6,g9,0
group_260,g8,g9,0
group_260,g11,g4,1
group_260,g11,g5,1
group_260,g11,g6,1
group_260,g11,g8,1
group_260,g11,g9,1
group_260,g11,g13,0
group_260,g11,g16,1
group_260,g11,g17,1
group_260,g11,g19,0
group_260,g13,g4,1
group_260,g13,g5,1
group_260,g13,g6,1
group_260,g13,g8,1
group_260,g13,g9,1
group_260,g13,g16,1
group_260,g13,g17,1
group_260,g13,g19,0
group_260,g16,g4,0
group_260,g16,g5,0
group_260,g16,g6,0
group_260,g16,g8,0
group_260,g16,g9,0
group_260,g16,g17,0
group_260,g16,g19,1
group_260,g17,g4,0
group_260,g17,g5,0
group_260,g17,g6,0
group_260,g17,g8,0
group_260,g17,g9,0
group_260,g17,g19,1
group_260,g19,g4,1
group_260,g19,g5,1
group_260,g19,g6,1
group_260,g19,g8,1
group_260,g19,g9,1
group_261,g4,g5,0
group_261,g4,g6,0
group_261,g4,g8,0
group_261,g4,g9,0
group_261,g5,g6,0
group_261,g5,g8,0
group_261,g5,g9,0
group_261,g6,g8,0
group_261,g6,g9,0
group_261,g8,g9,0
group_261,g11,g4,0
group_261,g11,g5,0
group_261,g11,g6,0
group_261,g11,g8,0
group_261,g11,g9,0
group_261,g11,g13,0
group_261,g11,g16,1
group_261,g11,g17,1
group_261,g11,g19,0
group_261,g13,g4,0
group_261,g13,g5,0
group_261,g13,g6,0
group_261,g13,g8,0
group_261,g13,g9,0
group_261,g13,g16,1
group_261,g13,g17,1
group_261,g13,g19,0
group_261,g16,g4,1
group_261,g16,g5,1
group_261,g16,g6,1
group_261,g16,g8,1
group_261,g16,g9,1
group_261,g16,g17,0
group_261,g16,g19,1
group_261,g17,g4,1
group_261,g17,g5,1
group_261,g17,g6,1
group_261,g17,g8,1
group_261,g17,g9,1
group_261,g17,g19,1
group_261,g19,g4,0
group_261,g19,g5,0
group_261,g19,g6,0
group_261,g19,g8,0
group_261,g19,g9,0
group_262,g4,g5,0
group_262,g4,g6,17
group_262,g4,g8,0
group_262,g4,g9,2
group_262,g5,g6,17
group_262,g5,g8,0
group_262,g5,g9,2
group_262,g6,g8,17
group_262,g6,g9,17
group_262,g8,g9,2
group_262,g11,g4,17
group_262,g11,g5,17
group_262,g11,g6,0
group_262,g11,g8,17
group_262,g11,g9,17
group_262,g11,g13,0
group_262,g11,g16,17
group_262,g11,g17,17
group_262,g11,g19,4
group_262,g13,g4,17
group_262,g13,g5,17
group_262,g13,g6,0
group_262,g13,g8,17
group_262,g13,g9,17
group_262,g13,g16,17
group_262,g13,g17,17
group_262,g13,g19,4
group_262,g16,g4,2
group_262,g16,g5,2
group_262,g16,g6,17
group_262,g16,g8,2
group_262,g16,g9,0
group_262,g16,g17,0
group_262,g16,g19,15
group_262,g17,g4,2
group_262,g17,g5,2
group_262,g17,g6,17
group_262,g17,g8,2
group_262,g17,g9,0
group_262,g17,g19,15
group_262,g19,g4,15
group_262,g19,g5,15
group_262,g19,g6,4
group_262,g19,g8,15
group_262,g19,g9,15
group_2622,g4,g5,0
group_2622,g4,g6,1
group_2622,g4,g8,0
group_2622,g4,g9,0
group_2622,g5,g6,1
group_2622,g5,g8,0
group_2622,g5,g9,0
group_2622,g6,g8,1
group_2622,g6,g9,1
group_2622,g8,g9,0
group_2622,g11,g4,0
group_2622,g11,g5,0
group_2622,g11,g6,1
group_2622,g11,g8,0
group_2622,g11,g9,0
group_2622,g11,g13,0
group_2622,g11,g16,0
group_2622,g11,g17,0
group_2622,g11,g19,2
group_2622,g13,g4,0
group_2622,g13,g5,0
group_2622,g13,g6,1
group_2622,g13,g8,0
group_2622,g13,g9,0
group_2622,g13,g16,0
group_2622,g13,g17,0
group_2622,g13,g19,2
group_2622,g16,g4,0
group_2622,g16,g5,0
group_2622,g16,g6,1
group_2622,g16,g8,0
group_2622,g16,g9,0
group_2622,g16,g17,0
group_2622,g16,g19,2
group_2622,g17,g4,0
group_2622,g17,g5,0
group_2622,g17,g6,1
group_2622,g17,g8,0
group_2622,g17,g9,0
group_2622,g17,g19,2
group_2622,g19,g4,2
group_2622,g19,g5,2
group_2622,g19,g6,1
group_2622,g19,g8,2
group_2622,g19,g9,2
group_2623,g4,g5,0
group_2623,g4,g6,0
group_2623,g4,g8,0
group_2623,g4,g9,0
group_2623,g5,g6,0
group_2623,g5,g8,0
group_2623,g5,g9,0
group_2623,g6,g8,0
group_2623,g6,g9,0
group_2623,g8,g9,0
group_2623,g11,g4,0
group_2623,g11,g5,0
group_2623,g11,g6,0
group_2623,g11,g8,0
group_2623,g11,g9,0
group_2623,g11,g13,0
group_2623,g11,g16,0
group_2623,g11,g17,0
group_2623,g11,g19,1
group_2623,g13,g4,0
group_2623,g13,g5,0
group_2623,g13,g6,0
group_2623,g13,g8,0
group_2623,g13,g9,0
group_2623,g13,g16,0
group_2623,g13,g17,0
group_2623,g13,g19,1
group_2623,g16,g4,0
group_2623,g16,g5,0
group_2623,g16,g6,0
group_2623,g16,g8,0
group_2623,g16,g9,0
group_2623,g16,g17,0
group_2623,g16,g19,1
group_2623,g17,g4,0
group_2623,g17,g5,0
group_2623,g17,g6,0
group_2623,g17,g8,0
group_2623,g17,g9,0
group_2623,g17,g19,1
group_2623,g19,g4,1
group_2623,g19,g5,1
group_2623,g19,g6,1
group_2623,g19,g8,1
group_2623,g19,g9,1
group_2624,g4,g5,0
group_2624,g4,g6,2
group_2624,g4,g8,0
group_2624,g4,g9,0
group_2624,g5,g6,2
group_2624,g5,g8,0
group_2624,g5,g9,0
group_2624,g6,g8,2
group_2624,g6,g9,2
group_2624,g8,g9,0
group_2624,g11,g4,0
group_2624,g11,g5,0
group_2624,g11,g6,2
group_2624,g11,g8,0
group_2624,g11,g9,0
group_2624,g11,g13,0
group_2624,g11,g16,0
group_2624,g11,g17,0
group_2624,g11,g19,0
group_2624,g13,g4,0
group_2624,g13,g5,0
group_2624,g13,g6,2
group_2624,g13,g8,0
group_2624,g13,g9,0
group_2624,g13,g16,0
group_2624,g13,g17,0
group_2624,g13,g19,0
group_2624,g16,g4,0
group_2624,g16,g5,0
group_2624,g16,g6,2
group_2624,g16,g8,0
group_2624,g16,g9,0
group_2624,g16,g17,0
group_2624,g16,g19,0
group_2624,g17,g4,0
group_2624,g17,g5,0
group_2624,g17,g6,2
group_2624,g17,g8,0
group_2624,g17,g9,0
group_2624,g17,g19,0
group_2624,g19,g4,0
group_2624,g19,g5,0
group_2624,g19,g6,2
group_2624,g19,g8,0
group_2624,g19,g9,0
group_2625,g4,g5,0
group_2625,g4,g6,0
group_2625,g4,g8,0
group_2625,g4,g9,0
group_2625,g5,g6,0
group_2625,g5,g8,0
group_2625,g5,g9,0
group_2625,g6,g8,0
group_2625,g6,g9,0
group_2625,g8,g9,0
group_2625,g11,g4,1
group_2625,g11,g5,1
group_2625,g11,g6,1
group_2625,g11,g8,1
group_2625,g11,g9,1
group_2625,g11,g13,0
group_2625,g11,g16,1
group_2625,g11,g17,1
group_2625,g11,g19,0
group_2625,g13,g4,1
group_2625,g13,g5,1
group_2625,g13,g6,1
group_2625,g13,g8,1
group_2625,g13,g9,1
group_2625,g13,g16,1
group_2625,g13,g17,1
group_2625,g13,g19,0
group_2625,g16,g4,0
group_2625,g16,g5,0
group_2625,g16,g6,0
group_2625,g16,g8,0
group_2625,g16,g9,0
group_2625,g16,g17,0
group_2625,g16,g19,1
group_2625,g17,g4,0
group_2625,g17,g5,0
group_2625,g17,g6,0
group_2625,g17,g8,0
group_2625,g17,g9,0
group_2625,g17,g19,1
group_2625,g19,g4,1
group_2625,g19,g5,1
group_2625,g19,g6,1
group_2625,g19,g8,1
group_2625,g19,g9,1
group_2626,g4,g5,0
group_2626,g4,g6,1
group_2626,g4,g8,0
group_2626,g4,g9,0
group_2626,g5,g6,1
group_2626,g5,g8,0
group_2626,g5,g9,0
group_2626,g6,g8,1
group_2626,g6,g9,1
group_2626,g8,g9,0
group_2626,g11,g4,0
group_2626,g11,g5,0
group_2626,g11,g6,1
group_2626,g11,g8,0
group_2626,g11,g9,0
group_2626,g11,g13,0
group_2626,g11,g16,0
group_2626,g11,g17,0
group_2626,g11,g19,0
group_2626,g13,g4,0
group_2626,g13,g5,0
group_2626,g13,g6,1
group_2626,g13,g8,0
group_2626,g13,g9,0
group_2626,g13,g16,0
group_2626,g13,g17,0
group_2626,g13,g19,0
group_2626,g16,g4,0
group_2626,g16,g5,0
group_2626,g16,g6,1
group_2626,g16,g8,0
group_2626,g16,g9,0
group_2626,g16,g17,0
group_2626,g16,g19,0
group_2626,g17,g4,0
group_2626,g17,g5,0
group_2626,g17,g6,1
group_2626,g17,g8,0
group_2626,g17,g9,0
group_2626,g17,g19,0
group_2626,g19,g4,0
group_2626,g19,g5,0
group_2626,g19,g6,1
group_2626,g19,g8,0
group_2626,g19,g9,0
group_2627,g4,g5,0
group_2627,g4,g6,0
group_2627,g4,g8,0
group_2627,g4,g9,0
group_2627,g5,g6,0
group_2627,g5,g8,0
group_2627,g5,g9,0
group_2627,g6,g8,0
group_2627,g6,g9,0
group_2627,g8,g9,0
group_2627,g11,g4,1
group_2627,g11,g5,1
group_2627,g11,g6,1
group_2627,g11,g8,1
group_2627,g11,g9,1
group_2627,g11,g13,0
group_2627,g11,g16,1
group_2627,g11,g17,1
group_2627,g11,g19,0
group_2627,g13,g4,1
group_2627,g13,g5,1
group_2627,g13,g6,1
group_2627,g13,g8,1
group_2627,g13,g9,1
group_2627,g13,g16,1
group_2627,g13,g17,1
group_2627,g13,g19,0
group_2627,g16,g4,0
group_2627,g16,g5,0
group_2627,g16,g6,0
group_2627,g16,g8,0
group_2627,g16,g9,0
group_2627,g16,g17,0
group_2627,g16,g19,1
group_2627,g17,g4,0
group_2627,g17,g5,0
group_2627,g17,g6,0
group_2627,g17,g8,0
group_2627,g17,g9,0
group_2627,g17,g19,1
group_2627,g19,g4,1
group_2627,g19,g5,1
group_2627,g19,g6,1
group_2627,g19,g8,1
group_2627,g19,g9,1
group_2636,g4,g5,0
group_2636,g4,g6,0
group_2636,g4,g8,0
group_2636,g4,g9,0
group_2636,g5,g6,0
group_2636,g5,g8,0
group_2636,g5,g9,0
group_2636,g6,g8,0
