genome_id,gene,value
g21,slmA,1
g21,group_1561,0
g21,ycaC_2,0
g21,group_1475,0
g21,group_1461,0
g21,group_1360,1
g21,group_1287,0
g21,calB,1
g21,group_1214,1
g21,group_1127,0
g21,group_1063,1
g21,gsiD_8,0
g21,group_871,1
g21,gsiC_8,0
g21,group_804,0
g21,group_762,0
g21,group_726,0
g21,group_592,0
g21,group_580,0
g21,group_456,0
g21,pepT_2,1
g21,group_411,0
g21,purK_1,0
g21,aam,0
g21,group_212,0
g21,group_157,0
g21,group_107,1
g21,group_6451,1
g21,group_6449,1
g21,group_6421,0
g21,group_6406,0
g21,group_6363,1
g21,group_6362,0
g21,acpP_3~~~acpP_4,1
g21,kdsD_2~~~kdsD_1,0
g21,group_6314,0
g21,group_6281,0
g21,group_6280,0
g21,group_6251,0
g21,group_6214,0
g21,group_6199,1
g21,group_6196,0
g21,group_6168,1
g21,group_6123,0
g21,group_6092,0
g21,group_6073,0
g21,group_6070,0
g21,group_6065,0
g21,group_6041,0
g21,group_5967,0
g21,group_5957,0
g21,group_5941,0
g21,group_5938,0
g21,group_5927,0
g21,group_5922,0
g21,group_5902,0
g21,group_5859,1
g21,group_5823,0
g21,silP_2~~~silP,0
g21,group_5805,0
g21,group_5800,0
g21,group_5768,0
g21,group_5751,0
g21,group_5712,1
g21,group_5709,0
g21,group_5691,0
g21,mmcO_1~~~mmcO_2,0
g21,group_5657,1
g21,dipZ_2,0
g21,group_5651,0
g21,tdiR~~~todT_3~~~tdiR_1,1
g21,ropA_3,1
g21,group_5604,0
g21,group_5568,1
g21,group_5537,0
g21,arcA_1~~~arcA_2~~~arcA_3,0
g21,arcD_1,0
g21,group_5502,1
g21,group_5501,0
g21,group_5500,1
g21,group_5467,1
g21,group_5462,0
g21,group_5456,0
g21,alsT_2~~~alsT_3,1
g21,group_5446,1
g21,bepG_1~~~bepG_2,0
g21,group_5420,0
g21,fgd_2,1
g21,group_5401,1
g21,betB_1~~~betB_2~~~betB_3~~~gbsA_1,0
g21,snaC,1
g21,group_5374,0
g21,group_5341,0
g21,group_5310,0
g21,carA_3~~~carA_1,0
g21,cusA_2~~~mdtC_5,0
g21,tmoS~~~sasA_9,1
g21,paoC_2~~~paoC_3~~~paoC_4,1
g21,actP_2~~~actP_3,0
g21,group_5247,0
g21,acn~~~citB,1
g21,kup_4~~~kup_7,1
g21,group_5221,1
g21,group_5189,1
g21,group_5145,0
g21,group_5144,1
g21,group_5103,1
g21,group_5075,0
g21,group_5068,0
g21,group_4968,1
g21,group_4929,0
g21,group_4813,1
g21,group_4739,1
g21,group_4738,1
g21,group_4731,0
g21,ttuD_2~~~ttuD_1,0
g21,xylH_3~~~rbsC_1,0
g21,nicS_1~~~nicS_2,0
g21,group_4575,0
g21,group_4566,1
g21,menB_1,0
g21,group_4507,0
g21,csoR,0
g21,group_4467,0
g21,group_4461,1
g21,group_4454,0
g21,group_4445,0
g21,hyuA_1~~~hyuA_3,0
g21,pgrR_12,0
g21,group_4366,1
g21,paoB_4,1
g21,hmrR_1~~~hmrR_2,0
g21,cusB,1
g21,group_4248,0
g21,group_4247,0
g21,group_4242,0
g21,group_4231,0
g21,group_4204,0
g21,group_4178,1
g21,group_4176,1
g21,group_4174,1
g21,group_4161,1
g21,etfB,0
g21,etfA,0
g21,group_4077,1
g21,group_4073,1
g21,group_4070,1
g21,group_4031,1
g21,group_3993,1
g21,group_3991,1
g21,group_3831,1
g21,group_3759,0
g21,group_3747,1
g21,group_3719,0
g21,group_3713,0
g21,group_3564,0
g21,group_3405,0
g21,group_3380,1
g21,group_3368,0
g21,group_3359,1
g21,group_3341,0
g21,group_3337,0
g21,group_3327,0
g21,group_2881,1
g21,group_2846,0
g21,group_2845,1
g21,group_2844,1
g21,group_2838,1
g21,group_2804,0
g21,group_2769,1
g21,group_2657,0
g21,group_2641,0
g21,group_2617,0
g21,group_2616,0
g21,group_2592,1
g21,group_2551,0
g21,group_2369,1
g21,group_2324,0
g21,group_2267,1
g21,group_2254,1
g21,group_2186,0
g21,group_2184,1
g21,group_2165,0
g21,group_2028,1
g21,group_2001,0
g21,group_1978,1
g21,cetB,0
g21,group_1805,0
g21,group_1795,0
g21,group_1719,1
g21,group_1715,1
g21,group_1679,0
g21,group_1676,1
g21,fixJ_3,1
g21,group_1529,1
g21,group_1464,1
g21,group_1444,1
g21,group_1347,0
g21,group_1300,0
g21,group_1293,0
g21,group_1163,0
g21,idnO,0
g21,group_1124,1
g21,dkgB_1,0
g21,group_985,0
g21,group_940,1
g21,trxB_3,1
g21,group_849,1
g21,group_775,0
g21,group_742,1
g21,iolS_4,0
g21,tdh_1,0
g21,pld1_1,0
g21,adhT_2,0
g21,group_641,1
g21,tqsA_1,0
g21,group_533,0
g21,mmgC,0
g21,group_481,0
g21,iolS_3,0
g21,group_302,0
g21,arcD_2,0
g21,group_230,1
g21,trkI_1,0
g21,group_208,1
g21,group_203,0
g21,alkJ_1,0
g21,group_6454,1
g21,group_6442,0
g21,group_6441,0
g21,group_6433,0
g21,group_6432,0
g21,group_6427,0
g21,group_6425,0
g21,group_6423,0
g21,ku_1~~~ku_2,0
g21,group_6418,0
g21,group_6413,0
g21,group_6395,0
g21,group_6381,1
g21,group_6380,1
g21,group_6378,0
g21,group_6358,0
g21,nusG_1,0
g21,xerC_3~~~xerC_2,0
g21,group_6240,0
g21,ydiK_2~~~ydiK_3~~~ydiK_1,0
g21,group_6213,1
g21,group_6164,1
g21,group_6163,1
g21,group_6143,1
g21,group_6066,0
g21,group_6036,1
g21,group_6020,0
g21,group_6003,1
g21,group_5981,1
g21,aldHT_1~~~gucD~~~aldHT,0
g21,group_5958,1
g21,group_5944,0
g21,group_5917,0
g21,group_5916,0
g21,group_5873,0
g21,group_5840,1
g21,group_5831,1
g21,group_5817,0
g21,group_5782,1
g21,group_5695,1
g21,group_5574,0
g21,group_5553,0
g21,group_5548,0
g21,group_5528,0
g21,noc_3~~~noc_1,0
g21,group_5455,0
g21,group_5434,0
g21,xsc_1~~~xsc_2~~~xsc,0
g21,group_5385,0
g21,group_5384,0
g21,fliY_4,0
g21,glnQ_4~~~glnQ_5,0
g21,group_5287,1
g21,group_5241,0
g21,group_5173,0
g21,group_5087,0
g21,gpr_1~~~iolS~~~yajO_4~~~yajO_6,0
g21,group_5044,0
g21,group_5026,0
g21,group_4992,0
g21,rcsB~~~devR_1,0
g21,group_4838,0
g21,occM,0
g21,occM_1~~~yecS_2,0
g21,yecS_4,0
g21,group_4811,0
g21,artQ_2~~~hisQ_3,0
g21,group_4790,0
g21,yecS_1~~~yecS_5,0
g21,gntK_1,0
g21,group_4758,0
g21,group_4754,0
g21,pldht,0
g21,group_4718,0
g21,group_4714,0
g21,egtB,1
g21,group_4695,0
g21,iolG_1~~~apsD_1,0
g21,group_4648,1
g21,group_4646,0
g21,yfdE_1~~~smtB,0
g21,group_4568,0
g21,group_4550,1
g21,group_4418,1
g21,asD_1~~~asD_2~~~asD,1
g21,group_4307,0
g21,group_4288,0
g21,gno_2,0
g21,group_4284,0
g21,group_4264,0
g21,group_4236,0
g21,group_4235,0
g21,group_4146,1
g21,group_4131,1
g21,group_4129,1
g21,group_4076,1
g21,group_4066,1
g21,group_4028,1
g21,group_4010,0
g21,group_3858,0
g21,group_3826,0
g21,group_3742,0
g21,group_3741,0
g21,group_3596,0
g21,group_3584,0
g21,group_3469,1
g21,group_3450,0
g21,group_3362,0
g21,group_3291,0
g21,group_3231,1
g21,group_3066,0
g21,group_2971,1
g21,fitB_4,0
g21,group_2941,0
g21,group_2718,0
g21,group_2672,0
g21,group_2590,1
g21,group_2466,0
g21,group_2413,0
g21,group_2372,0
g21,rcsC_8,0
g21,tmoT_3,1
g21,group_2216,0
g21,group_2040,0
g21,group_2030,0
g21,group_2029,0
g21,group_2002,0
g21,group_1943,0
g21,group_1936,0
g21,group_1925,0
g21,group_1876,1
g21,group_1808,0
g21,group_1806,0
g21,group_1770,1
g21,group_1763,0
g21,group_1654,0
g21,cobC,0
g21,group_1533,0
g21,group_1479,0
g21,dauR_2,0
g21,group_1384,0
g21,group_1301,0
g21,cypM,0
g21,glnQ_6,0
g21,lutR_5,0
g21,group_1210,0
g21,group_1180,0
g21,hisN_2,0
g21,group_1153,0
g21,argT_2,0
g21,nimR_1,0
g21,group_1013,0
g21,glnH_2,0
g21,garR_2,0
g21,group_928,0
g21,cmpR_1,0
g21,group_869,0
g21,group_838,0
g21,thrC_2,0
g21,group_791,0
g21,group_761,1
g21,group_754,1
g21,group_718,1
g21,group_704,1
g21,group_699,0
g21,group_683,0
g21,idnD_1,0
g21,group_647,0
g21,group_626,0
g21,group_615,0
g21,group_528,0
g21,group_489,0
g21,aatB_2,0
g21,group_405,0
g21,group_387,1
g21,group_308,0
g21,mglA_2,0
g21,group_204,0
g21,group_180,1
g21,hbpA_3,0
g21,group_145,1
g21,apc4,0
g21,aspT_1,1
g21,aspT_2,1
g21,novN,0
g21,apc3,0
g21,group_6450,0
g21,group_6438,1
g21,group_6422,0
g21,group_6404,0
g21,group_6403,1
g21,group_6377,1
g21,group_6357,0
g21,group_6353,1
g21,group_6341,1
g21,group_6334,1
g21,group_6318,1
g21,group_6312,0
g21,group_6300,0
g21,group_6269,1
g21,group_6267,0
g21,group_6264,0
g21,group_6261,0
g21,group_6217,1
g21,ligD_5~~~ligD_7~~~ligD_2,0
g21,hutH_3~~~hutH_2,1
g21,group_6118,0
g21,gcvA_3~~~gcvA_11~~~gcvA_9,1
g21,group_6079,0
g21,iolG_8~~~iolG_9~~~iolG_13~~~iolG_10,0
g21,rhaR_2~~~rhaR_7,0
g21,group_6025,0
g21,hbpA_4~~~hbpA_2,1
g21,group_5968,0
g21,group_5954,1
g21,xylH_1~~~xylH_3,0
g21,group_5895,0
g21,group_5881,0
g21,group_5875,0
g21,gstB_3,0
g21,group_5827,0
g21,groS1_2~~~groS1_4,1
g21,group_5756,1
g21,group_5680,1
g21,bepF_2~~~bepF_4,0
g21,group_5664,0
g21,group_5635,1
g21,group_5582,1
g21,group_5572,1
g21,lsrC_2~~~lsrC_3,0
g21,group_5547,0
g21,neuA,0
g21,siaA,0
g21,ped,0
g21,QRSL1,0
g21,group_5499,1
g21,group_5479,0
g21,frcA_5~~~frcA_6,0
g21,gbsA_2~~~gbsA_3,0
g21,recD2_3~~~recD2_4,1
g21,group_5294,0
g21,aprA,0
g21,groL5_2~~~groL3~~~groL1_3,0
g21,group_5240,0
g21,group_5228,0
g21,group_5227,1
g21,group_5226,0
g21,group_5220,1
g21,group_5160,0
g21,COQ3_3~~~COQ3_2,0
g21,group_5081,0
g21,group_5077,0
g21,group_5069,0
g21,group_5050,0
g21,group_4955,0
g21,group_4953,0
g21,group_4896,0
g21,group_4892,0
g21,arcA_1~~~arcA_2,0
g21,group_4836,0
g21,group_4821,0
g21,group_4748,0
g21,group_4733,0
g21,fdhL_1~~~fdhL~~~fdhL_2,0
g21,group_4587,0
g21,group_4529,0
g21,group_4492,0
g21,hemA_1,0
g21,fixN_4,0
g21,group_4392,0
g21,group_4266,1
g21,group_4243,0
g21,group_4201,0
g21,group_4180,0
g21,group_4177,0
g21,group_4154,0
g21,group_4091,1
g21,group_4086,0
g21,group_4071,1
g21,group_4068,1
g21,group_3989,0
g21,group_3892,0
g21,group_3825,0
g21,group_3754,1
g21,group_3657,0
g21,group_3550,0
g21,group_3524,0
g21,group_3468,0
g21,group_3467,0
g21,group_3431,0
g21,group_3430,0
g21,group_3350,0
g21,group_3163,0
g21,group_3046,0
g21,group_2994,0
g21,group_2868,0
g21,group_2851,0
g21,group_2719,0
g21,group_2686,0
g21,group_2659,0
g21,group_2630,0
g21,group_2565,0
g21,group_2552,0
g21,group_2520,0
g21,group_2478,0
g21,group_2436,0
g21,group_2157,0
g21,group_2107,0
g21,group_2051,0
g21,group_2005,0
g21,group_1829,0
g21,group_1723,0
g21,group_1722,0
g21,group_1713,0
g21,group_1590,0
g21,group_1562,0
g21,group_1494,0
g21,group_1480,0
g21,argO,0
g21,leuE,0
g21,group_1432,0
g21,gltK,0
g21,yecS_1,0
g21,occM_1,0
g21,hisQ_3,0
g21,group_1302,0
g21,group_1216,0
g21,group_1206,0
g21,artM_1,0
g21,group_1162,0
g21,group_1042,0
g21,mltF,0
g21,dapA_2,0
g21,group_926,1
g21,kce_2,0
g21,argB_2,0
g21,iolE_3,0
g21,group_811,0
g21,gsiC_14,1
g21,tehA,1
g21,group_678,0
g21,group_661,0
g21,group_642,0
g21,legI,0
g21,rebD,0
g21,group_518,0
g21,group_504,0
g21,group_388,0
g21,group_361,0
g21,fccB,0
g21,group_330,0
g21,group_231,0
g21,ipdC,0
g21,group_144,0
g21,copA_2,0
g21,group_48,0
g21,group_6448,0
g21,mshA_6~~~mshA_14~~~mshA_2~~~tdh_6,0
g21,group_6400,1
g21,group_6389,1
g21,group_6371,1
g21,group_6370,1
g21,group_6368,0
g21,group_6355,1
g21,group_6336,0
g21,group_6335,0
g21,group_6333,0
g21,group_6332,0
g21,nusG_1~~~nusG_3,0
g21,group_6322,0
g21,group_6313,0
g21,group_6279,1
g21,group_6246,0
g21,group_6228,1
g21,group_6195,0
g21,group_6193,0
g21,group_6191,0
g21,group_6187,0
g21,group_6184,0
g21,group_6180,0
g21,group_6174,0
g21,group_6160,0
g21,group_6150,0
g21,group_6149,0
g21,group_6139,0
g21,group_6128,1
g21,group_6126,0
g21,group_6117,0
g21,patZ~~~pat_1~~~pat_2,0
g21,group_6101,0
g21,group_6096,0
g21,group_6078,0
g21,group_6075,1
g21,group_6068,0
g21,group_6054,0
g21,group_6029,1
g21,group_6018,0
g21,group_6013,0
g21,yybR,0
g21,group_6000,0
g21,group_5998,0
g21,group_5991,0
g21,group_5966,0
g21,group_5962,0
g21,group_5961,1
g21,group_5903,0
g21,mhpC,0
g21,basR_2~~~basR_1,0
g21,group_5866,0
g21,group_5865,0
g21,group_5854,0
g21,group_5848,1
g21,yiaV,1
g21,group_5821,0
g21,group_5790,0
g21,group_5789,0
g21,group_5761,0
g21,group_5752,1
g21,group_5749,0
g21,group_5738,0
g21,hcnC,0
g21,group_5727,0
g21,group_5707,0
g21,group_5705,0
g21,group_5689,0
g21,group_5684,0
g21,tspO,0
g21,group_5643,0
g21,xpkA_1,0
g21,tas_1~~~yajO_1~~~yajO_4~~~yajO_5,0
g21,iolG_9~~~iolG_6,0
g21,qorA_3~~~qorA_1~~~qorA_2,0
g21,group_5589,1
g21,group_5578,0
g21,group_5556,0
g21,ctpF~~~ctpF_2~~~ctpF_1,0
g21,aldA~~~geoB,0
g21,pgrR_8~~~pgrR_14,0
g21,group_5525,1
g21,traC_2~~~traC_3,0
g21,group_5524,0
g21,group_5518,1
g21,group_5474,0
g21,group_5451,1
g21,group_5442,0
g21,group_5440,1
g21,group_5438,1
g21,group_5433,0
g21,group_5413,0
g21,group_5373,1
g21,btaE,0
g21,iolX,0
g21,group_5293,0
g21,ubiD_2~~~shdC~~~ubiD_1,0
g21,group_5289,0
g21,group_5253,0
g21,group_5249,0
g21,group_5215,1
g21,group_5210,0
g21,group_5208,0
g21,group_5196,0
g21,mgtE_1~~~mgtE_2,0
g21,group_5169,0
g21,group_5155,0
g21,group_5152,0
g21,group_5149,1
g21,group_5116,0
g21,group_5115,0
g21,f1pep1,0
g21,group_5096,0
g21,mqsA,0
g21,group_5078,0
g21,group_5037,0
g21,rhaS_8,0
g21,group_5016,0
g21,group_4943,0
g21,group_4942,0
g21,rhaS_1~~~rhaS_9,0
g21,group_4908,0
g21,group_4904,0
g21,group_4889,0
g21,group_4887,0
g21,silP~~~silP_1,0
g21,group_4875,0
g21,kdpB_1~~~kdpB_2,0
g21,sasA_6,0
g21,pcaJ_1~~~pcaJ_2~~~pcaJ,0
g21,fixK_2~~~fixK_4,0
g21,group_4842,0
g21,dadA~~~abo_5,0
g21,hcnB_2,0
g21,group_4827,0
g21,group_4824,0
g21,group_4814,0
g21,potB_2~~~potB_5,0
g21,group_4812,0
g21,group_4809,0
g21,golD_1~~~golD_4,0
g21,group_4792,0
g21,group_4777,0
g21,pgrR_12~~~pgrR_13,0
g21,rutD~~~mhpC,0
g21,pta_1~~~pta,0
g21,rutC_2~~~rutC_1,0
g21,rox~~~oxyS,0
g21,group_4736,0
g21,yurK_1~~~yurK_2,0
g21,group_4705,0
g21,group_4699,0
g21,ilvI_2,0
g21,group_4675,0
g21,btuD_13~~~btuD_11,0
g21,group_4662,0
g21,oxyR_4,0
g21,group_4622,0
g21,bsdB_2~~~bsdB,0
g21,group_4500,0
g21,group_4489,0
g21,group_4475,0
g21,frlB_1~~~frlB_2,0
g21,group_4428,0
g21,group_4427,0
g21,group_4416,0
g21,tmoT_3~~~todT_1,0
g21,degP_1,0
g21,group_4370,0
g21,group_4339,0
g21,yknX,0
g21,group_4333,0
g21,group_4320,0
g21,group_4304,0
g21,group_4291,0
g21,group_4286,0
g21,group_4282,0
g21,group_4246,0
g21,group_4232,0
g21,group_4219,0
g21,group_4187,0
g21,kaiC,0
g21,group_4175,0
g21,group_4172,0
g21,higA2,0
g21,kup_3,0
g21,group_4158,1
g21,cspA_4,1
g21,group_4150,1
g21,group_4149,1
g21,group_4101,1
g21,group_4100,1
g21,group_4099,1
g21,group_4098,1
g21,group_4088,0
g21,group_4084,0
g21,group_4067,1
g21,group_4062,1
g21,group_4038,0
g21,group_4036,1
g21,group_4035,1
g21,group_4034,1
g21,group_4033,1
g21,group_4032,1
g21,group_3921,0
g21,group_3884,0
g21,group_3866,0
g21,group_3864,0
g21,group_3851,0
g21,group_3844,0
g21,group_3835,0
g21,group_3810,0
g21,group_3788,0
g21,group_3763,0
g21,group_3762,0
g21,group_3751,0
g21,group_3708,1
g21,group_3695,0
g21,group_3673,0
g21,group_3660,0
g21,group_3656,0
g21,group_3636,0
g21,group_3614,0
g21,group_3568,0
g21,group_3552,0
g21,group_3529,0
g21,group_3528,0
g21,group_3501,1
g21,group_3491,0
g21,group_3470,0
g21,group_3443,0
g21,group_3432,0
g21,group_3429,0
g21,group_3412,0
g21,group_3411,0
g21,group_3390,0
g21,group_3379,1
g21,group_3347,0
g21,group_3326,0
g21,group_3309,0
g21,group_3266,0
g21,group_3247,0
g21,group_3226,0
g21,group_3147,0
g21,group_3143,0
g21,group_3141,0
g21,group_3121,0
g21,group_3120,0
g21,group_3119,0
g21,group_3096,0
g21,group_3076,0
g21,group_3012,0
g21,group_3006,0
g21,group_2996,0
g21,group_2995,0
g21,alkJ_5,0
g21,group_2931,0
g21,group_2928,0
g21,group_2895,0
g21,group_2893,0
g21,group_2882,0
g21,group_2853,0
g21,group_2848,0
g21,group_2821,0
g21,group_2819,0
g21,group_2818,0
g21,mqsR,0
g21,group_2784,0
g21,group_2783,0
g21,group_2776,0
g21,group_2761,0
g21,hcnA,0
g21,group_2752,0
g21,group_2745,0
g21,group_2733,0
g21,group_2673,0
g21,group_2671,0
g21,bigR_1,0
g21,group_2620,0
g21,group_2556,0
g21,group_2503,0
g21,group_2501,0
g21,group_2486,0
g21,group_2485,0
g21,group_2481,0
g21,group_2364,0
g21,group_2361,0
g21,group_2309,0
g21,group_2308,0
g21,group_2307,0
g21,group_2297,0
g21,group_2287,0
g21,group_2276,0
g21,group_2261,0
g21,group_2247,0
g21,group_2245,0
g21,group_2244,0
g21,group_2233,0
g21,group_2215,0
g21,group_2155,0
g21,group_2133,0
g21,group_2117,0
g21,group_2108,0
g21,group_2105,0
g21,group_2082,0
g21,group_2080,0
g21,group_2066,0
g21,aroQ_3,0
g21,group_2064,0
g21,aroQ_2,0
g21,group_2054,0
g21,group_1991,0
g21,blc_2,0
g21,group_1896,0
g21,group_1890,0
g21,nhaX,0
g21,ybiS,0
g21,group_1864,0
g21,hspA,0
g21,group_1828,0
g21,group_1797,0
g21,group_1751,0
g21,petA_2,0
g21,group_1739,0
g21,group_1738,0
g21,sutR_1,0
g21,xerC_8,0
g21,group_1612,1
g21,betB_6,0
g21,group_1574,0
g21,group_1573,0
g21,pcaG_2,0
g21,group_1560,0
g21,group_1469,0
g21,group_1468,0
g21,group_1467,0
g21,group_1450,0
g21,group_1418,0
g21,IMPDH_1,0
g21,group_1409,0
g21,group_1405,0
g21,group_1383,0
g21,kup_6,0
g21,group_1338,0
g21,pcaI,0
g21,group_1325,0
g21,hcaB_7,0
g21,group_1317,0
g21,group_1295,0
g21,pcaR_2,0
g21,group_1252,0
g21,pcaH_2,0
g21,group_1246,0
g21,ompR_1,0
g21,ligK_3,0
g21,nagR_5,0
g21,fabG_14,0
g21,glnQ_7,0
g21,nagR_4,0
g21,group_1155,0
g21,group_1133,0
g21,artM_2,0
g21,group_1117,0
g21,catD_2,0
g21,group_1105,0
g21,group_1102,0
g21,group_1078,0
g21,group_1034,0
g21,group_1033,0
g21,frlC,0
g21,group_1011,0
g21,group_1006,0
g21,group_982,0
g21,group_981,0
g21,group_975,0
g21,group_965,1
g21,hcaB_8,0
g21,frlD_2,0
g21,group_916,0
g21,ku_3,0
g21,group_895,0
g21,group_879,0
g21,ligD_4,0
g21,group_874,0
g21,btuD_1,0
g21,ppsC_2,0
g21,group_860,0
g21,group_852,0
g21,group_833,0
g21,dmlR_11,0
g21,group_817,0
g21,rclR_2,0
g21,syrM1_3,0
g21,mtrA,0
g21,group_772,0
g21,cpo_4,0
g21,group_755,1
g21,gfo,0
g21,group_735,0
g21,group_734,0
g21,group_733,0
g21,group_730,0
g21,pikAII,0
g21,group_676,0
g21,potF_1,0
g21,group_600,0
g21,adh_1,0
g21,group_596,0
g21,group_595,0
g21,group_589,0
g21,group_583,0
g21,nemA_3,0
g21,group_541,0
g21,ccpA_4,0
g21,msrP_3,0
g21,group_483,0
g21,group_471,0
g21,xylB_5,0
g21,paaJ,0
g21,group_428,0
g21,alkJ_4,0
g21,group_372,0
g21,blh_1,0
g21,mntH,0
g21,abaF,0
g21,group_290,0
g21,group_281,0
g21,group_274,0
g21,group_257,0
g21,group_248,0
g21,gabR_1,0
g21,group_218,0
g21,group_213,0
g21,group_209,0
g21,phdK,0
g21,group_177,0
g21,sasA_9,0
g21,ilvG_2,0
g21,group_103,0
g21,group_98,1
g21,stcD_2,0
g21,mshA_7,0
g21,group_6437,0
g21,group_6410,0
g21,group_6407,0
g21,group_6388,0
g21,group_6386,0
g21,group_6369,0
g21,group_6356,1
g21,group_6347,1
g21,group_6338,1
g21,group_6331,1
g21,group_6330,1
g21,group_6325,0
g21,group_6320,1
g21,group_6319,1
g21,group_6311,0
g21,group_6310,0
g21,group_6309,0
g21,group_6305,1
g21,group_6304,1
g21,group_6303,1
g21,group_6289,1
g21,group_6278,0
g21,group_6277,0
g21,group_6276,1
g21,fixJ_1~~~fixJ_2,0
g21,group_6270,1
g21,group_6268,1
g21,group_6266,0
g21,group_6256,0
g21,group_6249,0
g21,group_6245,0
g21,group_6236,1
g21,group_6230,0
g21,group_6224,0
g21,group_6221,0
g21,group_6208,0
g21,group_6204,1
g21,group_6203,0
g21,group_6190,0
g21,group_6186,0
g21,group_6182,0
g21,group_6179,1
g21,group_6173,1
g21,group_6159,1
g21,group_6136,1
g21,group_6135,0
g21,group_6125,1
g21,group_6121,1
g21,group_6112,0
g21,group_6099,1
g21,group_6097,1
g21,group_6081,0
g21,group_6076,1
g21,group_6043,0
g21,group_6030,1
g21,group_6028,1
g21,group_6015,1
g21,group_6012,1
g21,betB_5~~~gbsA,0
g21,group_6005,0
g21,group_5988,0
g21,group_5975,0
g21,group_5973,0
g21,group_5972,0
g21,group_5945,0
g21,group_5940,1
g21,group_5898,0
g21,group_5843,0
g21,xerC_3~~~xerC_1,0
g21,group_5810,0
g21,group_5808,0
g21,group_5807,0
g21,group_5797,0
g21,group_5796,0
g21,group_5795,0
g21,group_5793,0
g21,group_5791,0
g21,group_5759,0
g21,group_5758,1
g21,group_5717,1
g21,group_5668,0
g21,group_5616,0
g21,group_5615,0
g21,group_5583,0
g21,group_5558,0
g21,group_5546,0
g21,group_5522,1
g21,group_5488,1
g21,group_5487,1
g21,cpo_3~~~cpo_6~~~cpo_5,0
g21,tdiR_2~~~tdiR_1,0
g21,gsiD_6~~~gsiD_10~~~gsiD_5,1
g21,ndvB_3~~~ndvB_4~~~ndvB_1~~~ndvB_2,0
g21,eutC,0
g21,ftsP_2,0
g21,gsiC_6~~~gsiC_16,1
g21,oppD_9~~~gsiA_8~~~oppF_5,1
g21,group_5322,0
g21,group_5300,0
g21,group_5295,0
g21,group_5263,1
g21,group_5250,0
g21,group_5211,0
g21,group_5162,0
g21,group_5147,0
g21,group_5146,0
g21,group_5135,1
g21,fitB_2~~~fitB_3,1
g21,group_5121,0
g21,group_5107,0
g21,group_5086,0
g21,group_5065,0
g21,arsC_3,0
g21,group_5059,0
g21,group_5056,1
g21,group_5017,0
g21,group_4988,0
g21,group_4987,0
g21,group_4980,0
g21,group_4978,0
g21,group_4964,0
g21,group_4935,0
g21,group_4919,0
g21,group_4918,0
g21,group_4884,0
g21,group_4879,0
g21,metZ_2~~~metC_2,0
g21,oxyR_4~~~oxyR_1,0
g21,group_4776,0
g21,ligK_2~~~proA_1,0
g21,sgrR_7~~~gsiB_4,1
g21,group_4657,0
g21,tdh_7~~~tdh_2,0
g21,group_4604,0
g21,group_4588,0
g21,group_4583,0
g21,group_4578,0
g21,group_4564,1
g21,group_4544,0
g21,group_4400,0
g21,group_4394,0
g21,group_4358,1
g21,group_4350,0
g21,group_4312,0
g21,group_4292,0
g21,group_4287,0
g21,group_4283,0
g21,group_4276,0
g21,group_4275,0
g21,group_4268,0
g21,group_4259,0
g21,group_4258,0
g21,group_4253,0
g21,group_4233,0
g21,group_4227,0
g21,group_4203,0
g21,group_4192,0
g21,group_4191,0
g21,group_4190,0
g21,group_4189,0
g21,group_4188,0
g21,group_4179,0
g21,group_4142,1
g21,group_4089,0
g21,group_4078,0
g21,group_4054,0
g21,group_4044,1
g21,group_4043,0
g21,group_4029,0
g21,group_3985,1
g21,group_3984,1
g21,group_3982,1
g21,group_3850,0
g21,group_3734,0
g21,adh_3,0
g21,group_3649,1
g21,napB_2,0
g21,group_3570,0
g21,group_3547,0
g21,group_3527,0
g21,group_3506,0
g21,group_3466,0
g21,group_3436,1
g21,group_3407,0
g21,group_3370,0
g21,group_3369,0
g21,group_3346,0
g21,group_3338,0
g21,group_3302,0
g21,group_3224,0
g21,group_3205,0
g21,group_3204,0
g21,group_3190,1
g21,group_3162,0
g21,group_3110,1
g21,group_3070,0
g21,group_3050,0
g21,group_2961,0
g21,group_2921,0
g21,group_2891,0
g21,group_2877,1
g21,group_2852,0
g21,group_2754,0
g21,group_2716,0
g21,group_2702,0
g21,group_2625,1
g21,group_2606,0
g21,group_2597,0
g21,group_2596,0
g21,group_2581,0
g21,group_2580,0
g21,group_2578,0
g21,group_2564,0
g21,group_2555,0
g21,group_2550,1
g21,group_2544,1
g21,group_2480,0
g21,group_2468,0
g21,group_2464,1
g21,group_2435,0
g21,group_2362,0
g21,group_2232,0
g21,arsC_1,0
g21,fabI_3,0
g21,group_2123,0
g21,group_2084,0
g21,queF,0
g21,group_2052,0
g21,group_2039,0
g21,group_1897,0
g21,rclR_1,0
g21,group_1837,0
g21,group_1810,0
g21,group_1765,0
g21,group_1714,0
g21,gpm2,0
g21,group_1653,0
g21,group_1620,0
g21,group_1603,0
g21,group_1591,0
g21,group_1523,0
g21,IMPDH_3,0
g21,IMPDH_2,0
g21,group_1397,0
g21,glnM,0
g21,aqpZ_1,0
g21,arsH_1,0
g21,yhdY_2,0
g21,group_1309,0
g21,group_1286,0
g21,glnQ_9,0
g21,group_1092,0
g21,group_1076,0
g21,glnH_4,0
g21,rpiR,0
g21,rbsK_2,0
g21,group_919,0
g21,adhT_3,0
g21,group_901,0
g21,group_812,0
