gene,Hs,Ht,Gst_est,Gprime_st,D_het,D_mean,n_snps,sequence_length,tops
phoP,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,672,0
phzF_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,918,0
pks1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1168,0
pksJ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,387,0
pncC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,498,0
potA_6,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1111,0
potA_7,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1111,0
potA_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1111,0
potB_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,5,945,0
potH_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,798,0
potH_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,834,0
prfA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1083,0
prfC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1584,0
prmC_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,879,0
prmC_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,877,0
proX,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,510,0
prsA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,5,1893,0
prs_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,579,0
prs_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,579,0
pth,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,720,0
punA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,798,0
purD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,5,1272,0
purM,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1071,0
purN,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,663,0
purQ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,672,0
purR_6,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1020,0
purU_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,898,0
purU_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,898,0
puuB_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1291,0
puuB_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1291,0
puuR_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,549,0
pyrC_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1044,0
pyrD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1089,0
pyrF,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,699,0
qmcA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,999,0
ramA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,777,0
rbsC_18,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,987,0
rbsC_19,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,987,0
rbsC_21,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,978,0
rbsK,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,921,0
rbsR_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,1023,0
rcsC_11,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1740,0
rcsC_12,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,3507,0
rcsC_7,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,825,0
regB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1302,0
rfnT,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1227,0
rfuC_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1134,0
rfuD_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,921,0
rfuD_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,972,0
rhaS_6,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,858,0
rhtB_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,636,0
ribE,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,621,0
ribN_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,954,0
ribN_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,954,0
ribN_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,888,0
rimI,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,504,0
rlmJ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,945,0
rlmN,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1242,0
rlpA_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1041,0
rlpA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1041,0
rna,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,772,0
rnd_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1152,0
rnpA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,399,0
rpe_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,681,0
rplF,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,534,0
rplO,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,471,0
rplY,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,624,0
rpoN2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1542,0
rppH,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,528,0
rpsB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,768,0
rsmI,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,963,0
rspR_9,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,708,0
rssB_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,438,0
ruvA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,618,0
sasA_8,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1738,0
sasA_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1738,0
sasA_5,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1738,0
sasA_11,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1738,0
scrK_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,927,0
sdhC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,393,0
selO,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,1755,0
serC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1179,0
serS,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1284,0
sgrR_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1629,0
siaP_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1011,0
siaT_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1869,0
slyA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,480,0
slyA_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,453,0
sodB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,603,0
sotB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1173,0
soxA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,2994,0
soxD_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,279,0
sphX,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1035,0
srlR,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,786,0
sseA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,865,0
sufB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1470,0
suhB_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,801,0
sutR_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,579,0
tadA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,450,0
tam_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,735,0
tas,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1044,0
tcyA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,774,0
thiE_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,654,0
thiQ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,708,0
thrS,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1983,0
thyA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,795,0
tig,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1476,0
tldD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1416,0
tlpA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,675,0
tolB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1305,0
tolQ_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,720,0
trmD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,723,0
trpB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1221,0
trpC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,819,0
tsaD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1098,0
ttcA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,882,0
ttr,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,522,0
tusA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,237,0
tyrC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,927,0
ubiA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,960,0
ubiG,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,747,0
ubiL_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1215,0
udh,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,786,0
ugpC_11,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1119,0
ugpC_12,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1011,0
uppP,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,807,0
ureA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,303,0
vapC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,141,0
vapC_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,141,0
xdh,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,1149,0
xfp,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,243,0
xpkA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,5,2463,0
xseA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1581,0
xylA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1311,0
xylB_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,771,0
xylB_6,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1434,0
xylB_7,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1530,0
yadG,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,927,0
yajO_5,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1035,0
ybaA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,11,354,0
ybaA_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,11,354,0
ybhL,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,834,0
ycaD_4,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1290,0
ycaD_5,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,1266,0
ychF,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1104,0
ydiK_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1176,0
yedA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,906,0
yeeZ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,876,0
yejF_3,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1629,0
yesO_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,3,1287,0
yfiC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,772,0
yfiY,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,951,0
yfiZ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,4,1023,0
yhdE,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,708,0
yhdN_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,996,0
yhdW_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,1032,0
yhjE_2,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1311,0
yhjQ,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,333,0
yiaD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,684,0
yidC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,5,1791,0
yidD,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,2,330,0
yieH_1,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,696,0
yijE,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,945,0
ynjB,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,1413,0
yofA,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,846,0
yrrK,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,498,0
yxeN,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,825,0
znuC,0.27906976744186046,0.38953488372093026,0.28358208955223885,0.6129032258064518,0.3064516129032259,0.3064516129032259,1,906,0
purR_5,0.32524435456690254,0.4397960903269295,0.2604655618354249,0.6124953477894655,0.33953546453546457,NA,23,1050,0
ftsI_2,0.31007751937984496,0.4228959025470654,0.26677577741407527,0.6104868913857677,0.3270465489566613,NA,21,1734,0
ftsI_1,0.31007751937984496,0.4228959025470654,0.26677577741407527,0.6104868913857677,0.3270465489566613,NA,21,1734,0
hmrR,0.34625322997416014,0.46016365202411713,0.24754328497894257,0.6070381231671554,0.3484848484848486,0.1288340325988267,9,444,0
pssM,0.3191214470284237,0.4303940568475452,0.2585365853658537,0.6034155597722961,0.32685009487666034,0.16367947238851405,6,1009,0
iolG_4,0.3596899224806201,0.4715116279069767,0.2371557747636663,0.5987547561397442,0.349273607748184,0.25728679381072356,5,2004,0
trkI_2,0.3596899224806201,0.4715116279069767,0.2371557747636663,0.5987547561397442,0.349273607748184,0.25728679381072356,5,1455,0
trkI_1,0.3596899224806201,0.4715116279069767,0.2371557747636663,0.5987547561397442,0.349273607748184,0.25728679381072356,5,1455,0
livH_2,0.3126614987080103,0.420219638242894,0.255956956187548,0.5929956470122675,0.31296992481202995,0.12693738375697464,3,891,0
btuD_9,0.2702104097452935,0.3732004429678849,0.27596439169139464,0.5927162367223067,0.28224582701062223,0.12164634146341403,14,1134,0
ald_4,0.27596899224806204,0.3796511627906977,0.2730985196528841,0.5925570405375471,0.2864025695931478,0.2618719458714449,10,1434,0
gyrA,0.27325581395348836,0.3762112403100775,0.2736638763683194,0.5913043478260871,0.2833333333333334,0.21690676814351736,12,2796,0
Vejaci,0.3255813953488372,0.4325275397796818,0.2472585779978777,0.5878889823380995,0.31715063520871156,NA,19,1113,0
bauC,0.2734711455641688,0.3751614987080103,0.2710575405366625,0.5870477264748708,0.2799347954949616,0.22372121078252316,18,1497,0
xylB_8,0.26666666666666666,0.3666666666666667,0.2727272727272728,0.5844155844155845,0.2727272727272728,0.0980055020632732,10,1548,0
gcvP,0.2652885443583118,0.3641257536606374,0.27143701951507987,0.5811488862837046,0.2690504103165299,0.09111900532859628,9,2866,0
gcvT_3,0.2703488372093023,0.3695494186046512,0.2684365781710915,0.5800796812749006,0.27191235059760965,0.18925649235147643,8,2421,0
gcvT_2,0.2703488372093023,0.3695494186046512,0.2684365781710915,0.5800796812749006,0.27191235059760965,0.18925649235147643,8,2421,0
glnQ_4,0.36705426356589144,0.473110465116279,0.22416794674859192,0.5786234453955512,0.3351194121249234,0.08474438444248354,20,771,0
rip3,0.31215730761958776,0.4142087351106069,0.24637681159420305,0.574766355140187,0.29672897196261694,NA,41,1122,0
rip3_2,0.31215730761958776,0.4142087351106069,0.24637681159420305,0.574766355140187,0.29672897196261694,NA,41,1122,0
actP,0.3113914071738273,0.41275785047956903,0.24558332007003036,0.5726425835183707,0.2944094638427782,NA,59,2484,0
kdgK,0.26135105204872644,0.35686600221483944,0.26764934057408857,0.5716878402903812,0.25862068965517254,0.0758843666793453,7,933,0
lipB,0.27286821705426356,0.3697674418604652,0.26205450733752633,0.5711239719768507,0.2665245202558637,0.2286151826733759,5,789,0
lnt,0.27286821705426356,0.3697674418604652,0.26205450733752633,0.5711239719768507,0.2665245202558637,0.2286151826733759,5,1596,0
nimR,0.27286821705426356,0.3697674418604652,0.26205450733752633,0.5711239719768507,0.2665245202558637,0.2286151826733759,5,816,0
pckA,0.27286821705426356,0.3697674418604652,0.26205450733752633,0.5711239719768507,0.2665245202558637,0.2286151826733759,5,1611,0
phaC,0.27286821705426356,0.3697674418604652,0.26205450733752633,0.5711239719768507,0.2665245202558637,0.2286151826733759,5,1884,0
ytfQ,0.3187596899224806,0.4202131782945736,0.24143338098971545,0.5709572012954057,0.29784934000910324,NA,25,963,0
ppdK,0.26744186046511625,0.3628875968992248,0.26301735647530056,0.5685425685425688,0.26058201058201075,0.1678586453512832,6,2697,0
thiB,0.25839793281653745,0.351421188630491,0.2647058823529413,0.5644599303135891,0.250871080139373,0.0674290220820185,6,1029,0
kdgR_1,0.3565891472868217,0.4580564784053156,0.22151707464490789,0.5637016149705205,0.3154044750430293,0.10482166210174212,21,783,0
gcvA_5,0.3072782084409991,0.40537521533161064,0.24199063776103047,0.5625373822258903,0.28322194591234057,NA,36,903,0
gcvA_2,0.3072782084409991,0.40537521533161064,0.24199063776103047,0.5625373822258903,0.28322194591234057,NA,36,903,0
parB,0.2713178294573643,0.3648255813953489,0.256308100929615,0.5599613152804644,0.25664893617021295,0.2149652867060945,4,891,0
carA_3,0.2651162790697674,0.35755813953488375,0.2585365853658538,0.5590717299578061,0.2515822784810128,0.15393518518518526,5,1206,0
hcaB_6,0.2651162790697674,0.35755813953488375,0.2585365853658538,0.5590717299578061,0.2515822784810128,0.15393518518518526,5,2049,0
serA_2,0.3062015503875969,0.4031007751937985,0.2403846153846155,0.5586592178770953,0.27932960893854764,0.18313767342582757,2,976,0
serA_1,0.3062015503875969,0.4031007751937985,0.2403846153846155,0.5586592178770953,0.27932960893854764,0.18313767342582757,2,976,0
cheA,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676997,5,2280,0
fadD,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676998,5,1890,0
hrpB,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676997,5,2466,0
lpxB,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676998,5,1200,0
recG,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676998,5,2181,0
recQ,0.25426356589147286,0.3437984496124031,0.26042841037204056,0.5541340156724772,0.24012474012474008,0.05832992222676998,5,1851,0
