gradient,population,site,year,yday,dayl_s,prcp_mm_day,srad_w_m_2,swe_kg_m_2,tmax_deg_c,tmin_deg_c,vp_pa,ydate,ymonth,latitude_dec,longitude_dec,elevation_m
elevation,low elevation,L1,2022,207,50666.72,0,234.18,0,26.23,19.91,2323.75,2022-07-26T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,208,50568.65,13.36,174.1,0,26.3,20.06,2346.26,2022-07-27T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,209,50468.55,0.12,312.03,0,28.25,19.74,2300.35,2022-07-28T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,210,50366.46,2.24,237.88,0,28.26,19.76,2302.95,2022-07-29T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,211,50262.43,0,378.72,0,27.68,17.56,2006.75,2022-07-30T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,212,50156.53,5.12,280.12,0,27.9,18.02,2065.22,2022-07-31T00:00:00Z,7,37.32,-80.64,505.97
elevation,low elevation,L1,2022,213,50048.78,0.77,355.03,0,28.75,19.44,2257.77,2022-08-01T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,214,49939.25,0,388.99,0,29.71,19.14,2215.72,2022-08-02T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,215,49827.99,0,464.91,0,31.39,17.34,1978.81,2022-08-03T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,216,49715.03,1.81,444.43,0,30.77,17.83,2041.24,2022-08-04T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,217,49600.44,15.31,335.48,0,30.83,17.66,2019.67,2022-08-05T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,218,49484.26,11.01,290.42,0,28.44,18.1,2076.32,2022-08-06T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,219,49366.54,7.21,315.04,0,30.28,18.37,2110.78,2022-08-07T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,220,49247.32,5.03,305.83,0,30.42,18.76,2163.88,2022-08-08T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,221,49126.65,0,416.71,0,31.49,19.15,2217.4,2022-08-09T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,222,49004.59,10.14,296.87,0,29.57,18.41,2116.67,2022-08-10T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,223,48881.16,0,364.59,0,28.15,18.45,2121.41,2022-08-11T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,224,48756.42,0,405.14,0,26.06,15.33,1740.47,2022-08-12T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,225,48630.42,0,500.87,0,26.55,11.39,1346.27,2022-08-13T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,226,48503.2,13.26,324.42,0,23.88,12.35,1434.45,2022-08-14T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,227,48374.79,13.2,261.83,0,23.33,14.67,1668.92,2022-08-15T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,228,48245.25,2,226.88,0,20.79,15.6,1771.21,2022-08-16T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,229,48114.61,1.46,390.61,0,24.95,15.09,1714.61,2022-08-17T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,230,47982.92,3.46,331.64,0,26.53,14.36,1634.98,2022-08-18T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,231,47850.21,7.81,316.23,0,25.68,14.52,1652.92,2022-08-19T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,232,47716.53,9.56,343.22,0,28.16,14.91,1694.89,2022-08-20T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,233,47581.91,31.34,310.47,0,26.35,15.37,1745.6,2022-08-21T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,234,47446.39,0,401.08,0,27.65,17.12,1951.47,2022-08-22T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,235,47310.01,0,431.94,0,27.01,15.5,1759.8,2022-08-23T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,236,47172.81,0,477.89,0,28.29,14.24,1622.31,2022-08-24T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,237,47034.83,0,463.47,0,28.33,14.76,1678.42,2022-08-25T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,238,46896.09,1.22,447.8,0,28.92,15.76,1789.4,2022-08-26T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,239,46756.63,0,434.76,0,29.45,16.58,1885.16,2022-08-27T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,240,46616.49,0,439.9,0,29.95,16.54,1881.46,2022-08-28T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,241,46475.7,0,442.9,0,30.9,16.91,1926.28,2022-08-29T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,242,46334.29,2.36,295.83,0,28.46,16.97,1932.44,2022-08-30T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,243,46192.29,0,388.9,0,26.21,15.27,1734.15,2022-08-31T00:00:00Z,8,37.32,-80.64,505.97
elevation,low elevation,L1,2022,244,46049.74,0,469.66,0,27.12,12.1,1411.18,2022-09-01T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,245,45906.67,0,482.87,0,28.68,12.19,1419.74,2022-09-02T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,246,45763.11,0,462.37,0,28.76,13.44,1540.76,2022-09-03T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,247,45619.08,41.03,305.56,0,27.61,15.13,1718.38,2022-09-04T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,248,45474.62,22.12,180.93,0,23,16.63,1892.29,2022-09-05T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,249,45329.76,0,320.74,0,27.37,18.31,2102.84,2022-09-06T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,250,45184.52,0,320.83,0,25.58,16.74,1905.51,2022-09-07T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,251,45038.93,0,328.8,0,25.05,16.05,1822.67,2022-09-08T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,252,44893.02,0,299.54,0,24.8,16.74,1905.06,2022-09-09T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,253,44746.81,5.4,147.37,0,19,14.16,1614.13,2022-09-10T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,254,44600.34,1.56,381.27,0,26.55,15.51,1761.07,2022-09-11T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,255,44453.63,0,326.73,0,26.75,17.72,2027.17,2022-09-12T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,256,44306.7,0,419.49,0,23.06,10.91,1304.26,2022-09-13T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,257,44159.58,0,452.43,0,23.39,9.23,1165.06,2022-09-14T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,258,44012.3,0,462.99,0,24.99,9.31,1171.65,2022-09-15T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,259,43864.89,0,460.35,0,26.23,10.1,1235.84,2022-09-16T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,260,43717.36,0,419.78,0,25.83,12.12,1412.51,2022-09-17T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,261,43569.74,0,438.83,0,26.71,11.46,1352.33,2022-09-18T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,262,43422.06,0,430.65,0,26.89,11.9,1392.77,2022-09-19T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,263,43274.35,0,421.84,0,28.24,13.26,1523.08,2022-09-20T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,264,43126.62,0,444.65,0,29.23,11.98,1400.03,2022-09-21T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,265,42978.9,4.97,276.32,0,24.03,11.99,1400.95,2022-09-22T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,266,42831.23,0,392.9,0,18.93,6.45,964.19,2022-09-23T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,267,42683.61,0,437.09,0,22.39,6.75,984.25,2022-09-24T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,268,42536.08,8.37,292.13,0,22,8.86,1136.55,2022-09-25T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,269,42388.66,0,379.01,0,21.39,8.92,1141.52,2022-09-26T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,270,42241.38,0,404.77,0,18.75,5.15,881.35,2022-09-27T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,271,42094.27,0,432.95,0,17.76,2.36,723.88,2022-09-28T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,272,41947.34,0,446.66,0,19.55,2.37,724.11,2022-09-29T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,273,41800.62,43.71,231.93,0,13.47,3.96,810.77,2022-09-30T00:00:00Z,9,37.32,-80.64,505.97
elevation,low elevation,L1,2022,274,41654.15,11.03,157.74,0,11.94,5.87,926.59,2022-10-01T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,275,41507.94,3.52,91.62,0,12.84,9.52,1188.62,2022-10-02T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,276,41362.03,0,299.93,0,18.74,9.7,1202.7,2022-10-03T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,277,41216.44,0,376.69,0,17.16,4.96,869.8,2022-10-04T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,278,41071.19,0,421.16,0,20.48,4.56,845.33,2022-10-05T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,279,40926.33,0,431.87,0,22.14,4.38,835.1,2022-10-06T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,280,40781.86,0,433.65,0,23.53,4.5,842.06,2022-10-07T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,281,40637.83,0,314.73,0,14.86,4.45,838.82,2022-10-08T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,282,40494.27,0,432.81,0,17.76,-1.03,566.52,2022-10-09T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,283,40351.19,0,431.34,0,18.43,-1.17,560.73,2022-10-10T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,284,40208.64,0,423.92,0,19.42,-0.22,601.09,2022-10-11T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,285,40066.64,6.13,307.79,0,21.01,1.35,673.37,2022-10-12T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,286,39925.23,0,385.18,0,21.76,4.39,835.43,2022-10-13T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,287,39784.44,0,382.49,0,18.8,1.81,696.15,2022-10-14T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,288,39644.29,0,418.57,0,23.83,1.37,674.47,2022-10-15T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,289,39504.83,10.7,252.94,0,18.26,3.72,797.28,2022-10-16T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,290,39366.08,0,213.08,0,16.55,8.36,1098.93,2022-10-17T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,291,39228.09,0,150.85,0,5.27,-0.04,608.96,2022-10-18T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,292,39090.88,0,236.95,0,9.16,0.51,633.54,2022-10-19T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,293,38954.5,0,388.35,0,14.93,-3.32,478.17,2022-10-20T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,294,38818.98,0,404.67,0,17.7,-3.57,469.3,2022-10-21T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,295,38684.36,0,409.17,0,21.17,-2.64,502.83,2022-10-22T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,296,38550.67,0,399.41,0,22.14,-1.11,563.22,2022-10-23T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,297,38417.95,0,396.86,0,23.86,-0.35,595.14,2022-10-24T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,298,38286.25,3.99,285.75,0,23.35,0.29,623.55,2022-10-25T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,299,38155.61,0,325.8,0,18.14,2.01,705.92,2022-10-26T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,300,38026.06,0,223.9,0,18.63,8.46,1106.38,2022-10-27T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,301,37897.64,0,315.59,0,15.96,0.54,634.95,2022-10-28T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,302,37770.41,0,320.07,0,16.87,0.84,648.93,2022-10-29T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,303,37644.4,0,227.74,0,17.2,6.66,978.61,2022-10-30T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,304,37519.65,7.7,102.18,0,14.31,8.17,1085.09,2022-10-31T00:00:00Z,10,37.32,-80.64,505.97
elevation,low elevation,L1,2022,305,37396.22,0,174.79,0,17.72,9.51,1187.81,2022-11-01T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,306,37274.14,1.78,197.42,0,15.75,6.49,966.6,2022-11-02T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,307,37153.47,0,257.37,0,19.66,6.67,978.68,2022-11-03T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,308,37034.24,1.55,288.23,0,21.15,5.73,917.28,2022-11-04T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,309,36916.51,9.72,190.27,0,22.02,8.65,1120.99,2022-11-05T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,310,36800.31,5.84,138.57,0,25.35,15.73,1785.82,2022-11-06T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,311,36685.71,0,176.76,0,23.87,14.85,1688.44,2022-11-07T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,312,36572.75,0,286.55,0,19.35,4.05,815.97,2022-11-08T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,313,36461.47,0,298.13,0,15.73,-0.2,602,2022-11-09T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,314,36351.93,15.43,217.81,0,17.14,1.28,669.77,2022-11-10T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,315,36244.18,25.13,187.48,0,20.75,7.61,1043.99,2022-11-11T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,316,36138.25,0,137.3,0,17.08,10.62,1279.48,2022-11-12T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,317,36034.22,0,54.77,0,2.04,0.21,619.92,2022-11-13T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,318,35932.12,0,268.58,0,8.08,-4.53,436.43,2022-11-14T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,319,35832,23.81,152.18,0,4.62,-4.22,446.96,2022-11-15T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,320,35733.92,0,116.78,0,5.44,0.56,636.2,2022-11-16T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,321,35637.92,0,107.55,0,1.93,-2.5,508.26,2022-11-17T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,322,35544.06,0,255.98,0,6.77,-5.26,412.96,2022-11-18T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,323,35452.38,0,260.31,0,7.06,-5.25,413.48,2022-11-19T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,324,35362.93,0,183.9,0,2.61,-5.11,417.8,2022-11-20T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,325,35275.77,0,324.58,0,10.53,-8.67,317.45,2022-11-21T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,326,35190.94,0,325.32,0,13.19,-6.88,364.73,2022-11-22T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,327,35108.5,0,329.67,0,15.08,-7.01,361.26,2022-11-23T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,328,35028.47,0,324.29,0,16.31,-5.05,419.6,2022-11-24T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,329,34950.93,0,291.85,0,13,-2.6,504.37,2022-11-25T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,330,34875.91,0.68,289.36,0,15.17,-0.87,573.17,2022-11-26T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,331,34803.45,3.06,223.07,0,19.05,0.1,615,2022-11-27T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,332,34733.6,0,83.19,0,9.39,5.9,928.32,2022-11-28T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,333,34666.41,12.06,202.58,0,13.28,-1.22,558.4,2022-11-29T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,334,34601.92,3.06,211.37,0,15.56,-1.13,562.51,2022-11-30T00:00:00Z,11,37.32,-80.64,505.97
elevation,low elevation,L1,2022,335,34540.16,0,212.7,0,7.31,-2.76,498.44,2022-12-01T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,336,34481.19,8.18,245.1,8.18,12.02,-6.64,371.72,2022-12-02T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,337,34425.03,2.93,249.06,8.08,14.82,-5.78,397.05,2022-12-03T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,338,34371.73,0,211.53,6.56,6.75,-2.38,512.8,2022-12-04T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,339,34321.32,6.06,200.79,12.62,5.96,-6.57,373.54,2022-12-05T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,340,34273.83,21.16,209.33,12.32,8.5,-5.27,412.84,2022-12-06T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,341,34229.3,5.44,175.56,8.36,14.67,3.42,780.54,2022-12-07T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,342,34187.75,9.37,92.44,2.85,12.5,7.11,1008.95,2022-12-08T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,343,34149.23,3.44,49.65,0,8.21,5.34,893.1,2022-12-09T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,344,34113.75,1.29,68.57,0,6.46,3.59,789.85,2022-12-10T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,345,34081.33,0,126.89,0,9.43,3.81,801.9,2022-12-11T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,346,34052.01,0,172.42,0,7.87,0.09,614.58,2022-12-12T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,347,34025.8,0,194.58,0,5.7,-3.35,476.88,2022-12-13T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,348,34002.73,15.18,138.54,0,6.27,-2.31,515.45,2022-12-14T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,349,33982.8,7.12,66.78,0,3.74,-0.06,608.13,2022-12-15T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,350,33966.03,0,138.71,0,6.33,0.18,618.82,2022-12-16T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,351,33952.44,0,186.22,0,5.93,-2.64,502.77,2022-12-17T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,352,33942.04,0,64.25,0,0.32,-2.21,519.3,2022-12-18T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,353,33934.82,0,233.57,0,4.08,-7.05,360.14,2022-12-19T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,354,33930.81,0,260.86,0,7.06,-6.68,370.44,2022-12-20T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,355,33929.99,7.72,188.28,0,7.19,-5.84,395.31,2022-12-21T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,356,33932.38,12.06,153.83,0,4.14,-5.1,418.2,2022-12-22T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,357,33937.97,0,120.17,0,-3.09,-7.77,340.66,2022-12-23T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,358,33946.75,0,250.34,0,-8.16,-18.93,137.01,2022-12-24T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,359,33958.72,0,290.4,0,-2.51,-17.38,156.29,2022-12-25T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,360,33973.87,0,258.43,0,-1.63,-12.97,225.34,2022-12-26T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,361,33992.19,0,301.15,0,6.08,-11.23,259.28,2022-12-27T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,362,34013.67,0,303.38,0,11.4,-8.15,330.56,2022-12-28T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,363,34038.29,0,307,0,14.61,-7.39,350.7,2022-12-29T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,364,34066.03,0.36,304.41,0,16.91,-4.66,432.17,2022-12-30T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L1,2022,365,34096.87,3.39,190.96,0,11.84,-1.06,565.23,2022-12-31T00:00:00Z,12,37.32,-80.64,505.97
elevation,low elevation,L2,2022,1,34130.95,20.64,208.95,0,22.37,5.05,874.94,2022-01-01T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,2,34167.94,14.06,114.28,0,15.12,8.63,1119.24,2022-01-02T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,3,34207.97,6.39,31.84,0,0.27,-0.88,572.61,2022-01-03T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,4,34251,0,273.73,0,3.44,-9.45,298.53,2022-01-04T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,5,34297,0,295.36,0,6.73,-8.87,312.48,2022-01-05T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,6,34345.94,6.83,152.28,0,5.04,-3.3,478.69,2022-01-06T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,7,34397.79,0,114.16,0,-4.2,-8.43,323.48,2022-01-07T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,8,34452.51,0,302.88,0,2.75,-12.92,226.24,2022-01-08T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,9,34510.07,5.45,264.12,5.45,8.47,-12.51,233.83,2022-01-09T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,10,34570.43,0,200.78,5,1.99,-4.91,424.01,2022-01-10T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,11,34633.54,0,251.36,5,1.37,-7.6,345.11,2022-01-11T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,12,34699.38,0,354.65,5,10.13,-8.34,325.68,2022-01-12T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,13,34767.89,1.95,303.51,6.94,4.95,-6.88,364.98,2022-01-13T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,14,34839.04,0,251.91,6.01,5.14,-3.79,461.65,2022-01-14T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,15,34912.77,0,134.1,4.23,2.62,-1.75,537.22,2022-01-15T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,16,34989.05,22.03,103.96,3.81,-0.52,-5,421.24,2022-01-16T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,17,35067.83,0,207.75,3.81,-1.26,-8.06,332.99,2022-01-17T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,18,35149.06,0,190.78,3.14,1.79,-4.41,440.59,2022-01-18T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,19,35232.69,1.81,311.72,4.95,4.65,-6.99,361.89,2022-01-19T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,20,35318.68,0,265.88,4.95,2.46,-6.55,374.13,2022-01-20T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,21,35406.98,0,142.24,4.95,-3.57,-7.94,336.03,2022-01-21T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,22,35497.54,0,343.9,4.95,0.6,-12.63,231.64,2022-01-22T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,23,35590.31,0,382.77,4.95,4.46,-13.52,215.33,2022-01-23T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,24,35685.23,0,348.78,4.95,6.67,-6.93,363.45,2022-01-24T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,25,35782.27,0,311.55,4.05,7.11,-3.85,459.46,2022-01-25T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,26,35881.37,0,193.74,3.65,0.85,-5.05,419.65,2022-01-26T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,27,35982.48,0,383.07,3.65,5.34,-11.06,262.83,2022-01-27T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,28,36085.54,0.29,377.24,3.94,3.3,-11.78,248.06,2022-01-28T00:00:00Z,1,37.32,-80.64,493.78
elevation,low elevation,L2,2022,29,36190.52,0,130.02,3.94,-4.41,-8.13,331.22,2022-01-29T00:00:00Z,1,37.32,-80.64,493.78
